,Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Location ID,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Service ID,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Status ID,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Gender_label,Under 30_label,Senior Citizen_label,Married_label,Dependents_label,Referred a Friend_label,Offer_label,Phone Service_label,Multiple Lines_label,Internet Service_label,Internet Type_label,Online Security_label,Online Backup_label,Device Protection Plan_label,Premium Tech Support_label,Streaming TV_label,Streaming Movies_label,Streaming Music_label,Unlimited Data_label,Contract_label,Paperless Billing_label,Payment Method_label,Customer Status_label,Churn Label_label,Churn Category_label,Churn Reason_label
881,2674-MLXMN,1,Female,73,No,Yes,No,No,0,DXKUQU7319,United States,California,Richmond,94801,"37.945288, -122.383941",37.945288,-122.383941,WIQOWDPVM8979,Q3,No,0,71,Offer A,Yes,34.36,Yes,Yes,Fiber Optic,13,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,99.65,6951.15,3.33,0,2439.56,9387.38,DIDINP9164,4,Stayed,No,0,77,4241,,,0,0,1,0,0,0,1,1,1,1,2,0,1,0,0,1,1,0,1,2,1,1,2,0,5,20
882,9708-HPXWZ,1,Male,74,No,Yes,No,No,0,RTKHYV8328,United States,California,El Sobrante,94803,"37.963995, -122.288296",37.963995,-122.288296,UTKKEVMYL9688,Q3,No,0,5,None,No,0.0,No,Yes,DSL,4,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,45.4,214.75,0.0,0,0.0,214.75,DGAXIX3546,5,Stayed,No,0,68,2599,,,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,2,0,1,2,0,5,20
883,5792-JALQC,1,Female,78,No,Yes,No,No,0,ECYOUV6475,United States,California,San Rafael,94901,"37.972662, -122.491452",37.972662,-122.491452,NZMKXBTUN4656,Q3,No,0,52,Offer B,Yes,34.0,Yes,Yes,DSL,3,Yes,No,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,59.85,3103.25,19.16,0,1768.0,4852.09,FTUBUH4431,3,Stayed,No,0,71,5085,,,0,0,1,0,0,0,2,1,1,1,1,1,0,1,0,0,0,0,1,2,0,0,2,0,5,20
884,2675-OTVVJ,1,Male,76,No,Yes,Yes,No,0,CKMSUY7284,United States,California,Novato,94945,"38.135897, -122.563683",38.135897,-122.563683,AXIHREEZM7964,Q3,Yes,5,31,Offer C,Yes,46.06,Yes,Yes,Fiber Optic,18,Yes,No,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,89.45,2807.65,31.58,0,1427.86,4203.93,NVDJZD5687,4,Stayed,No,0,68,5597,,,1,0,1,1,0,1,3,1,1,1,2,1,0,0,0,1,0,0,1,2,0,0,2,0,5,20
885,0537-QYZZN,1,Male,66,No,Yes,Yes,Yes,2,BIXRCV7974,United States,California,Petaluma,94952,"38.237018, -122.77872",38.237018,-122.77872,DKJKYCMSG8617,Q3,Yes,6,24,Offer C,Yes,4.06,Yes,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,79.85,1857.75,0.0,0,97.44,1955.19,PIYVBB3655,3,Stayed,No,0,36,3412,,,1,0,1,1,1,1,3,1,1,1,2,1,0,0,0,0,0,0,1,2,1,0,2,0,5,20
886,3340-QBBFM,1,Male,65,No,Yes,Yes,No,0,YYPUJN3732,United States,California,Petaluma,94954,"38.235021, -122.557332",38.235021,-122.557332,MDJTITIMF4889,Q3,Yes,9,36,Offer C,Yes,47.16,No,Yes,DSL,28,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,54.1,1992.85,1.09,0,1697.76,3689.52,ICKPBV4771,3,Stayed,No,0,48,4017,,,1,0,1,1,0,1,3,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,2,0,5,20
887,2277-VWCNI,1,Female,65,No,Yes,No,No,0,DCVEXS9684,United States,California,Brookdale,95007,"37.106902, -122.100006",37.106902,-122.100006,ARJOSGGKE8999,Q3,No,0,4,None,Yes,31.13,Yes,Yes,DSL,15,No,No,No,No,No,No,No,Yes,Two Year,No,Mailed Check,48.75,179.85,0.0,0,124.52,304.37,NEXJMP2789,3,Stayed,No,0,25,3048,,,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,0,2,2,0,5,20
888,7576-JMYWV,1,Female,76,No,Yes,Yes,Yes,1,ERNQUW4754,United States,California,San Martin,95046,"37.084697, -121.606417",37.084697,-121.606417,XMISUSSHZ3339,Q3,Yes,7,46,Offer B,Yes,20.42,Yes,Yes,Fiber Optic,16,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.2,4972.1,0.0,0,939.32,5911.42,ULZWZF7342,3,Stayed,No,0,55,4162,,,0,0,1,1,1,1,2,1,1,1,2,1,1,0,1,1,1,0,1,2,1,0,2,0,5,20
889,5227-JSCFE,1,Male,74,No,Yes,Yes,No,0,YSEIHE5422,United States,California,Scotts Valley,95066,"37.070177, -122.010077",37.070177,-122.010077,DATCQOALD9816,Q3,Yes,9,71,Offer A,No,0.0,No,Yes,DSL,19,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,46.35,3353.4,18.64,0,0.0,3334.76,GGZKUQ4529,4,Stayed,No,0,28,5421,,,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,2,0,1,2,0,5,20
890,1608-GMEWB,1,Male,76,No,Yes,No,No,0,TOJOXE9261,United States,California,Stockton,95215,"37.946282, -121.139499",37.946282,-121.139499,BBLMMYILK1385,Q3,No,0,45,Offer B,Yes,15.65,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,93.9,4200.25,0.0,0,704.25,4904.5,IZRKXC5839,4,Stayed,No,0,58,3960,,,1,0,1,0,0,0,2,1,1,1,2,0,0,0,0,1,1,0,1,2,1,0,2,0,5,20
891,2665-NPTGL,1,Female,79,No,Yes,Yes,No,0,JDZUIO8286,United States,California,Sheep Ranch,95251,"38.244806, -120.417301",38.244806,-120.417301,BTCZVUHNB7221,Q3,Yes,8,26,Offer C,Yes,18.66,Yes,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,98.1,2510.7,44.17,0,485.16,2951.69,SHUFYG4553,4,Stayed,No,0,38,3114,,,0,0,1,1,0,1,3,1,1,1,2,0,0,1,0,1,1,0,1,2,1,0,2,0,5,20
892,0442-ZXKVS,1,Female,79,No,Yes,Yes,No,0,GBEKPK6934,United States,California,Denair,95316,"37.524721, -120.757977",37.524721,-120.757977,DNSIYOTMV2958,Q3,Yes,2,54,Offer B,Yes,43.71,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,115.6,6431.05,0.0,0,2360.34,8791.39,NMSLVX8666,3,Stayed,No,0,45,4337,,,0,0,1,1,0,1,2,1,1,1,2,1,1,1,1,1,1,0,1,1,1,0,2,0,5,20
893,0575-CUQOV,1,Male,76,No,Yes,Yes,No,0,YUGDSP6143,United States,California,Hilmar,95324,"37.394536, -120.890747",37.394536,-120.890747,EQBZZCOGA6431,Q3,Yes,10,60,Offer B,Yes,17.05,No,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,97.95,5867.0,0.0,0,1023.0,6890.0,HLDIXV4173,4,Stayed,No,0,29,6150,,,1,0,1,1,0,1,2,1,0,1,2,0,1,1,0,1,1,0,1,1,1,0,2,0,5,20
894,5329-KRDTM,1,Male,73,No,Yes,Yes,No,0,HDKJPV2414,United States,California,Long Barn,95335,"38.109125, -120.078597",38.109125,-120.078597,IUVDKDRNZ2293,Q3,Yes,4,72,Offer A,Yes,33.68,Yes,Yes,DSL,10,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,77.35,5396.25,0.0,0,2424.96,7821.21,IPZWDV5827,4,Stayed,No,0,29,6202,,,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,2,0,1,2,0,5,20
895,0707-HOVVN,1,Female,79,No,Yes,No,No,0,TMVPUK1844,United States,California,Mi Wuk Village,95346,"38.121601, -120.133915",38.121601,-120.133915,OJQFXZVIO5694,Q3,No,0,70,Offer A,Yes,47.27,Yes,Yes,Cable,3,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.5,5212.65,0.0,0,3308.9,8521.55,XIQRWQ7876,4,Stayed,No,0,62,6024,,,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,2,1,0,2,0,5,20
896,9518-XXBXE,1,Male,80,No,Yes,Yes,No,0,TIKYWE6599,United States,California,Patterson,95363,"37.410236, -121.320337",37.410236,-121.320337,ADHLFPJHZ1529,Q3,Yes,7,10,None,Yes,25.13,No,Yes,Fiber Optic,30,Yes,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,75.3,720.45,0.0,0,251.3,971.75,MDLXXS8237,4,Stayed,No,0,41,4254,,,1,0,1,1,0,1,0,1,0,1,2,1,0,0,0,0,0,0,1,2,0,0,2,0,5,20
897,0423-UDIJQ,1,Male,74,No,Yes,No,No,0,DYWMJU9514,United States,California,Snelling,95369,"37.521708, -120.426843",37.521708,-120.426843,RVWJEJZLD6381,Q3,No,0,9,None,Yes,7.11,No,Yes,DSL,12,No,No,No,Yes,No,No,No,Yes,Two Year,No,Mailed Check,49.2,447.9,0.0,0,63.99,511.89,QJERCZ4476,4,Stayed,No,0,22,2145,,,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,2,0,2,2,0,5,20
898,9029-FEGVJ,1,Female,68,No,Yes,Yes,No,0,QRSIIZ3271,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221,OYHPBRBQG7683,Q3,Yes,2,32,Offer C,Yes,2.17,Yes,Yes,Fiber Optic,11,No,No,Yes,No,No,No,No,Yes,Two Year,No,Mailed Check,79.3,2570.0,0.0,0,69.44,2639.44,OEFFME2557,3,Stayed,No,0,27,5242,,,0,0,1,1,0,1,3,1,1,1,2,0,0,1,0,0,0,0,1,2,0,2,2,0,5,20
899,8999-XXGNS,1,Female,70,No,Yes,Yes,No,0,KXTMDW5645,United States,California,Healdsburg,95448,"38.618347, -122.908422",38.618347,-122.908422,JKXMHPUFU9321,Q3,Yes,7,72,Offer A,Yes,18.15,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,105.75,7629.85,0.0,80,1306.8,9016.65,YJURQM3295,5,Stayed,No,0,53,5832,,,0,0,1,1,0,1,1,1,1,1,2,0,1,1,0,1,1,1,0,1,1,1,2,0,5,20
900,0471-ARVMX,1,Female,70,No,Yes,Yes,No,0,ULMPXL3425,United States,California,Kelseyville,95451,"38.93496, -122.792243",38.93496,-122.792243,GAGQKRKOI3998,Q3,Yes,8,62,Offer B,Yes,22.74,Yes,Yes,Fiber Optic,18,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.85,6312.9,0.0,0,1409.88,7722.78,GPEYEZ7267,3,Stayed,No,0,68,5061,,,0,0,1,1,0,1,2,1,1,1,2,1,0,1,0,1,1,1,1,1,1,0,2,0,5,20
901,7524-VRLPL,1,Male,71,No,Yes,No,No,0,PNZQXL6639,United States,California,Manchester,95459,"38.966713, -123.586412",38.966713,-123.586412,XFQRPTNKL2434,Q3,No,0,69,Offer A,Yes,13.36,Yes,Yes,Cable,10,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,74.1,5031.0,0.0,0,921.84,5952.84,PPBPPU4859,3,Stayed,No,0,34,4204,,,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,2,0,1,2,0,5,20
902,4884-TVUQF,1,Female,80,No,Yes,No,No,0,PSKCRH6665,United States,California,Occidental,95465,"38.415003, -122.998726",38.415003,-122.998726,VNADUXBNF2987,Q3,No,0,57,Offer B,Yes,36.89,Yes,Yes,Fiber Optic,17,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,101.3,5779.6,0.0,0,2102.73,7882.33,XLUIJZ2384,4,Stayed,No,0,48,4421,,,0,0,1,0,0,0,2,1,1,1,2,1,0,1,1,0,1,1,1,2,0,1,2,0,5,20
903,8065-BVEPF,1,Male,80,No,Yes,No,No,0,MCHEXM2547,United States,California,Yorkville,95494,"38.888351, -123.239647",38.888351,-123.239647,ZQYURCFIX2285,Q3,No,0,65,Offer B,Yes,18.23,No,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.1,6496.15,0.0,0,1184.95,7681.1,NQUQVR3453,4,Stayed,No,0,52,4574,,,1,0,1,0,0,0,2,1,0,1,2,0,1,1,0,1,1,1,1,2,1,0,2,0,5,20
904,6350-XFYGW,1,Male,80,No,Yes,No,No,0,XPJNGL1121,United States,California,Ferndale,95536,"40.4785, -124.301372",40.4785,-124.301372,IHWEAPZQI1174,Q3,No,0,4,None,Yes,19.0,No,Yes,Fiber Optic,17,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.75,422.4,0.0,0,76.0,498.4,VUUOPT6459,4,Stayed,No,0,44,2757,,,1,0,1,0,0,0,0,1,0,1,2,0,0,1,0,1,1,1,1,2,1,0,2,0,5,20
905,8755-IWJHN,1,Male,73,No,Yes,Yes,No,0,VNKNVE3351,United States,California,Honeydew,95545,"40.342928, -124.063329",40.342928,-124.063329,SRGYLLTOQ8943,Q3,Yes,5,69,None,Yes,49.91,Yes,Yes,Fiber Optic,13,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.35,6382.0,0.0,0,3443.79,9825.79,EWSJCJ3498,3,Stayed,No,0,21,6132,,,1,0,1,1,0,1,0,1,1,1,2,0,1,1,0,0,1,1,1,2,1,0,2,0,5,20
906,4480-QQRHC,1,Female,72,No,Yes,No,No,0,FBLKAZ9791,United States,California,Hydesville,95547,"40.557314, -124.081662",40.557314,-124.081662,XHRPFWRJR5296,Q3,No,0,8,None,Yes,2.18,No,Yes,Fiber Optic,13,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.05,600.15,0.0,0,17.44,617.59,JGQCNE3743,3,Stayed,No,0,79,4899,,,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,1,2,1,0,2,0,5,20
907,0929-PECLO,1,Female,74,No,Yes,No,No,0,IWGFBH6175,United States,California,Klamath,95548,"41.572813, -124.035011",41.572813,-124.035011,NRPBUNZBZ6293,Q3,No,0,63,Offer B,Yes,41.8,Yes,Yes,Fiber Optic,16,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.6,5538.8,0.0,0,2633.4,8172.2,SVANLM3732,4,Stayed,No,0,38,4438,,,0,0,1,0,0,0,2,1,1,1,2,0,0,1,0,0,1,1,1,2,1,0,2,0,5,20
908,9470-YFUYI,1,Male,69,No,Yes,Yes,No,0,VJRSHV7551,United States,California,Redway,95560,"40.142256, -123.852927",40.142256,-123.852927,FTKKDMVBW9761,Q3,Yes,10,71,None,Yes,11.35,No,Yes,DSL,24,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,71.0,5012.1,0.0,0,805.85,5817.95,TXSDLP3567,3,Stayed,No,0,55,5247,,,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,2,0,5,20
909,7402-EYFXX,1,Male,65,No,Yes,No,No,0,JFPSUS4634,United States,California,Salyer,95563,"40.89866, -123.539754",40.89866,-123.539754,SALAUKNCG9592,Q3,No,0,26,Offer C,Yes,25.04,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.6,2404.1,0.0,0,651.04,3055.14,FNVYQP8296,5,Stayed,No,0,54,4030,,,1,0,1,0,0,0,3,1,1,1,2,0,0,0,0,1,1,1,1,2,1,0,2,0,5,20
910,1986-PHGZF,1,Male,73,No,Yes,No,No,0,MFZBSQ3883,United States,California,Greenwood,95635,"38.921333, -120.897718",38.921333,-120.897718,QDFADNYFB6969,Q3,No,0,18,Offer D,Yes,47.34,Yes,Yes,DSL,7,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,58.4,964.9,0.0,0,852.12,1817.02,XFNPVG3552,4,Stayed,No,0,54,2812,,,1,0,1,0,0,0,4,1,1,1,1,1,1,0,0,0,0,0,1,2,1,1,2,0,5,20
911,8024-XNAFQ,1,Female,66,No,Yes,No,No,0,OFWCJO3857,United States,California,Isleton,95641,"38.154823, -121.601358",38.154823,-121.601358,OHSIUGIBC5371,Q3,No,0,72,None,Yes,31.31,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,107.4,7748.75,0.0,0,2254.32,10003.07,PNYIQR5959,4,Stayed,No,0,56,5294,,,0,0,1,0,0,0,0,1,1,1,2,1,1,1,1,0,1,1,1,2,1,0,2,0,5,20
912,2988-GBIVW,1,Female,68,No,Yes,Yes,No,0,GXIYLB3857,United States,California,Knights Landing,95645,"38.875508, -121.765866",38.875508,-121.765866,VWZJURTQJ8133,Q3,Yes,10,70,None,Yes,38.5,Yes,Yes,Fiber Optic,25,Yes,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.85,6470.1,0.0,0,2695.0,9165.1,PPWYCT9976,4,Stayed,No,0,64,5129,,,0,0,1,1,0,1,0,1,1,1,2,1,0,0,0,0,1,1,1,2,1,0,2,0,5,20
913,5956-YHHRX,1,Male,75,No,Yes,No,No,0,OHLTSY7379,United States,California,Pilot Hill,95664,"38.803731, -121.043799",38.803731,-121.043799,CJDVGUAFT4823,Q3,No,0,21,Offer D,Yes,24.91,Yes,Yes,Fiber Optic,17,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,104.35,2271.85,0.0,130,523.11,2924.96,ZIAGJK7968,5,Stayed,No,0,22,4934,,,1,0,1,0,0,0,4,1,1,1,2,0,1,1,0,1,1,1,0,2,1,0,2,0,5,20
914,6008-NAIXK,1,Male,72,No,Yes,No,No,0,BXOMHX8246,United States,California,Pine Grove,95665,"38.400264, -120.641274",38.400264,-120.641274,CNSTDJYDX3382,Q3,No,0,54,None,No,0.0,No,Yes,DSL,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,55.45,2966.95,0.0,0,0.0,2966.95,TWNFQU2286,3,Stayed,No,0,58,4521,,,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,2,0,5,20
915,4007-NHVHI,1,Female,69,No,Yes,No,No,0,QRHRBH6743,United States,California,Rio Linda,95673,"38.688764, -121.457596",38.688764,-121.457596,KGZCNUHDV2172,Q3,No,0,56,None,Yes,46.67,Yes,Yes,Fiber Optic,18,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,96.85,5219.65,0.0,0,2613.52,7833.17,PYZMHW5676,3,Stayed,No,0,57,5679,,,0,0,1,0,0,0,0,1,1,1,2,1,1,0,0,0,1,1,1,2,1,0,2,0,5,20
916,8979-CAMGB,1,Male,67,No,Yes,No,No,0,ZFSNOP3689,United States,California,Vacaville,95687,"38.333133, -121.920151",38.333133,-121.920151,PBSHXDBMY7968,Q3,No,0,64,None,Yes,10.07,Yes,Yes,Fiber Optic,26,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,102.1,6688.1,0.0,0,644.48,7332.58,ERITZQ2165,5,Stayed,No,0,47,6100,,,1,0,1,0,0,0,0,1,1,1,2,0,0,1,1,1,1,1,1,1,0,0,2,0,5,20
917,7813-ZGGAW,1,Male,68,No,Yes,No,No,0,PFADIY2757,United States,California,Applegate,95703,"38.983388, -120.988814",38.983388,-120.988814,KLRNBFKPL8148,Q3,No,0,31,Offer C,Yes,15.35,Yes,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.6,2877.95,0.0,0,475.85,3353.8,KXIAWG1456,5,Stayed,No,0,40,3364,,,1,0,1,0,0,0,3,1,1,1,2,0,0,1,1,1,0,0,1,2,1,0,2,0,5,20
918,6583-KQJLK,1,Female,66,No,Yes,Yes,No,0,MNRYQB5761,United States,California,Twin Bridges,95735,"38.805481, -120.13287",38.805481,-120.13287,IANOCCLNT9262,Q3,Yes,5,15,Offer D,Yes,37.84,No,Yes,Fiber Optic,19,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.65,1285.05,0.0,0,567.6,1852.65,JAEOHS4491,3,Stayed,No,0,70,5868,,,0,0,1,1,0,1,4,1,0,1,2,0,1,0,0,1,1,1,1,2,1,0,2,0,5,20
919,6139-ZZRBQ,1,Male,79,No,Yes,No,No,0,RERUAR9466,United States,California,Granite Bay,95746,"38.749466, -121.184196",38.749466,-121.184196,JJPRGQGNV3952,Q3,No,0,64,None,Yes,4.99,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,1198.05,0.0,0,319.36,1517.41,ZCWZMV3222,4,Stayed,No,0,44,4309,,,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,1,0,2,0,5,20
920,7594-LZNWR,1,Male,67,No,Yes,No,No,0,VNQMRI5517,United States,California,Sacramento,95826,"38.542532, -121.378826",38.542532,-121.378826,QVKNQDDYN1298,Q3,No,0,34,Offer C,Yes,13.56,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,69.15,2275.1,0.0,0,461.04,2736.14,QHQKIM2444,3,Stayed,No,0,63,4478,,,1,0,1,0,0,0,3,1,0,1,2,0,0,0,0,0,0,0,1,2,0,1,2,0,5,20
921,3996-ZNWYK,1,Male,77,No,Yes,Yes,Yes,1,TUCUXF8683,United States,California,Sacramento,95832,"38.445939, -121.496855",38.445939,-121.496855,DRVTDXKBT2491,Q3,Yes,5,71,None,Yes,32.12,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8,1388.45,0.0,0,2280.52,3668.97,MQIPMM3896,4,Stayed,No,0,69,5819,,,1,0,1,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,1,2,0,5,20
922,8760-ZRHKE,1,Female,80,No,Yes,Yes,Yes,1,XJNOWO5254,United States,California,Berry Creek,95916,"39.657228, -121.37778",39.657228,-121.37778,EXIDDBYSP5479,Q3,Yes,7,71,None,Yes,48.59,Yes,Yes,DSL,15,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.2,4982.5,0.0,0,3449.89,8432.39,KCWFMX1441,4,Stayed,No,0,65,5546,,,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,2,0,5,20
923,5216-WASFJ,1,Female,68,No,Yes,Yes,No,0,FRISBH4839,United States,California,Challenge,95925,"39.461768, -121.195825",39.461768,-121.195825,VMAWINKEN4859,Q3,Yes,4,31,Offer C,Yes,5.3,Yes,Yes,Fiber Optic,3,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.85,2633.4,0.0,0,164.3,2797.7,GCPHIS2535,3,Stayed,No,0,30,5603,,,0,0,1,1,0,1,3,1,1,1,2,0,0,0,0,0,1,1,1,2,1,0,2,0,5,20
924,4948-WBBKL,1,Female,80,No,Yes,No,No,0,THLCOT5345,United States,California,Dunnigan,95937,"38.931425, -121.946081",38.931425,-121.946081,IIULZLOXE5932,Q3,No,0,36,Offer C,Yes,41.57,Yes,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.9,2659.45,0.0,0,1496.52,4155.97,HBGCZF1416,3,Stayed,No,0,23,5041,,,0,0,1,0,0,0,3,1,1,1,2,0,0,0,0,0,0,0,1,2,1,0,2,0,5,20
925,8348-JLBUG,1,Male,77,No,Yes,Yes,No,0,TBSQKS9982,United States,California,North San Juan,95960,"39.423046, -120.984472",39.423046,-120.984472,QBYQFBXCO9558,Q3,Yes,5,64,None,Yes,14.87,No,Yes,Fiber Optic,16,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,80.3,5017.7,0.0,0,951.68,5969.38,GITGJM4575,3,Stayed,No,0,34,4270,,,1,0,1,1,0,1,0,1,0,1,2,1,0,1,0,0,0,0,1,1,0,1,2,0,5,20
926,3339-EAQNV,1,Male,75,No,Yes,Yes,No,0,GMRPZY8636,United States,California,Palermo,95968,"39.435756, -121.552071",39.435756,-121.552071,LWOQFNWBG5776,Q3,Yes,7,72,None,Yes,11.23,Yes,Yes,Fiber Optic,20,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,97.25,7133.1,0.0,0,808.56,7941.66,MDKQFN2587,5,Stayed,No,0,69,6156,,,1,0,1,1,0,1,0,1,1,1,2,0,1,0,0,1,1,1,1,1,1,1,2,0,5,20
927,5730-RIITO,1,Female,73,No,Yes,No,No,0,YACXEY5625,United States,California,Willows,95988,"39.493991, -122.286363",39.493991,-122.286363,UUYNIRWKE5433,Q3,No,0,43,None,No,0.0,No,Yes,DSL,18,Yes,Yes,No,No,No,No,No,No,Two Year,Yes,Credit Card,33.45,1500.25,0.0,40,0.0,1540.25,PPPUYY3969,3,Stayed,No,0,79,4757,,,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,1,2,0,5,20
928,7515-LODFU,1,Male,67,No,Yes,No,No,0,BNAJWI3628,United States,California,Burney,96013,"40.946785, -121.719489",40.946785,-121.719489,RWHIHYEXH4376,Q3,No,0,69,None,Yes,20.62,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.3,1356.3,0.0,0,1422.78,2779.08,VGQWJV5391,3,Stayed,No,0,21,4042,,,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,1,2,0,5,20
929,8041-TMEID,1,Male,73,No,Yes,Yes,No,0,FLTSAO2783,United States,California,Corning,96021,"39.913777, -122.289984",39.913777,-122.289984,TTQCJCKFK4557,Q3,Yes,1,63,None,Yes,37.12,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108.5,6991.9,0.0,0,2338.56,9330.46,ZPUORB6692,4,Stayed,No,0,49,6453,,,1,0,1,1,0,1,0,1,1,1,2,1,1,1,0,1,1,1,1,2,0,1,2,0,5,20
