Customer ID,Dependents,Under 30,Monthly Charge,Total Revenue,Tenure in Months,Internet Service,Device Protection Plan,Unlimited Data,Streaming Movies,Contract Date,Contract Period,Churn Label,Churn Score
7979-CORPM,0,0,90.55,3144.87,24,1,0,1,0,2021-10-27,703,1,67
1618-CFHME,0,0,75.9,197.09,2,1,0,1,0,2023-08-02,59,1,86
3165-HDOEW,0,0,45.85,60.75,1,1,0,1,0,2023-08-21,40,1,73
6581-NQCBA,0,0,49.95,810.2,16,1,0,1,1,2022-06-03,484,1,78
1689-MRZQR,0,0,78.3,3021.6,34,1,0,1,0,2020-12-10,1024,1,77
5835-BEQEU,0,0,76.95,353.54,3,1,0,0,0,2023-07-26,66,1,92
5552-ZNFSJ,0,0,45.3,79.67,1,1,0,1,0,2023-08-12,49,1,66
2223-KAGMX,0,0,19.4,786.4,15,0,0,0,0,2022-07-26,431,1,87
7321-PKUYW,0,0,90.15,1233.91,11,1,0,1,0,2022-11-09,325,1,66
2833-SLKDQ,0,1,45.05,93.08,1,1,0,1,0,2023-08-24,37,1,91
7595-EUIVN,0,0,75.8,90.28,1,1,0,1,0,2023-08-18,43,1,70
2026-TGDHM,0,0,79.3,667.62,7,1,0,0,1,2023-03-05,209,1,69
4030-VPZBD,0,0,30.9,59.05,2,1,0,1,0,2023-08-05,56,1,91
2408-TZMJL,0,0,110.15,7787.94,59,1,1,1,1,2018-11-13,1782,1,90
7993-PYKOF,0,1,75.0,675.67,8,1,0,1,0,2023-02-17,225,1,80
5027-XWQHA,0,0,44.75,527.91,6,1,0,0,0,2023-04-09,174,1,78
4566-QVRRW,0,0,44.05,756.83,11,1,0,1,0,2022-11-02,332,1,84
0201-OAMXR,0,0,115.55,8842.3,70,1,1,1,1,2017-12-21,2109,1,87
7831-QGOXH,0,1,85.2,1993.1,18,1,0,1,0,2022-04-01,547,1,77
6393-WRYZE,0,0,97.65,4680.77,34,1,0,1,1,2020-12-23,1011,1,87
6599-RCLCJ,0,0,109.55,5482.69,47,1,1,0,1,2019-11-18,1412,1,90
9831-BPFRI,0,0,89.55,4851.93,39,1,1,1,0,2020-07-10,1177,1,65
1725-MIMXW,0,0,19.45,68.41,1,0,0,0,0,2023-08-20,41,1,78
0031-PVLZI,0,0,20.35,126.07,4,0,0,0,0,2023-06-14,108,1,81
4791-QRGMF,0,0,99.5,6595.94,59,1,1,1,1,2018-11-18,1777,1,76
4671-LXRDQ,0,0,45.0,160.95,2,1,0,0,0,2023-08-08,53,1,93
1934-SJVJK,0,0,20.15,60.66,1,0,0,0,0,2023-08-08,53,1,70
3838-OZURD,0,1,105.0,7613.73,66,1,1,1,1,2018-04-28,1981,1,96
9269-CQOOL,0,0,54.7,178.09,3,1,0,1,0,2023-07-01,91,1,66
2845-HSJCY,0,0,87.25,1667.12,14,1,1,1,1,2022-08-07,419,1,78
1184-PJVDB,0,0,79.95,970.2,10,1,0,1,0,2022-12-05,299,1,68
9415-DPEWS,0,0,88.35,1867.36,18,1,0,1,0,2022-04-26,522,1,96
7943-RQCHR,0,0,94.75,1010.53,9,1,0,0,1,2023-01-12,261,1,83
3249-ZPQRG,0,1,78.45,498.29,4,1,0,1,0,2023-06-09,113,1,67
2568-BRGYX,0,0,70.2,290.03,4,1,0,1,0,2023-06-19,103,1,92
7721-JXEAW,0,1,41.05,2452.7,59,1,0,1,1,2018-11-20,1775,1,70
7249-WBIYX,0,0,85.6,1114.85,10,1,0,1,0,2022-12-21,283,1,70
3164-AALRN,0,0,70.0,583.65,5,1,1,0,1,2023-05-02,151,1,77
3334-CTHOL,0,0,49.95,93.44,1,1,0,1,0,2023-08-20,41,1,71
4704-ERYFC,0,1,69.25,2260.42,22,1,0,1,0,2021-12-11,658,1,85
0471-LVHGK,0,0,73.0,3653.51,41,1,1,1,1,2020-05-25,1223,1,86
9518-RWHZL,0,0,100.05,8054.52,64,1,1,1,1,2018-06-09,1939,1,69
6240-EURKS,0,1,35.0,623.0,18,1,0,0,1,2022-04-16,532,1,76
6960-HVYXR,0,1,76.0,111.01,1,1,0,1,0,2023-08-26,35,1,72
7861-UVUFT,0,0,84.3,1732.9,15,1,1,1,0,2022-07-03,454,1,86
0680-DFNNY,0,0,101.1,2114.55,15,1,1,1,1,2022-07-02,455,1,90
7767-UXAGJ,0,0,50.45,78.7,1,1,0,1,0,2023-08-25,36,1,68
1571-SAVHK,0,1,99.95,1590.67,12,1,0,0,1,2022-10-20,345,1,80
9546-CQJSU,0,0,91.4,272.84,2,1,1,1,0,2023-08-18,43,1,80
2951-QOQTK,0,1,80.8,501.77,4,1,0,1,0,2023-06-21,101,1,72
3473-XIIIT,0,0,100.0,2140.03,16,1,0,1,1,2022-06-09,478,1,68
7893-IXHRQ,0,0,20.55,36.46,1,0,0,0,0,2023-08-25,36,1,87
2952-QAYZF,0,0,85.3,606.75,5,1,1,1,0,2023-05-03,150,1,81
4763-PGDPO,0,1,70.4,515.48,4,1,0,0,0,2023-06-19,103,1,88
5394-SVGJV,0,1,98.8,4612.19,37,1,0,1,1,2020-09-28,1097,1,82
9283-LZQOH,0,0,74.4,934.71,13,1,0,1,0,2022-09-08,387,1,89
7079-QRCBC,0,0,98.75,3311.86,24,1,1,1,1,2021-10-02,728,1,85
5469-CTCWN,0,0,106.0,9411.65,61,1,0,1,1,2018-09-13,1843,1,92
9851-QXEEQ,0,1,104.7,6303.74,41,1,1,1,1,2020-05-09,1239,1,84
5208-HFSBT,0,0,55.05,187.85,2,1,0,1,0,2023-08-13,48,1,81
2667-WYLWJ,0,0,19.75,514.04,8,0,0,0,0,2023-02-07,235,1,89
1092-GANHU,0,0,76.65,1833.92,17,1,1,1,0,2022-05-17,501,1,87
7881-EVUAD,0,0,42.6,72.4,2,1,0,1,1,2023-08-15,46,1,79
5766-XQXMQ,0,0,68.85,2000.08,29,1,1,1,1,2021-05-19,864,1,79
3703-VAVCL,0,0,90.0,283.89,2,1,1,1,1,2023-08-27,34,1,91
8519-QJGJD,0,0,75.35,1288.31,14,1,1,1,0,2022-08-04,422,1,71
6326-MTTXK,0,0,100.85,845.71,8,1,0,1,1,2023-02-17,225,1,90
0330-IVZHA,0,0,69.95,415.55,5,1,0,1,0,2023-05-06,147,1,81
2886-KEFUM,0,0,107.5,7055.34,63,1,1,0,1,2018-07-07,1911,1,96
4237-RLAQD,0,0,45.85,90.6,1,1,0,1,0,2023-08-25,36,1,94
9651-GTSAQ,0,0,106.1,7364.52,53,1,1,1,1,2019-05-13,1601,1,94
3186-BAXNB,0,1,91.7,108.93,1,1,0,1,0,2023-08-07,54,1,71
0637-YLETY,0,0,95.6,1859.49,16,1,1,1,1,2022-06-26,461,1,96
1157-BQCUW,0,0,74.95,105.02,1,1,0,1,0,2023-08-08,53,1,82
2003-CKLOR,0,0,99.5,8414.62,66,1,1,1,1,2018-04-14,1995,1,73
9254-RBFON,0,0,98.6,1796.75,17,1,1,1,1,2022-05-18,500,1,91
1205-WNWPJ,0,0,59.5,431.63,7,1,0,1,0,2023-03-19,195,1,91
8387-MOJJT,0,0,77.95,4812.84,42,1,0,1,0,2020-04-15,1263,1,82
6032-KRXXO,0,0,90.25,3657.15,30,1,0,1,1,2021-04-12,901,1,84
7459-RRWQZ,0,0,64.65,1708.1,15,1,0,1,1,2022-07-20,437,1,89
3092-IGHWF,0,0,87.4,7821.6,67,1,1,1,0,2018-03-04,2036,1,65
6352-TWCAU,0,0,86.45,3696.55,35,1,0,1,0,2020-11-19,1045,1,68
2929-QNSRW,0,1,98.25,6731.31,56,1,0,0,1,2019-02-22,1681,1,90
1262-OPMFY,0,0,75.75,941.65,9,1,1,1,0,2023-01-27,246,1,92
1899-VXWXM,0,0,106.1,6269.84,48,1,1,1,1,2019-10-24,1437,1,89
3331-HQDTW,0,1,109.8,3858.91,34,1,1,1,1,2020-12-26,1008,1,89
5442-XSDCW,0,0,79.5,1065.13,11,1,0,0,0,2022-11-06,328,1,91
3049-NDXFL,0,0,85.8,120.27,1,1,0,1,1,2023-08-25,36,1,89
7963-GQRMY,0,1,44.3,267.88,3,1,0,1,0,2023-07-16,76,1,88
1228-FZFRV,0,0,105.95,6385.8,50,1,1,1,1,2019-08-12,1510,1,79
2058-DCJBE,0,0,69.75,480.3,5,1,0,1,0,2023-05-14,139,1,91
5364-XYIRR,0,0,94.65,5887.83,51,1,0,1,1,2019-07-25,1528,1,91
4829-AUOAX,0,0,96.05,4763.78,46,1,0,0,1,2019-12-12,1388,1,77
9158-VCTQB,0,0,113.6,4800.36,41,1,1,1,1,2020-05-21,1227,1,96
6311-UEUME,0,0,78.9,3669.72,29,1,0,1,0,2021-05-16,867,1,90
6839-ITVZJ,0,0,60.05,2196.73,26,1,0,1,0,2021-08-13,778,1,71
0375-HVGXO,0,0,34.7,34.7,1,1,0,1,0,2023-08-20,41,1,81
8593-WHYHV,0,0,85.3,307.64,3,1,0,1,1,2023-07-04,88,1,67
6097-EQISJ,0,0,102.45,9963.97,66,1,1,0,1,2018-04-21,1988,1,82
4423-YLHDV,0,1,104.4,3009.17,21,1,1,1,1,2022-01-15,623,1,67
0107-YHINA,0,0,99.75,140.46,1,1,1,1,1,2023-08-18,43,1,93
8640-SDGKB,0,0,74.4,415.26,4,1,1,1,1,2023-06-21,101,1,69
4116-TZAQJ,0,1,74.25,764.39,9,1,0,1,0,2023-01-27,246,1,76
3877-JRJIP,0,0,59.85,81.9,1,1,0,1,0,2023-08-13,48,1,71
7511-YMXVQ,0,0,45.4,438.8,9,1,0,0,1,2023-01-24,249,1,81
7551-JOHTI,0,0,19.5,51.95,1,0,0,0,0,2023-08-21,40,1,77
9804-ICWBG,0,0,69.9,115.4,1,1,0,1,0,2023-08-05,56,1,88
5318-IXUZF,0,0,87.15,196.15,2,1,0,1,0,2023-08-10,51,1,72
3198-VELRD,0,0,84.75,379.12,3,1,0,1,1,2023-07-01,91,1,91
9436-ZBZCT,0,0,89.95,1579.5,14,1,0,1,0,2022-08-25,401,1,90
7198-GLXTC,0,0,79.0,240.97,2,1,0,1,0,2023-08-16,45,1,92
0516-VRYBW,0,0,20.15,551.95,18,0,0,0,0,2022-04-18,530,1,85
8380-PEFPE,0,0,71.65,89.19,1,1,0,1,0,2023-08-07,54,1,93
5687-DKDTV,0,0,20.35,228.14,4,0,0,0,0,2023-06-26,96,1,76
7530-HDYDS,0,1,84.25,3935.58,38,1,1,1,0,2020-08-26,1130,1,70
3096-IZETN,0,0,78.1,1457.9,12,1,0,1,1,2022-10-26,339,1,89
5922-ABDVO,0,1,89.65,2253.54,19,1,1,0,1,2022-03-13,566,1,74
9172-ANCRX,0,0,98.7,1346.85,10,1,0,1,1,2022-12-10,294,1,68
6910-HADCM,0,0,76.35,83.61,1,1,1,1,0,2023-08-13,48,1,67
4816-LXZYW,0,0,79.15,2446.07,23,1,0,1,0,2021-11-12,687,1,68
4911-BANWH,0,0,86.55,3732.18,31,1,0,1,0,2021-03-16,928,1,74
8496-EJAUI,0,0,73.85,1588.51,19,1,0,0,0,2022-03-06,573,1,89
6365-MTGZX,0,0,96.0,2716.69,24,1,0,1,1,2021-10-08,722,1,71
1349-WXNGG,0,0,20.05,32.05,1,0,0,0,0,2023-08-11,50,1,66
6990-YNRIO,0,0,108.65,9660.15,65,1,1,1,1,2018-05-18,1961,1,79
0621-TWIEM,0,1,45.55,747.0,10,1,0,1,0,2022-12-14,290,1,67
2485-ITVKB,0,0,35.1,78.75,2,1,0,0,1,2023-08-24,37,1,78
3669-OYSJI,0,0,46.2,94.78,1,1,0,1,0,2023-08-01,60,1,76
1612-EOHDH,0,1,45.15,76.07,1,1,0,1,0,2023-08-17,44,1,89
7517-SAWMO,0,0,73.2,1930.35,19,1,0,1,0,2022-03-19,560,1,90
4143-HHPMK,0,0,85.35,6931.36,52,1,0,0,1,2019-06-09,1574,1,91
7054-LGEQW,0,1,45.95,51.07,1,1,0,1,0,2023-08-13,48,1,69
0923-PNFUB,0,0,83.75,386.33,3,1,0,1,0,2023-07-16,76,1,65
3494-JCHRQ,0,0,70.05,97.94,1,1,0,1,0,2023-08-08,53,1,69
6474-FVJLC,0,0,86.0,252.39,2,1,0,1,1,2023-08-17,44,1,77
4547-LYTDD,0,0,72.65,1946.14,16,1,0,1,0,2022-06-01,486,1,73
6770-XUAGN,0,0,21.0,37.66,1,0,0,0,0,2023-08-24,37,1,90
3143-ILDAL,0,1,94.45,6547.56,56,1,0,1,1,2019-02-18,1685,1,96
4720-VSTSI,0,0,84.8,5630.03,44,1,1,1,0,2020-02-05,1333,1,66
3946-MHCZW,0,0,50.9,57.85,1,1,1,1,0,2023-08-12,49,1,83
6651-AZVTJ,0,1,99.8,7302.51,49,1,1,0,1,2019-09-17,1474,1,83
4566-GOLUK,0,0,107.35,6892.73,47,1,1,1,1,2019-11-16,1414,1,91
2484-DGXPZ,0,0,19.55,1591.12,31,0,0,0,0,2021-03-15,929,1,67
4587-NUKOX,0,0,79.1,343.79,3,1,0,1,0,2023-07-07,85,1,74
0420-BWTPW,0,0,25.5,215.2,8,1,0,1,0,2023-02-08,234,1,78
8183-ONMXC,0,0,80.75,169.67,2,1,0,1,1,2023-08-06,55,1,87
9614-RMGHA,0,1,91.85,8329.6,65,1,0,1,0,2018-05-24,1955,1,82
5054-IEXZT,0,0,75.35,118.17,1,1,0,0,0,2023-08-02,59,1,90
5834-ASPWA,0,0,75.45,87.03,1,1,0,1,0,2023-08-18,43,1,74
3948-XHGNA,0,0,49.55,1555.76,24,1,0,1,0,2021-10-17,713,1,80
0565-IYCGT,0,0,78.6,7383.67,69,1,1,1,1,2018-01-08,2091,1,93
5445-UTODQ,0,0,81.1,657.71,7,1,0,1,0,2023-03-25,189,1,87
1024-VRZHF,0,0,74.95,1063.08,11,1,0,1,0,2022-11-26,308,1,70
0348-SDKOL,0,0,102.1,6188.98,58,1,1,0,1,2018-12-10,1755,1,96
4373-MAVJG,0,0,90.9,1449.96,14,1,0,1,1,2022-08-22,404,1,70
8901-HJXTF,0,0,29.2,309.1,12,1,0,1,0,2022-10-19,346,1,94
5419-KLXBN,0,0,89.15,2873.75,25,1,1,1,0,2021-09-13,747,1,90
9828-AOQLM,0,0,45.7,58.5,1,1,0,1,0,2023-08-19,42,1,91
7615-ESMYF,0,1,44.6,97.1,2,1,0,1,1,2023-08-16,45,1,70
3858-VOBET,0,0,74.95,2372.85,23,1,0,1,0,2021-11-08,691,1,89
1447-PJGGA,0,0,95.25,6465.0,57,1,1,1,1,2019-01-28,1706,1,93
8565-CLBZW,0,1,89.85,2836.33,24,1,1,1,0,2021-10-19,711,1,95
9139-WQQDY,0,0,100.45,6233.93,49,1,0,1,1,2019-09-11,1480,1,90
0224-HJAPT,0,1,47.15,333.2,5,1,0,1,0,2023-05-01,152,1,82
8086-OVPWV,0,0,80.2,244.04,2,1,0,0,1,2023-08-08,53,1,91
9430-FRQOC,0,0,87.1,471.29,4,1,1,1,0,2023-06-05,117,1,80
3074-GQWYX,0,0,75.9,592.15,5,1,0,1,0,2023-05-20,133,1,87
6845-RGTYS,0,1,98.75,4668.59,47,1,1,1,0,2019-11-20,1410,1,80
8861-HGGKB,0,0,86.45,1007.35,10,1,0,1,1,2022-12-27,277,1,80
7065-YUNRY,0,1,45.3,85.24,1,1,0,1,0,2023-08-02,59,1,69
7694-VLBWQ,0,0,104.1,7588.91,67,1,1,1,1,2018-03-20,2020,1,74
6481-OGDOO,0,0,90.6,8116.4,67,1,0,1,1,2018-03-09,2031,1,73
3753-TSEMP,0,1,88.15,1574.65,15,1,0,1,1,2022-07-05,452,1,79
8305-VHZBZ,0,0,20.2,33.47,1,0,0,0,0,2023-08-08,53,1,92
9172-JITSM,0,0,90.8,2761.42,26,1,0,1,1,2021-08-12,779,1,75
6298-QDFNH,0,0,79.35,2152.53,22,1,0,1,0,2021-12-08,661,1,68
6173-ITPWD,0,1,83.35,5029.38,47,1,1,0,0,2019-11-25,1405,1,91
9734-UYXQI,0,1,49.4,156.21,2,1,0,1,0,2023-08-13,48,1,90
2189-UXTKY,0,1,79.2,2031.17,22,1,0,1,1,2021-12-13,656,1,91
4958-GZWIY,0,0,48.7,376.16,7,1,1,1,0,2023-03-23,191,1,91
6356-ELRKD,0,1,95.6,102.27,1,1,0,1,1,2023-08-26,35,1,79
8624-GIOUT,0,0,59.75,4691.93,49,1,0,1,0,2019-09-22,1469,1,78
3177-LASXD,0,0,71.35,111.75,1,1,0,0,0,2023-08-21,40,1,77
4897-QSUYC,0,0,20.15,41.74,1,0,0,0,0,2023-08-28,33,1,86
1084-UQCHV,0,0,69.75,97.72,1,1,0,1,0,2023-08-28,33,1,66
2955-BJZHG,0,0,80.85,1683.22,17,1,0,1,0,2022-05-23,495,1,77
3806-DXQOM,0,0,33.65,137.85,4,1,0,1,0,2023-06-10,112,1,95
9300-RENDD,0,0,79.95,83.08,1,1,0,1,0,2023-08-10,51,1,91
0761-AETCS,0,0,19.3,44.92,1,0,0,0,0,2023-08-15,46,1,92
2153-MREFK,0,0,99.2,4870.52,37,1,1,1,1,2020-09-27,1098,1,79
3106-ULWFW,0,0,85.2,838.68,8,1,0,1,1,2023-02-22,220,1,95
0925-VYDLG,0,0,75.25,295.61,3,1,0,1,0,2023-07-06,86,1,83
4349-GFQHK,0,0,54.35,79.74,1,1,1,1,0,2023-08-07,54,1,87
7802-EFKNY,0,0,24.95,100.4,5,1,0,1,0,2023-05-07,146,1,79
8035-BUYVG,0,0,42.35,1716.45,40,1,1,1,0,2020-06-12,1205,1,67
9787-XVQIU,0,0,75.3,114.74,1,1,0,0,0,2023-08-18,43,1,91
8945-MUQUF,0,1,94.8,7120.87,51,1,0,1,0,2019-07-13,1540,1,94
3023-GFLBR,0,0,86.15,3218.92,33,1,0,1,1,2021-01-12,991,1,66
0524-IAVZO,0,1,85.0,2768.85,30,1,0,1,1,2021-04-09,904,1,90
2737-YNGYW,0,1,80.55,251.88,2,1,0,1,1,2023-08-22,39,1,69
5159-YFPKQ,0,0,75.8,209.37,2,1,1,1,0,2023-08-23,38,1,91
7927-AUXBZ,0,0,85.15,2836.1,30,1,0,1,0,2021-04-27,886,1,76
7619-ODSGN,1,0,54.75,1752.63,24,1,0,1,0,2021-10-02,728,1,90
2514-GINMM,0,0,79.5,128.47,1,1,0,0,0,2023-08-28,33,1,92
2659-VXMWZ,0,0,111.3,9441.18,67,1,1,1,1,2018-03-03,2037,1,85
4285-GYRQC,0,0,86.25,899.72,7,1,1,1,0,2023-03-23,191,1,89
8337-MSSXB,0,0,86.3,1601.15,14,1,0,0,1,2022-08-28,398,1,74
8182-BJDSI,0,0,89.95,3473.39,28,1,0,1,1,2021-06-26,826,1,90
2482-CZGBB,0,0,70.0,1012.8,10,1,0,1,0,2022-12-06,298,1,67
0866-QLSIR,0,0,64.4,3258.69,34,1,0,1,0,2020-12-04,1030,1,75
7181-BQYBV,0,0,102.45,128.33,1,1,1,1,1,2023-08-18,43,1,85
6204-IEUXJ,0,0,80.1,339.56,3,1,1,1,0,2023-07-03,89,1,65
4529-CKBCL,0,0,80.2,255.63,2,1,0,0,0,2023-08-12,49,1,85
2506-CLAKW,0,1,98.15,689.01,6,1,1,1,1,2023-04-26,157,1,80
1583-IHQZE,0,0,112.95,1582.15,12,1,1,1,1,2022-10-11,354,1,90
0151-ONTOV,0,0,70.9,110.71,1,1,0,1,0,2023-08-23,38,1,78
0320-JDNQG,0,1,99.85,3204.15,23,1,0,1,1,2021-11-25,674,1,83
7180-PISOG,0,0,74.5,110.94,1,1,0,1,0,2023-08-03,58,1,75
3571-RFHAR,0,0,109.15,7689.6,65,1,1,0,1,2018-05-02,1977,1,91
9578-VRMNM,0,0,65.2,1802.55,16,1,1,1,1,2022-06-23,464,1,73
6140-QNRQQ,0,0,71.55,88.82,1,1,0,1,0,2023-08-23,38,1,91
4307-KTUMW,0,1,93.9,6684.92,53,1,1,1,1,2019-05-16,1598,1,68
7470-MCQTK,0,0,48.75,633.4,13,1,1,1,1,2022-09-23,372,1,86
7488-MXJIV,0,0,85.65,504.93,4,1,0,0,0,2023-06-20,102,1,96
2027-FECZV,0,0,106.7,1556.18,12,1,1,1,1,2022-10-25,340,1,92
2672-DZUOY,0,0,25.15,25.15,1,1,0,1,0,2023-08-22,39,1,91
3870-MQAMG,0,1,110.35,6010.87,54,1,1,1,1,2019-04-28,1616,1,90
4800-CZMPC,0,1,103.25,5342.83,48,1,0,1,1,2019-10-04,1457,1,71
7377-DMMRI,0,0,47.8,119.91,2,1,0,1,0,2023-08-09,52,1,89
8949-JTMAY,0,0,98.6,3737.95,29,1,1,1,1,2021-05-13,870,1,72
3211-ILJTT,0,0,70.4,1446.61,17,1,0,1,0,2022-05-27,491,1,67
5103-MHMHY,1,0,45.95,92.12,1,1,0,1,0,2023-08-12,49,1,82
0235-KGSLC,0,0,85.55,118.89,1,1,1,1,0,2023-08-23,38,1,86
2884-GBPFB,0,0,70.3,2861.6,35,1,0,0,0,2020-11-22,1042,1,79
5136-KCKGI,0,1,103.7,4840.13,33,1,1,1,1,2021-01-21,982,1,76
3722-WPXTK,0,1,88.35,102.61,1,1,0,1,1,2023-08-05,56,1,72
2929-ERCFZ,0,1,94.2,1087.94,8,1,1,1,1,2023-02-01,241,1,80
7548-SEPYI,0,0,96.25,673.05,5,1,0,1,1,2023-05-22,131,1,74
8835-VSDSE,0,1,70.7,160.97,2,1,0,1,0,2023-08-24,37,1,86
1623-NLDOT,0,0,33.55,1495.3,42,1,0,0,0,2020-04-20,1258,1,82
5236-PERKL,0,0,112.95,9250.02,57,1,1,1,1,2019-01-10,1724,1,89
7854-FOKSF,0,0,35.9,35.9,1,1,0,1,1,2023-08-16,45,1,93
2519-FAKOD,0,0,99.25,4965.41,38,1,1,1,1,2020-08-18,1138,1,76
7089-IVVAZ,0,1,103.35,1004.74,8,1,0,1,1,2023-02-12,230,1,71
9492-TOKRI,0,0,90.0,1773.05,18,1,0,1,0,2022-04-27,521,1,90
3325-FUYCG,0,0,106.1,3116.76,28,1,0,1,1,2021-06-23,829,1,85
8481-YYXWG,0,0,89.35,512.25,5,1,0,1,1,2023-05-09,144,1,70
2609-IAICY,0,0,77.15,114.85,1,1,0,0,0,2023-08-01,60,1,79
1740-CSDJP,0,0,35.25,35.25,1,1,0,1,1,2023-08-27,34,1,88
2636-OHFMN,0,1,48.55,201.0,4,1,0,1,1,2023-06-26,96,1,90
1323-OOEPC,0,0,98.4,7361.72,53,1,0,1,1,2019-05-02,1612,1,87
9921-ZVRHG,0,0,80.45,1088.66,14,1,1,1,0,2022-08-21,405,1,94
4701-MLJPN,0,0,55.25,1773.08,31,1,1,0,0,2021-03-26,918,1,78
9206-GVPEQ,0,1,54.45,706.85,13,1,0,1,1,2022-09-25,370,1,88
1596-BBVTG,0,0,75.35,3512.45,35,1,0,1,0,2020-11-26,1038,1,79
8433-WXGNA,0,0,75.7,273.52,2,1,0,1,0,2023-08-22,39,1,82
3707-GNWHM,0,1,74.25,96.05,1,1,0,1,0,2023-08-03,58,1,93
5766-ZJYBB,0,0,19.4,22.54,1,0,0,0,0,2023-08-09,52,1,66
8931-GJJIQ,0,0,83.3,1070.6,9,1,0,1,1,2023-01-12,261,1,90
4277-PVRAN,0,0,80.1,970.42,8,1,0,1,0,2023-02-10,232,1,67
0203-HHYIJ,0,0,25.3,815.6,25,0,0,0,0,2021-09-23,737,1,79
0952-KMEEH,0,0,98.15,1313.93,13,1,0,0,1,2022-09-01,394,1,91
8178-EYZUO,0,0,93.7,4880.68,46,1,0,1,1,2019-12-19,1381,1,70
3230-WYKIR,0,0,82.0,1650.45,18,1,1,1,1,2022-04-15,533,1,79
0407-BDJKB,0,0,95.75,7856.1,60,1,1,1,0,2018-10-05,1821,1,88
9600-UDOPK,0,0,94.05,3181.45,30,1,0,1,1,2021-04-25,888,1,68
4074-SJFFA,0,0,54.75,67.76,1,1,0,1,1,2023-08-25,36,1,83
4910-GMJOT,0,0,94.6,95.77,1,1,0,1,1,2023-08-28,33,1,96
4323-SADQS,1,0,34.5,279.25,7,1,0,1,0,2023-03-20,194,1,93
4446-BZKHU,0,0,105.55,9069.15,61,1,1,1,1,2018-09-27,1829,1,86
5202-IVJNU,1,0,30.1,1281.3,39,1,1,0,0,2020-07-27,1160,1,72
5976-JCJRH,0,0,70.3,1055.4,10,1,0,1,0,2022-12-25,279,1,94
0137-OCGAB,0,1,80.2,81.43,1,1,0,1,0,2023-08-26,35,1,90
3351-NQLDI,0,0,94.35,8414.43,67,1,0,1,1,2018-03-01,2039,1,91
7593-JNWRU,1,0,44.6,556.0,6,1,0,1,0,2023-04-26,157,1,90
4588-YBNIB,0,1,19.6,24.96,1,0,0,0,0,2023-08-27,34,1,91
5028-GZLDO,0,1,70.7,212.82,2,1,0,1,0,2023-08-02,59,1,96
6877-TJMBR,0,1,84.8,122.63,1,1,0,1,0,2023-08-01,60,1,80
6769-DCQLI,0,1,105.0,7989.93,52,1,1,1,1,2019-06-08,1575,1,85
2433-KMEAS,0,0,54.45,1287.51,22,1,0,1,0,2021-12-16,653,1,71
2195-ZRVAX,0,0,85.3,6125.87,47,1,1,1,1,2019-11-26,1404,1,90
3550-SAHFP,0,0,83.35,3467.42,33,1,0,0,1,2021-01-26,977,1,66
2011-TRQYE,0,0,33.5,600.0,18,1,1,1,0,2022-04-13,535,1,82
4873-ILOLJ,0,0,90.35,3018.26,24,1,0,1,1,2021-10-23,707,1,67
2725-KXXWT,0,1,90.75,113.81,1,1,0,1,1,2023-08-27,34,1,86
9565-DJPIB,0,0,89.6,512.69,4,1,0,1,0,2023-06-07,115,1,87
8348-HFYIV,0,1,49.25,90.35,2,1,1,1,1,2023-08-02,59,1,90
6849-WLEYG,1,0,19.75,31.66,1,0,0,0,0,2023-08-09,52,1,92
4659-NZRUF,0,0,95.15,2533.78,19,1,0,0,1,2022-03-19,560,1,78
8429-XIBUM,0,0,101.35,2544.36,22,1,0,1,1,2021-12-06,663,1,77
2608-BHKFN,0,0,70.05,317.22,4,1,0,1,0,2023-06-10,112,1,89
7341-LXCAF,0,1,74.65,495.96,4,1,0,1,0,2023-06-13,109,1,87
9462-MJUAW,0,0,50.4,328.36,4,1,0,1,0,2023-06-24,98,1,92
8128-YVJRG,0,0,79.65,886.94,7,1,0,1,0,2023-03-01,213,1,81
1569-TTNYJ,0,0,78.75,427.9,5,1,0,0,0,2023-05-14,139,1,72
4749-VFKVB,0,0,50.1,96.59,1,1,0,1,0,2023-08-16,45,1,90
7598-UAASY,0,1,76.4,192.8,2,1,1,1,0,2023-08-07,54,1,71
7938-OUHIO,0,1,98.7,391.93,3,1,1,1,1,2023-07-12,80,1,72
0431-APWVY,0,0,90.1,3111.63,28,1,0,1,1,2021-06-12,840,1,91
3426-NIYYL,0,0,51.55,832.75,15,1,0,0,0,2022-07-19,438,1,66
3387-VATUS,0,0,94.85,663.55,5,1,0,1,1,2023-05-08,145,1,69
1143-NMNQJ,0,0,85.7,197.94,2,1,0,1,1,2023-08-15,46,1,95
0415-MOSGF,0,0,44.4,70.93,1,1,0,1,0,2023-08-22,39,1,76
2495-INZWQ,0,0,44.55,184.3,4,1,0,0,1,2023-06-22,100,1,66
4139-SUGLD,1,0,35.4,1077.5,31,1,0,1,0,2021-03-21,923,1,77
6857-VWJDT,0,0,95.65,127.98,1,1,0,1,1,2023-08-23,38,1,87
5624-BQSSA,0,1,20.95,61.43,1,0,0,0,0,2023-08-27,34,1,70
5577-OTWWW,0,0,19.75,894.9,15,0,0,0,0,2022-07-24,433,1,69
6100-QQHEB,0,0,92.55,1816.17,17,1,0,1,1,2022-05-27,491,1,91
2691-NZETQ,0,1,85.35,1200.86,9,1,0,1,0,2023-01-15,258,1,89
