Customer ID,Dependents,Under 30,Monthly Charge,Total Revenue,Tenure in Months,Internet Service,Device Protection Plan,Unlimited Data,Streaming Movies,Contract Date,Contract Period,Churn Label,Churn Score,Forecast Period
1309-BXVOQ,0,1,106.1,2708.38,21,1,1,1,1,2022-01-12,626,1,69,626.0
2856-HYAPG,0,0,68.65,81.05,1,1,0,1,0,2023-08-26,35,1,91,35.0
4488-PSYCG,0,1,20.25,664.09,16,0,0,0,0,2022-06-14,473,1,83,473.0
6906-ANDWJ,0,0,74.9,1626.7,15,1,0,1,0,2022-07-12,445,1,90,445.0
1031-IIDEO,0,0,70.85,97.9,1,1,0,1,0,2023-08-21,40,1,72,40.0
5832-XKAES,0,0,69.8,210.14,2,1,0,1,0,2023-08-01,60,1,74,60.0
4701-AHWMW,0,0,54.55,3028.3,55,1,1,0,1,2019-03-23,1652,1,69,1652.0
9210-IAHGH,0,0,70.75,614.25,7,1,0,1,1,2023-03-20,194,1,84,194.0
0023-XUOPT,0,1,94.1,1781.88,13,1,1,1,0,2022-09-05,390,1,75,390.0
4592-IWTJI,1,0,29.7,91.7,3,1,0,1,0,2023-07-24,68,1,84,68.0
6518-LGAOV,0,0,105.0,4751.44,38,1,1,1,1,2020-08-11,1145,1,92,1145.0
7242-QZLXF,1,1,25.3,35.3,1,1,0,0,0,2023-08-16,45,1,91,45.0
4576-CSAJH,0,1,55.15,1930.71,22,1,0,1,0,2021-12-10,659,1,90,659.0
1000-AJSLD,0,1,20.1,24.21,1,0,0,0,0,2023-08-27,34,1,90,34.0
1062-LHZOD,0,0,69.9,74.89,1,1,0,1,0,2023-08-07,54,1,90,54.0
9600-NAXZN,0,0,101.4,6662.52,43,1,0,1,1,2020-03-20,1289,1,90,1289.0
6457-USBER,0,0,80.8,122.57,1,1,0,1,1,2023-08-17,44,1,90,44.0
4662-EKDPQ,0,0,62.05,192.88,2,1,0,1,1,2023-08-20,41,1,90,41.0
9259-PACGQ,0,1,62.65,3679.78,34,1,0,1,0,2020-12-23,1011,1,91,1011.0
4415-IJZTP,0,0,74.5,88.11,1,1,0,1,0,2023-08-26,35,1,69,35.0
1465-VINDH,0,0,102.1,1389.55,10,1,1,1,1,2022-12-07,297,1,78,297.0
2810-FTLEM,0,1,50.15,990.41,16,1,0,1,0,2022-06-22,465,1,69,465.0
1925-TIBLE,0,0,86.5,760.77,7,1,0,0,0,2023-03-03,211,1,74,211.0
1447-GIQMR,0,0,69.15,71.35,1,1,0,1,0,2023-08-06,55,1,87,55.0
0872-NXJYS,0,0,79.55,1132.09,9,1,0,1,1,2023-01-16,257,1,81,257.0
9412-ARGBX,0,0,95.5,6045.77,48,1,1,1,0,2019-10-19,1442,1,90,1442.0
2737-WFVYW,0,1,45.25,95.5,2,1,0,0,1,2023-08-24,37,1,74,37.0
9850-OWRHQ,0,0,74.1,276.87,3,1,0,1,0,2023-07-28,64,1,69,64.0
8676-TRMJS,0,1,75.0,312.57,3,1,0,1,0,2023-07-06,86,1,88,86.0
8182-PNAGI,0,0,50.25,1272.71,12,1,0,0,0,2022-10-18,347,1,67,347.0
2180-DXNEG,0,0,96.0,1368.58,12,1,1,1,1,2022-10-13,352,1,89,352.0
5515-AKOAJ,0,0,100.1,7699.72,54,1,0,1,1,2019-04-18,1626,1,75,1626.0
8976-OQHGT,1,0,56.5,405.94,4,1,0,1,0,2023-06-23,99,1,91,99.0
5294-CDGWY,0,0,59.3,3014.65,51,1,1,1,1,2019-07-12,1541,1,95,1541.0
5295-PCJOO,1,0,49.4,233.48,4,1,0,0,0,2023-06-11,111,1,84,111.0
9863-JZAIC,0,0,55.0,3723.1,35,1,0,1,0,2020-11-13,1051,1,91,1051.0
7660-HDPJV,0,0,69.2,79.28,1,1,0,1,0,2023-08-21,40,1,81,40.0
7931-PXHFC,0,0,62.3,4110.78,38,1,1,1,1,2020-08-19,1137,1,83,1137.0
4919-MOAVT,0,0,69.65,338.24,3,1,0,1,0,2023-07-02,90,1,84,90.0
3090-HAWSU,0,0,111.6,7353.07,61,1,1,1,1,2018-09-22,1834,1,87,1834.0
9820-RMCQV,0,0,48.55,840.11,11,1,0,0,0,2022-11-06,328,1,92,328.0
7839-QRKXN,0,0,20.2,68.45,1,0,0,0,0,2023-08-02,59,1,69,59.0
5204-QZXPU,0,0,39.65,733.35,19,1,1,1,0,2022-03-18,561,1,78,561.0
4597-ELFTS,0,0,24.9,1478.48,56,0,0,0,0,2019-02-20,1683,1,92,1683.0
8450-JOVAH,1,0,56.7,124.89,2,1,0,1,0,2023-08-17,44,1,77,44.0
1113-IUJYX,0,0,105.95,1427.72,14,1,0,1,1,2022-08-25,401,1,84,401.0
7758-XKCBS,0,0,29.7,528.25,15,1,0,0,0,2022-07-01,456,1,82,456.0
8992-JQYUN,0,0,50.35,50.35,1,1,1,1,1,2023-08-01,60,1,65,60.0
0617-AQNWT,0,0,47.85,3147.5,64,1,1,1,1,2018-06-01,1947,1,66,1947.0
2446-PLQVO,0,0,70.3,75.97,1,1,0,1,0,2023-08-11,50,1,78,50.0
8784-CGILN,0,0,99.85,2433.77,18,1,0,1,1,2022-04-20,528,1,91,528.0
9451-LPGOO,0,1,86.8,834.62,7,1,0,1,1,2023-03-03,211,1,66,211.0
2025-JKFWI,0,0,99.0,1615.52,13,1,0,1,1,2022-09-14,381,1,81,381.0
4078-SAYYN,0,0,100.75,1664.79,11,1,1,1,1,2022-11-06,328,1,65,328.0
9940-HPQPG,0,0,91.75,1063.8,9,1,1,1,0,2023-01-04,269,1,91,269.0
6618-RYATB,0,0,79.55,84.65,1,1,1,1,0,2023-08-13,48,1,93,48.0
9079-YEXQJ,0,0,111.1,8588.81,54,1,1,0,1,2019-04-18,1626,1,93,1626.0
2685-SREOM,0,0,89.1,2949.4,25,1,1,1,1,2021-09-24,736,1,96,736.0
0402-CQAJN,0,1,101.9,4434.83,37,1,1,1,1,2020-09-22,1103,1,83,1103.0
6692-UDPJC,1,0,91.65,1428.82,14,1,0,1,0,2022-08-01,425,1,65,425.0
0295-PPHDO,0,0,95.45,101.04,1,1,0,1,1,2023-08-25,36,1,71,36.0
1195-OIYEJ,0,0,91.1,1286.29,13,1,0,0,1,2022-09-03,392,1,78,392.0
5906-CVLHP,0,0,54.15,4211.6,45,1,0,1,0,2020-01-26,1343,1,92,1343.0
4501-EQDRN,0,0,69.7,91.22,1,1,0,1,0,2023-08-25,36,1,91,36.0
2990-HWIML,0,0,89.5,860.82,6,1,0,1,1,2023-04-11,172,1,82,172.0
7384-GHBPI,0,0,35.15,99.75,3,1,0,1,1,2023-07-19,73,1,83,73.0
7603-USHJS,1,1,73.75,1050.92,12,1,0,1,0,2022-10-04,361,1,78,361.0
5876-HZVZM,1,0,55.9,482.41,6,1,0,0,0,2023-04-14,169,1,87,169.0
3085-QUOZK,0,0,43.95,78.43,1,1,0,1,0,2023-08-08,53,1,76,53.0
3926-CUQZX,0,1,45.1,56.16,1,1,0,1,0,2023-08-26,35,1,77,35.0
1041-RXHRA,0,1,70.25,4540.03,41,1,0,1,0,2020-05-21,1227,1,69,1227.0
1750-CSKKM,1,0,55.35,818.93,9,1,0,1,0,2023-01-23,250,1,70,250.0
8267-ZNYVZ,0,0,103.75,3977.83,33,1,1,0,1,2021-01-22,981,1,81,981.0
6457-GIRWB,0,0,69.35,91.38,1,1,0,1,0,2023-08-28,33,1,88,33.0
1450-SKCVI,0,1,73.85,6085.89,56,1,0,1,0,2019-02-19,1684,1,72,1684.0
5570-PTWEH,0,0,75.15,261.81,3,1,0,1,0,2023-07-24,68,1,78,68.0
6502-MJQAE,0,1,69.6,115.81,1,1,0,1,0,2023-08-05,56,1,87,56.0
7693-LCKZL,1,0,80.15,442.7,5,1,0,1,0,2023-05-13,140,1,84,140.0
0032-PGELS,1,0,30.5,30.5,1,1,0,1,0,2023-08-03,58,1,74,58.0
6797-LNAQX,0,0,98.3,8950.8,70,1,0,0,1,2017-12-09,2121,1,91,2121.0
6394-MFYNG,0,1,107.4,5370.42,48,1,1,1,1,2019-10-20,1441,1,89,1441.0
8155-IBNHG,0,0,75.4,2173.37,24,1,0,1,0,2021-10-22,708,1,74,708.0
4745-LSPLO,0,1,20.5,40.35,1,0,0,0,0,2023-08-04,57,1,84,57.0
8083-YTZES,0,0,74.35,456.63,4,1,0,1,0,2023-06-11,111,1,73,111.0
3976-BWUCK,0,0,94.1,3014.75,30,1,0,1,0,2021-04-08,905,1,94,905.0
3585-ISXZP,0,0,95.65,1015.38,8,1,0,1,1,2023-02-06,236,1,95,236.0
4174-LPGTI,0,0,66.5,4041.42,41,1,0,1,1,2020-05-01,1247,1,65,1247.0
2108-XWMPY,0,1,35.45,106.85,3,1,0,1,0,2023-07-09,83,1,70,83.0
6304-IJFSQ,0,0,49.9,269.81,3,1,0,1,0,2023-07-10,82,1,73,82.0
0093-XWZFY,0,0,104.5,5544.45,40,1,1,1,1,2020-06-26,1191,1,93,1191.0
7703-ZEKEF,0,0,81.0,2347.2,23,1,1,1,0,2021-11-20,679,1,78,679.0
5482-NUPNA,0,1,60.4,344.27,4,1,0,1,0,2023-06-03,119,1,90,119.0
1122-JWTJW,1,0,70.65,108.33,1,1,0,1,0,2023-08-27,34,1,82,34.0
1699-HPSBG,0,0,59.8,843.0,12,1,0,1,0,2022-10-01,364,1,69,364.0
8775-CEBBJ,0,0,44.2,780.63,9,1,0,1,0,2023-01-04,269,1,87,269.0
0639-TSIQW,0,1,102.95,9398.75,67,1,1,1,0,2018-03-04,2036,1,70,2036.0
3841-NFECX,0,0,96.35,10105.37,71,1,1,1,0,2017-11-20,2140,0,38,2017.0
4929-XIHVW,0,0,95.5,257.85,2,1,1,0,1,2023-08-25,36,0,69,31.0
3413-BMNZE,0,0,45.25,57.14,1,1,0,1,0,2023-08-19,42,0,40,55.0
8012-SOUDQ,0,0,90.25,4379.69,43,1,0,1,0,2020-03-14,1295,0,52,1024.0
6575-SUVOI,0,0,69.5,2517.65,25,1,0,1,0,2021-09-28,732,0,25,873.0
4667-QONEA,0,0,74.85,7390.35,60,1,1,1,1,2018-10-14,1812,0,59,2107.0
5067-XJQFU,0,0,108.45,8514.49,66,1,1,1,1,2018-04-10,1999,0,74,1844.0
1891-QRQSA,0,0,111.6,8144.12,64,1,1,1,1,2018-06-06,1942,0,69,1955.0
2673-CXQEU,0,0,110.5,8778.78,56,1,1,1,1,2019-02-25,1678,0,21,1950.0
0191-ZHSKZ,0,0,74.75,3269.6,30,1,0,1,1,2021-04-03,910,0,55,1119.0
2424-WVHPL,0,0,74.7,102.35,1,1,0,1,0,2023-08-02,59,0,60,44.0
5386-THSLQ,0,0,45.55,3027.25,66,1,1,1,0,2018-04-20,1989,0,28,1759.0
2639-UGMAZ,0,0,56.45,3985.35,71,1,0,1,1,2017-11-23,2137,0,68,1496.0
3146-MSEGF,0,0,88.05,7900.21,72,1,1,1,1,2017-10-26,2165,0,8,1936.0
1131-QQZEB,0,0,23.95,3937.32,71,0,0,0,0,2017-11-21,2139,0,52,2109.0
2504-DSHIH,0,0,86.8,2955.42,23,1,0,1,1,2021-11-08,691,0,38,748.0
9058-HRZSV,0,0,94.4,8616.95,65,1,1,1,1,2018-05-13,1966,0,7,1982.0
4522-AKYLR,0,0,54.8,867.93,13,1,1,1,0,2022-09-04,391,0,7,425.0
0221-WMXNQ,0,0,75.35,419.0,4,1,0,1,0,2023-06-11,111,0,40,109.0
5046-NUHWD,0,0,45.0,1228.65,29,1,1,1,1,2021-05-14,869,0,50,672.0
7529-ZDFXI,0,0,89.85,7014.97,57,1,0,1,1,2019-01-11,1723,0,36,2023.0
3197-ARFOY,0,0,105.0,2178.3,19,1,0,0,1,2022-03-14,565,0,59,512.0
4716-HHKQH,0,0,107.05,2723.25,20,1,0,1,1,2022-02-13,594,0,65,539.0
3179-GBRWV,0,0,64.95,2241.75,21,1,0,1,1,2022-01-04,634,0,23,805.0
4847-TAJYI,0,0,89.35,616.16,6,1,0,1,1,2023-04-15,168,0,75,151.0
6851-WEFYX,0,0,100.8,3511.7,35,1,1,1,1,2020-11-24,1040,0,38,763.0
3167-SNQPL,1,0,101.15,4817.25,38,1,0,1,1,2020-08-16,1140,0,78,1057.0
2799-ARNLO,0,0,69.35,389.4,5,1,0,1,0,2023-05-14,139,0,41,98.0
5701-YVSVF,0,0,82.9,1200.7,11,1,0,1,0,2022-11-14,320,0,21,395.0
5697-GOMBF,1,0,35.9,1013.65,28,1,0,0,0,2021-06-10,842,0,34,768.0
2739-CACDQ,0,0,82.65,1488.07,17,1,1,1,0,2022-05-16,502,0,26,525.0
6035-BXTTY,0,0,54.65,2477.54,32,1,0,0,0,2021-02-07,965,0,56,1295.0
0021-IKXGC,0,0,72.1,79.87,1,1,0,1,0,2023-08-06,55,0,50,15.0
4654-DLAMQ,0,0,97.0,6671.54,64,1,1,1,1,2018-06-21,1927,0,68,1821.0
4115-NZRKS,0,0,89.15,688.87,7,1,0,1,1,2023-03-20,194,0,25,183.0
3351-NGXYI,0,0,54.1,1044.52,16,1,0,1,0,2022-06-08,479,0,38,430.0
8204-YJCLA,0,0,64.8,4732.35,72,1,1,1,1,2017-10-10,2181,0,68,1621.0
9774-NRNAU,0,0,84.8,3215.94,27,1,1,1,1,2021-07-18,804,0,75,1032.0
0224-RLWWD,0,0,44.3,137.12,2,1,0,1,0,2023-08-05,56,0,44,47.0
3951-NJCVI,0,0,95.05,5820.68,42,1,0,0,1,2020-04-24,1254,0,34,1345.0
0177-PXBAT,0,0,109.9,4524.65,33,1,1,1,1,2021-01-15,988,0,59,1038.0
2519-ERQOJ,0,0,54.6,1803.7,33,1,1,1,1,2021-01-17,986,0,30,927.0
0111-KLBQG,1,0,93.95,3880.97,32,1,0,1,1,2021-02-03,969,0,62,1061.0
1996-DBMUS,0,0,70.65,4149.85,48,1,0,1,0,2019-10-26,1435,0,71,1183.0
2055-SIFSS,0,0,51.65,4462.7,55,1,0,1,0,2019-03-12,1663,0,24,1518.0
2806-MLNTI,0,0,105.1,6892.2,52,1,1,1,1,2019-06-01,1582,0,47,1554.0
5628-RKIFK,0,0,101.55,6287.56,49,1,0,1,1,2019-09-18,1473,0,22,1323.0
5760-WRAHC,0,0,69.75,2644.96,22,1,1,1,1,2021-12-10,659,0,32,1077.0
1480-BKXGA,0,0,116.05,10063.54,72,1,1,0,1,2017-10-02,2189,0,64,2070.0
9076-AXYIK,0,0,102.1,7830.61,64,1,1,1,1,2018-06-18,1930,0,28,1870.0
4933-IKULF,0,0,20.65,741.15,17,0,0,0,0,2022-05-05,513,0,40,504.0
3780-DDGSE,1,0,76.05,3243.85,35,1,0,1,1,2020-11-15,1049,0,38,935.0
4612-SSVHJ,0,0,81.45,2135.2,20,1,0,1,1,2022-02-16,591,0,27,640.0
5756-OZRIO,0,0,64.05,5991.24,61,1,0,1,1,2018-09-09,1847,0,29,1627.0
4513-CXYIX,0,0,80.7,8799.29,71,1,0,1,0,2017-11-18,2142,0,54,2156.0
4332-MUOEZ,0,0,94.3,2469.1,20,1,1,1,1,2022-02-21,586,0,32,742.0
6705-LXORM,0,0,70.05,329.7,5,1,0,1,0,2023-05-01,152,0,24,103.0
4109-CYRBD,0,0,51.6,2533.85,29,1,0,1,0,2021-05-12,871,0,39,1214.0
8606-CIQUL,1,0,115.75,10725.31,72,1,1,0,1,2017-10-20,2171,0,60,2121.0
0356-OBMAC,0,0,99.9,6676.78,56,1,1,1,0,2019-02-22,1681,0,45,1804.0
1297-VQDRP,1,0,107.15,9613.28,68,1,1,0,1,2018-02-11,2057,0,66,1693.0
4676-MQUEA,0,0,101.9,5990.0,50,1,1,1,0,2019-08-24,1498,0,25,1536.0
7025-WCBNE,0,0,59.6,3448.66,47,1,0,1,0,2019-11-15,1415,0,33,1368.0
6030-REHUX,0,0,110.85,4483.16,28,1,1,1,1,2021-06-14,838,0,58,1089.0
6522-YRBXD,0,0,94.55,4080.8,35,1,0,1,1,2020-11-20,1044,0,69,1016.0
6689-VRRTK,0,0,109.8,7049.35,44,1,1,1,1,2020-02-02,1336,0,35,1726.0
7134-MJPDY,0,0,102.85,7804.33,66,1,1,0,1,2018-04-05,2004,0,40,1692.0
4881-JVQOD,1,0,34.55,362.6,10,1,0,1,1,2022-12-24,280,0,55,295.0
6797-UCJHZ,0,0,104.6,8503.11,66,1,1,1,1,2018-04-06,2003,0,27,1724.0
2469-DTSGX,0,0,111.65,11169.77,72,1,1,1,1,2017-10-01,2190,0,75,2244.0
4908-XAXAY,0,0,89.85,6625.48,49,1,1,1,1,2019-09-06,1485,0,30,1777.0
3509-GWQGF,0,0,70.0,2634.12,24,1,0,0,0,2021-10-17,713,0,77,997.0
3729-OWRVL,0,0,110.35,10121.1,65,1,1,1,1,2018-05-18,1961,0,79,2120.0
7251-LJBQN,0,0,103.75,5330.0,40,1,1,1,1,2020-06-03,1214,0,20,1400.0
2682-KEVRP,0,0,20.05,1173.58,22,0,0,0,0,2021-12-10,659,0,21,876.0
9978-HYCIN,1,0,84.95,6085.68,47,1,0,0,0,2019-11-05,1425,0,68,1438.0
8329-UTMVM,0,0,104.65,3892.53,27,1,0,1,1,2021-07-05,817,0,31,1070.0
6952-OMNWB,0,0,80.35,7922.38,68,1,1,1,0,2018-02-27,2041,0,28,2007.0
6549-YMFAW,0,0,21.25,219.49,9,0,0,0,0,2023-01-11,262,0,69,151.0
1307-TVUFB,0,0,79.35,3911.52,42,1,0,1,0,2020-04-25,1253,0,79,1061.0
7503-MIOGA,0,0,89.85,10190.07,72,1,1,1,1,2017-10-25,2166,0,56,2158.0
2499-AJYUA,0,0,110.8,9023.45,72,1,1,1,1,2017-10-28,2163,0,80,1732.0
6919-ELBGL,0,0,114.95,9735.76,72,1,1,1,1,2017-10-14,2177,0,61,2020.0
3966-HRMZA,0,0,75.05,331.73,3,1,1,0,0,2023-07-12,80,0,56,66.0
5671-RQRLP,0,0,75.65,6566.63,70,1,0,1,0,2017-12-18,2112,0,30,1840.0
4785-NKHCX,0,0,20.05,244.85,5,0,0,0,0,2023-05-22,131,0,31,170.0
4250-WAROZ,1,0,93.25,6955.35,60,1,0,1,1,2018-10-26,1800,0,70,1854.0
3523-BRGUW,0,0,19.3,1271.59,26,0,0,0,0,2021-08-10,781,0,64,839.0
2123-AGEEN,0,0,84.35,774.51,7,1,1,0,0,2023-03-28,186,0,38,193.0
1258-YMZNM,0,0,110.5,3823.12,27,1,1,1,1,2021-07-25,797,0,56,860.0
6259-WJQLC,0,0,81.1,2635.84,32,1,1,1,0,2021-02-12,960,0,50,859.0
7508-SMHXL,0,0,89.0,1267.66,15,1,0,1,0,2022-07-27,430,0,77,409.0
3956-CJUST,0,0,75.4,2128.81,23,1,0,0,0,2021-11-03,696,0,49,765.0
4824-GUCBY,0,0,81.7,2306.48,22,1,0,1,0,2021-12-15,654,0,34,684.0
6630-UJZMY,0,0,83.25,325.48,4,1,0,1,0,2023-06-04,118,0,37,67.0
9904-EHEVJ,1,0,91.35,3052.93,32,1,1,1,0,2021-02-14,958,0,35,695.0
2826-DXLQO,0,0,29.8,208.62,7,1,0,1,0,2023-03-02,212,0,69,200.0
9489-UTFKA,0,0,60.9,714.57,8,1,0,1,0,2023-02-03,239,0,27,260.0
4849-PYRLQ,0,0,73.25,6125.84,56,1,1,1,1,2019-02-10,1693,0,26,1677.0
2858-EIMXH,0,0,95.85,6592.17,53,1,0,1,1,2019-05-11,1603,0,65,1716.0
6419-ZTTLE,0,0,20.75,1501.65,23,0,0,0,0,2021-11-08,691,0,45,955.0
8242-SOQUO,0,0,84.7,422.4,5,1,0,1,0,2023-05-13,140,0,54,83.0
7460-ITWWP,0,0,86.1,5687.51,45,1,1,1,1,2020-01-11,1358,0,41,1422.0
7868-TMWMZ,0,0,110.0,8145.55,60,1,1,1,1,2018-10-10,1816,0,59,1922.0
4829-ZLJTK,0,0,112.4,9143.41,72,1,1,1,1,2017-10-07,2184,0,37,1689.0
8883-GRDWQ,0,0,54.0,1502.1,20,1,0,1,0,2022-02-24,583,0,20,573.0
9845-PEEKO,0,0,79.2,4952.02,59,1,0,1,0,2018-11-12,1783,0,25,1324.0
1751-NCDLI,0,0,98.85,4758.1,46,1,1,1,1,2019-12-27,1373,0,41,1379.0
2176-LVPNX,0,0,89.85,9088.14,71,1,1,0,1,2017-11-19,2141,0,33,1908.0
3452-ABWRL,0,0,86.05,5937.36,47,1,0,1,0,2019-11-24,1406,0,69,1297.0
1779-PWPMG,0,0,114.65,8664.43,72,1,1,1,1,2017-10-05,2186,0,29,1966.0
3082-WQRVY,0,0,19.65,869.29,14,0,0,0,0,2022-08-15,411,0,66,675.0
2460-NGXBJ,1,0,75.2,1090.34,11,1,0,1,0,2022-11-13,321,0,28,353.0
5268-DSMNQ,0,0,97.95,6643.97,62,1,1,1,0,2018-08-18,1869,0,50,1661.0
6242-MBHPK,0,0,95.1,3289.29,23,1,0,1,1,2021-11-04,695,0,66,760.0
4782-OSFXZ,0,0,82.7,8495.83,71,1,1,1,1,2017-11-26,2134,0,20,2080.0
1282-IHQAC,0,0,44.05,3011.65,70,1,1,1,0,2017-12-27,2103,0,68,1841.0
1641-RQDAY,1,0,100.4,4792.37,32,1,0,1,1,2021-02-16,956,0,59,1076.0
5461-QKNTN,0,0,94.3,4150.52,43,1,0,1,0,2020-03-19,1290,0,63,1105.0
8089-UZWLX,0,0,104.05,10811.61,71,1,1,1,1,2017-11-21,2139,0,70,2270.0
4468-KAZHE,0,0,60.0,1438.95,20,1,0,1,1,2022-02-20,587,0,37,465.0
1543-LLLFT,0,0,98.3,6200.14,61,1,1,1,0,2018-09-27,1829,0,74,1628.0
6507-ZJSUR,0,0,90.45,3224.11,23,1,0,0,1,2021-11-02,697,0,24,704.0
9220-ZNKJI,0,0,88.8,6631.85,55,1,1,1,0,2019-03-02,1673,0,73,1705.0
0723-VSOBE,0,0,34.2,1596.6,45,1,0,0,1,2020-01-28,1341,0,38,1360.0
1004-NOZNR,1,0,94.8,5856.22,56,1,0,1,1,2019-02-27,1676,0,59,1310.0
1251-STYSZ,0,0,80.25,368.7,4,1,0,0,0,2023-06-20,102,0,20,85.0
9681-KYGYB,0,0,88.2,5433.45,49,1,1,1,0,2019-09-12,1479,0,24,1320.0
7005-CYUIL,0,0,99.4,8038.71,71,1,1,1,0,2017-11-02,2158,0,29,2017.0
2388-LAESQ,0,0,114.85,10385.79,72,1,1,1,1,2017-10-08,2183,0,26,2197.0
3108-PCCGG,0,0,84.45,7103.69,72,1,1,1,1,2017-10-08,2183,0,25,1777.0
6729-GDNGC,0,0,80.7,2044.0,20,1,0,1,0,2022-02-20,587,0,73,596.0
4238-HFHSN,0,0,82.15,6524.4,61,1,0,1,0,2018-09-03,1853,0,33,1707.0
2692-BUCFV,0,0,101.45,3199.71,29,1,1,0,1,2021-05-17,866,0,76,732.0
5651-WYIPH,0,0,49.85,1606.09,18,1,0,1,0,2022-04-28,520,0,71,699.0
8752-GHJFU,0,0,92.0,9183.8,71,1,1,1,0,2017-11-16,2144,0,66,1942.0
6896-SRVYQ,0,0,73.85,5293.04,44,1,1,0,0,2020-02-10,1328,0,48,1714.0
9052-VKDUW,0,0,109.4,8221.95,65,1,1,1,1,2018-05-14,1965,0,39,1847.0
2480-EJWYP,0,0,97.8,8090.26,58,1,0,1,1,2018-12-16,1749,0,23,1948.0
6806-YDEUL,0,0,19.5,118.98,6,0,0,0,0,2023-04-20,163,0,77,69.0
0222-CNVPT,0,0,48.8,2555.05,52,1,0,1,1,2019-06-23,1560,0,67,1707.0
6048-UWKAL,0,0,105.4,8336.86,69,1,0,1,1,2018-01-09,2090,0,45,1637.0
9290-SHCMB,0,0,96.85,1582.39,13,1,1,1,1,2022-09-27,368,0,28,321.0
2277-BKJKN,0,0,99.2,8775.75,71,1,1,1,1,2017-11-01,2159,0,23,1902.0
8016-ZMGMO,0,0,70.85,7643.51,66,1,1,1,0,2018-04-14,1995,0,37,2175.0
1728-CXQBE,0,0,94.25,7574.52,64,1,1,1,1,2018-06-25,1923,0,63,1862.0
0481-SUMCB,0,0,102.15,6270.75,45,1,1,1,1,2020-01-27,1342,0,69,1533.0
2811-POVEX,1,0,88.45,2177.24,23,1,1,1,1,2021-11-19,680,0,70,553.0
7905-NJMXS,0,0,64.2,497.33,7,1,0,1,0,2023-03-26,188,0,74,143.0
9957-YODKZ,0,0,80.8,588.32,6,1,1,0,0,2023-04-24,159,0,68,158.0
3223-DWFIO,0,0,69.35,382.09,4,1,0,1,0,2023-06-03,119,0,26,104.0
3292-PBZEJ,0,0,111.4,1251.98,11,1,1,0,1,2022-11-08,326,0,28,430.0
0993-OSGPT,0,0,60.65,6733.3,68,1,1,1,0,2018-02-27,2041,0,24,1983.0
7108-DGVUU,0,0,71.7,2233.35,21,1,1,0,1,2022-01-19,619,0,38,870.0
9906-NHHVC,0,0,53.5,3517.9,65,1,1,1,1,2018-05-17,1962,0,76,1756.0
8152-UOBNY,0,0,106.8,5877.95,50,1,0,1,1,2019-08-28,1494,0,59,1225.0
7351-KYHQH,0,0,64.95,548.39,7,1,1,1,0,2023-03-12,202,0,37,196.0
6374-NTQLP,1,0,104.1,8698.74,72,1,1,0,1,2017-10-01,2190,0,54,1937.0
6267-DCFFZ,0,0,90.05,4059.7,30,1,0,1,0,2021-04-19,894,0,39,1086.0
2439-LYPMQ,0,0,102.6,4143.89,38,1,1,1,1,2020-08-17,1139,0,40,1025.0
7426-WEIJX,1,0,80.95,5903.37,60,1,0,1,0,2018-10-02,1824,0,71,1501.0
3761-FLYZI,0,0,108.8,10215.38,65,1,1,1,1,2018-05-20,1959,0,64,2056.0
1060-ENTOF,0,0,105.4,7214.49,67,1,1,1,1,2018-03-19,2021,0,64,1483.0
0999-QXNSA,1,0,45.75,603.18,7,1,0,1,0,2023-03-26,188,0,57,282.0
9365-SRSZE,0,0,70.55,2737.14,27,1,0,1,0,2021-07-19,803,0,65,1045.0
4918-FYJNT,0,0,90.45,6283.02,55,1,1,1,0,2019-03-04,1671,0,42,1405.0
4854-CIDCF,0,0,73.85,336.35,3,1,1,1,0,2023-07-16,76,0,74,89.0
3280-MRDOF,0,0,69.1,2670.42,30,1,1,1,0,2021-04-12,901,0,75,1010.0
6407-UTSLV,0,0,83.8,229.66,2,1,0,1,0,2023-08-07,54,0,53,-4.0
5935-FCCNB,0,0,94.2,2118.98,17,1,0,1,1,2022-05-21,497,0,54,602.0
9705-IOVQQ,1,0,99.0,6223.24,61,1,0,1,1,2018-09-19,1837,0,20,1560.0
1320-REHCS,0,0,110.75,7023.82,52,1,1,1,1,2019-06-28,1555,0,46,1747.0
2057-BOYKM,0,0,96.6,8849.98,72,1,1,1,0,2017-10-11,2180,0,78,2021.0
0134-XWXCE,0,0,74.85,3589.82,44,1,1,1,1,2020-02-20,1318,0,71,1272.0
2307-FYNNL,0,0,109.05,7359.53,65,1,1,1,1,2018-05-23,1956,0,29,1724.0
5605-XNWEN,0,0,25.0,3860.9,72,0,0,0,0,2017-10-26,2165,0,69,2363.0
2519-LBNQL,0,0,104.35,7675.22,60,1,1,1,1,2018-10-19,1807,0,73,1711.0
8623-ULFNQ,0,0,66.05,1919.01,26,1,0,1,1,2021-08-02,789,0,43,537.0
7789-HKSBS,0,0,105.2,6044.65,42,1,1,1,1,2020-04-28,1250,0,36,1280.0
2070-XYMFH,0,0,79.35,2020.45,23,1,1,1,0,2021-11-06,693,0,50,571.0
5663-QBGIS,0,0,98.35,10141.32,72,1,0,1,1,2017-10-17,2174,0,73,2005.0
3402-XRIUO,0,0,63.55,1760.64,22,1,0,1,0,2021-12-13,656,0,36,552.0
8058-DMYRU,0,0,90.05,5935.12,54,1,0,1,1,2019-04-15,1629,0,23,1372.0
