,Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Service ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Status ID,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Joined Date
314,5707-ORNDZ,0,79,0,1,0,0,0,UNDFPEZYL5186,0,0,9,5,1,2.45,1,1,2,7,1,0,0,0,0,0,0,1,0,0,0,54.55,494.05,0.0,0,22.05,516.1,DLUETT9992,1,1,Yes,1,79,4656,3,Network reliability,2019-04-28
315,8696-JKZNU,1,78,0,1,0,0,0,PMDVHJARA3179,0,0,37,3,1,26.95,1,1,1,17,0,0,0,0,0,0,0,1,0,1,0,76.25,2841.55,0.0,0,997.15,3838.7,PDTACI6216,3,1,Yes,1,91,5859,5,Don't know,2017-07-19
316,2055-PDADH,1,71,0,1,0,0,0,HUMQZDQOH8869,0,0,3,5,1,2.26,0,1,1,3,0,0,0,0,0,0,0,1,0,1,0,70.4,204.7,0.0,0,6.78,211.48,SLXZEJ5552,3,1,Yes,1,67,2491,5,Don't know,2016-10-15
317,2302-ANTDP,1,76,0,1,1,0,0,CGBYLYQFG4297,1,9,48,0,1,43.04,1,1,1,5,1,1,1,1,1,1,0,1,0,0,0,117.45,5438.9,0.0,0,2065.92,7504.82,MDEGLW7773,1,1,Yes,1,67,5915,1,Competitor offered more data,2021-05-11
318,5233-GEEAX,0,65,0,1,0,0,0,IBNFSTMTL5683,0,0,8,5,0,0.0,0,1,2,4,0,0,1,0,0,0,0,1,0,1,0,29.4,221.9,0.0,0,0.0,221.9,ENVHCM8415,1,1,Yes,1,85,5971,1,Competitor had better devices,2013-12-01
319,7137-RYLPP,0,75,0,1,1,0,0,KWVHXKXMU1256,1,1,37,3,1,46.61,1,1,1,26,0,0,0,0,1,0,0,1,0,1,0,85.7,3171.15,0.0,0,1724.57,4895.72,OYYJGO7496,2,1,Yes,1,86,4712,1,Competitor offered higher download speeds,2015-06-02
320,3957-LXOLK,1,75,0,1,0,0,0,TWLPTCIVU4694,0,0,28,3,1,9.67,1,1,1,28,0,1,1,0,1,1,0,1,0,1,0,106.15,3152.5,0.0,0,270.76,3423.26,QPDGHA7829,1,1,Yes,1,83,5030,1,Competitor offered more data,2018-03-17
321,5281-BUZGT,0,69,0,1,0,0,0,VQQPMEBYZ8422,0,0,36,3,1,23.33,1,1,1,23,1,0,0,0,1,0,0,1,0,1,0,90.85,3186.7,0.0,0,839.88,4026.58,NCGDIL8223,1,1,Yes,1,92,5692,1,Competitor made better offer,2020-08-06
322,2718-GAXQD,1,68,0,1,1,1,3,CLXOLNTOO5549,1,1,4,5,1,42.13,0,1,3,52,0,0,0,0,0,0,0,1,0,0,0,46.0,181.6,0.0,0,168.52,350.12,CALDSA2622,1,1,Yes,1,92,4797,1,Competitor made better offer,2018-08-08
323,3217-FZDMN,1,66,0,1,0,0,0,EUAANCTWI6311,0,0,8,5,1,5.21,0,1,1,8,0,0,1,0,1,1,0,1,0,1,1,94.45,742.95,0.0,0,41.68,784.63,LAYLJX2365,1,1,Yes,1,83,3676,1,Competitor had better devices,2013-12-12
324,7480-QNVZJ,0,65,0,1,0,0,0,SETUNEMNW8985,0,0,50,0,1,18.92,1,1,1,11,0,0,0,0,1,1,1,1,0,1,0,95.7,4816.7,0.0,0,946.0,5762.7,CPUVLZ1591,3,1,Yes,1,73,4287,3,Network reliability,2022-04-16
325,7124-UGSUR,1,77,0,1,1,0,0,VSFMKDQCP6235,1,1,61,0,1,35.11,1,1,1,17,0,1,1,0,1,1,0,1,1,1,1,104.4,6405.0,0.0,0,2141.71,8546.71,ZTNPUO7168,1,1,Yes,1,84,4412,1,Competitor had better devices,2018-03-21
326,1862-SKORY,1,66,0,1,1,0,0,OKYJDEAUN2426,1,1,40,0,0,0.0,0,1,3,3,0,1,0,0,1,0,0,1,0,1,0,39.3,1637.4,0.0,0,0.0,1637.4,VSPXJY3418,3,1,Yes,1,91,2296,1,Competitor offered higher download speeds,2020-08-10
327,4816-JBHOV,0,72,0,1,0,0,0,BUBFBKAOA7974,0,0,2,5,1,41.43,0,1,3,20,0,0,0,0,0,0,0,1,0,1,0,44.7,93.7,0.0,0,82.86,176.56,AMUEIS6963,1,1,Yes,1,91,4618,1,Competitor offered more data,2013-08-16
328,3247-ZVOUO,0,77,0,1,1,0,0,KRPIOPWKK5165,0,0,10,4,1,6.01,1,1,1,27,0,0,0,0,0,1,0,1,0,0,0,85.55,851.75,0.0,0,60.1,911.85,SABTIP2384,1,1,Yes,1,81,3336,2,Attitude of support person,2013-11-16
329,1268-ASBGA,1,66,0,1,1,0,0,SPPNZSTBG4266,1,1,16,4,1,9.93,1,1,1,27,0,0,0,0,0,1,0,1,0,1,1,85.35,1375.15,0.0,0,158.88,1534.03,NLDOGS3349,2,1,Yes,1,66,5769,3,Limited range of services,2019-03-06
330,4713-LZDRV,1,80,0,1,0,0,0,NCMRFIJUN6431,0,0,2,5,1,31.91,0,1,3,30,0,0,0,0,0,1,0,1,0,1,0,79.6,195.05,0.0,0,63.82,258.87,LWDHWM5955,3,1,Yes,1,94,4322,4,Long distance charges,2022-01-30
331,4325-NFSKC,0,68,0,1,0,0,0,OSYAFGAXC5942,0,0,19,4,1,28.12,1,1,1,25,1,0,0,0,1,0,0,1,0,1,0,90.6,1660.0,0.0,0,534.28,2194.28,REYUBG5248,1,1,Yes,1,87,2373,4,Extra data charges,2012-06-21
332,6502-HCJTI,0,78,0,1,1,0,0,FTXABVHDN8342,0,0,7,0,1,9.7,1,1,1,17,1,1,0,0,0,1,1,1,0,1,1,94.7,673.1,0.0,0,67.9,741.0,DHDTHQ2724,1,1,Yes,1,75,3591,2,Attitude of service provider,2013-09-10
333,8258-GSTJK,0,74,0,1,0,0,0,RAWCMFCYY5596,0,0,3,0,1,48.34,1,1,1,20,0,0,0,0,0,0,0,1,0,1,0,77.0,237.75,0.0,0,145.02,382.77,KXIPRT7393,1,1,Yes,1,96,3128,1,Competitor had better devices,2016-03-19
334,2995-UPRYS,1,74,0,1,1,0,0,XZFJWCJLU6491,1,1,40,0,1,19.76,0,1,1,22,0,1,0,1,1,1,1,1,1,1,1,99.2,4062.2,0.0,0,790.4,4852.6,CSVROJ9819,3,1,Yes,1,69,5098,5,Moved,2015-04-26
335,6686-YPGHK,0,65,0,1,0,0,0,OYCWUMCFN9145,0,0,47,0,1,36.58,0,1,1,20,1,0,0,0,0,1,1,0,0,0,1,85.5,4042.3,0.0,50,1719.26,5811.56,DJBYIJ2321,3,1,Yes,1,68,3645,5,Moved,2018-01-01
336,8020-BWHYL,1,70,0,1,0,0,0,OKZQUBCAD3244,0,0,15,0,1,7.99,0,1,1,27,0,1,0,0,0,0,0,1,0,1,1,75.3,1147.45,0.0,0,119.85,1267.3,BPGHDQ1571,3,1,Yes,1,91,4526,1,Competitor offered more data,2022-12-08
337,6892-XPFPU,0,70,0,1,1,0,0,FJDCFNMII5321,1,3,24,3,1,49.76,1,1,1,11,0,1,1,0,1,1,1,1,0,1,0,104.25,2433.9,0.0,0,1194.24,3628.14,CXTRFD8453,1,1,Yes,1,80,2104,1,Competitor offered higher download speeds,2020-03-03
338,8010-EZLOU,0,75,0,1,0,0,0,WCLTEFTRN5957,0,0,15,0,1,12.08,1,1,1,5,0,1,0,0,0,0,0,1,0,1,0,80.2,1217.25,0.0,0,181.2,1398.45,MNMUSN8624,1,1,Yes,1,76,4958,1,Competitor offered higher download speeds,2012-11-11
339,8062-YBDOE,0,70,0,1,0,0,0,YSMDUVMVK3353,0,0,1,0,1,7.23,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,69.65,69.65,0.0,0,7.23,76.88,FLFHYD1346,2,1,Yes,1,78,5844,5,Don't know,2021-01-21
340,3672-YITQD,0,71,0,1,1,0,0,SSFMRMQXS6783,1,1,36,3,1,31.65,1,1,1,15,0,0,0,0,0,1,0,1,0,1,0,84.1,3021.6,0.0,0,1139.4,4161.0,CWSLJP7316,1,1,Yes,1,79,2987,1,Competitor made better offer,2017-06-16
341,8988-ECPJR,1,79,0,1,1,0,0,XGNJACMCO8232,1,1,34,3,1,25.84,1,1,1,15,0,1,0,0,0,0,0,1,0,1,1,79.6,2718.3,0.0,0,878.56,3596.86,IUUQYA1591,1,1,Yes,1,66,3980,3,Product dissatisfaction,2014-08-03
342,3776-EKTKM,1,79,0,1,0,0,0,LAXIRAGSB2817,0,0,1,0,0,0.0,0,1,3,26,0,0,0,0,1,0,0,1,0,1,0,36.45,36.45,0.0,0,0.0,36.45,IEODAT6172,3,1,Yes,1,96,5303,3,Service dissatisfaction,2013-07-22
343,0643-OKLRP,1,73,0,1,1,0,0,ZPGNCJJWU4436,1,1,47,0,1,38.31,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,80.35,3825.85,0.0,90,1800.57,5716.42,QEYJWS9666,1,1,Yes,1,95,5915,3,Network reliability,2019-05-20
344,9381-NDKME,1,74,0,1,1,0,0,KOHNZTVCV2131,1,1,24,3,0,0.0,0,1,3,29,0,0,1,0,0,1,0,1,0,1,1,40.65,933.3,0.0,0,0.0,933.3,YWBPRZ8951,1,1,Yes,1,85,3843,3,Limited range of services,2018-04-26
345,8327-LZKAS,1,80,0,1,1,0,0,JCKDGHZDU1816,1,1,43,0,1,13.84,1,1,3,18,0,0,1,1,1,1,0,0,1,1,0,107.55,4533.9,0.0,140,595.12,5269.02,EKRRCI6683,2,1,Yes,1,93,4423,3,Service dissatisfaction,2022-02-11
346,1075-BGWOH,0,69,0,1,1,0,0,OIKOAMUWU4655,1,1,16,0,1,15.16,1,1,1,7,0,0,1,0,1,1,0,1,0,1,0,98.75,1587.55,0.0,0,242.56,1830.11,NEOHUA6934,2,1,Yes,1,87,3392,2,Attitude of support person,2021-01-07
347,8485-GJCDN,1,71,0,1,0,0,0,XFQVGYPZB4793,0,0,5,0,1,30.05,0,1,1,11,0,0,0,0,0,0,0,1,0,1,1,69.05,318.5,0.0,0,150.25,468.75,ZTCMXI4565,3,1,Yes,1,74,3368,1,Competitor made better offer,2017-02-12
348,6029-WTIPC,0,73,0,1,0,0,0,MHOEFOBCC8359,0,0,37,3,1,38.06,1,1,1,19,0,0,1,0,1,1,0,1,0,1,0,101.1,3744.05,0.0,0,1408.22,5152.27,CAKKSE1775,1,1,Yes,1,87,4424,1,Competitor made better offer,2016-05-01
349,3317-HRTNN,1,79,0,1,0,0,0,BBZTUQTJP7924,0,0,5,0,0,0.0,0,1,2,15,0,0,0,0,1,1,0,1,0,0,0,45.7,198.0,0.0,0,0.0,198.0,MZEZHB2892,3,1,Yes,1,73,3561,1,Competitor made better offer,2014-06-28
350,5569-OUICF,1,67,0,1,1,0,0,TAYBOYZPP3177,1,1,28,3,1,16.43,1,1,1,20,0,0,0,1,1,1,0,1,0,1,1,101.3,2812.2,0.0,0,460.04,3272.24,ZRVQPN7359,3,1,Yes,1,68,4994,1,Competitor made better offer,2018-10-22
351,5747-PMBSQ,0,72,0,1,1,0,0,PDDTQMRNS8972,1,1,10,0,1,11.12,0,1,1,30,0,1,1,1,1,0,0,0,0,1,1,92.5,934.1,0.0,100,111.2,1145.3,WRDEWU7476,1,1,Yes,1,77,2415,1,Competitor made better offer,2020-03-19
352,2982-IHMFT,1,75,0,1,0,0,0,SQESQXDZF4764,0,0,1,0,1,39.61,1,1,1,16,0,0,0,0,0,0,0,1,0,1,1,74.45,74.45,0.0,0,39.61,114.06,ASALBE7275,3,1,Yes,1,67,4291,1,Competitor made better offer,2019-03-19
353,5143-EGQFK,1,76,0,1,0,0,0,TSNLLTGXZ3925,0,0,10,0,0,0.0,0,1,3,20,0,0,0,1,0,0,0,0,0,1,0,29.65,291.4,0.0,110,0.0,401.4,BYLANM7234,2,1,Yes,1,89,5702,5,Don't know,2017-05-18
354,6168-WFVVF,1,69,0,1,0,0,0,RMEGEOTYL5742,0,0,3,0,1,5.54,0,1,1,16,0,0,0,0,0,0,0,1,0,1,0,70.3,235.5,0.0,0,16.62,252.12,TFSKRB9258,3,1,Yes,1,91,5165,1,Competitor made better offer,2019-02-21
355,7450-NWRTR,0,76,0,1,0,0,0,YKPQVMIKL7169,0,0,12,0,1,21.89,1,1,1,26,0,0,1,0,1,1,0,1,0,1,0,99.45,1200.15,0.0,0,262.68,1462.83,RFPEZN3452,3,1,Yes,1,91,2819,1,Competitor made better offer,2014-09-08
356,6005-OBZPH,1,68,0,1,0,0,0,HUJULBUHO7493,0,0,26,3,1,9.09,1,1,1,12,0,1,0,0,1,0,0,1,0,1,0,89.15,2277.65,0.0,0,236.34,2513.99,EJKMXA8838,1,1,Yes,1,89,4074,5,Don't know,2018-06-14
357,7932-WPTDS,1,77,0,1,1,0,0,KTQBVCMDA9521,1,1,1,0,0,0.0,0,1,2,19,0,0,0,0,0,0,0,1,0,1,0,24.8,24.8,0.0,0,0.0,24.8,OGCXHX8882,1,1,Yes,1,73,5377,1,Competitor made better offer,2021-01-20
358,7000-WCEVQ,1,67,0,1,0,0,0,QAHADOUGT6769,0,0,20,0,1,27.11,1,1,2,27,0,0,0,0,0,1,0,1,0,1,1,61.6,1174.35,0.0,0,542.2,1716.55,COAXBV7737,1,1,Yes,1,85,3866,4,Long distance charges,2016-07-22
359,5959-BELXA,0,67,0,1,0,0,0,JFWUVMQFT6721,0,0,32,3,1,25.45,1,1,1,18,0,0,0,0,1,1,0,1,0,1,1,96.15,3019.25,0.0,0,814.4,3833.65,WVSLAB3455,2,1,Yes,1,79,2246,4,Price too high,2022-01-09
360,2506-TNFCO,1,76,0,1,1,0,0,EGCRRWILV6797,1,1,1,0,1,12.46,0,1,1,22,0,0,0,0,0,0,0,1,0,1,0,69.55,69.55,0.0,0,12.46,82.01,GTNAVP5764,2,1,Yes,1,67,5948,3,Network reliability,2016-11-27
361,6060-DRTNL,1,66,0,1,0,0,0,DBVVKMROB1669,0,0,5,0,1,27.35,0,1,1,27,0,0,1,0,1,0,0,0,0,1,1,84.85,415.55,0.0,20,136.75,572.3,PTXJTC4893,1,1,Yes,1,74,3305,1,Competitor had better devices,2015-12-12
362,8473-VUVJN,0,80,0,1,0,0,0,GZSJADQKB1381,0,0,1,0,1,39.88,1,1,1,19,0,0,0,0,0,0,0,1,0,1,0,73.65,73.65,0.0,0,39.88,113.53,GQHBFY9666,3,1,Yes,1,86,5443,2,Attitude of service provider,2015-08-13
363,0196-VULGZ,1,78,0,1,1,0,0,YIWILPIAD6134,1,1,6,0,1,28.71,1,1,1,17,0,0,0,0,0,1,0,1,0,1,0,84.35,474.9,0.0,0,172.26,647.16,MUEZWE3356,3,1,Yes,1,77,5721,5,Deceased,2021-02-21
364,1976-CFOCS,1,69,0,1,1,0,0,WBMBFFLDH6571,1,1,1,0,1,7.74,0,1,2,19,0,0,0,0,0,0,0,1,0,0,0,46.0,46.0,0.0,0,7.74,53.74,DYGQYV9479,1,1,Yes,1,67,4531,1,Competitor had better devices,2012-03-17
365,4631-OACRM,0,78,0,1,0,0,0,SSCKTJEWN5535,0,0,15,0,1,17.23,0,1,1,12,0,0,0,0,0,1,0,1,0,1,0,79.4,1156.1,0.0,0,258.45,1414.55,HPYZVZ3833,1,1,Yes,1,74,3621,1,Competitor offered higher download speeds,2019-04-27
366,3755-JBMNH,0,78,0,1,1,0,0,EUCMDLJCB3966,1,1,16,0,1,45.9,0,1,1,5,0,0,0,0,0,0,0,1,0,1,0,71.8,1167.8,0.0,0,734.4,1902.2,MMZYEH4619,1,1,Yes,1,86,3327,1,Competitor offered more data,2017-12-16
367,6345-ULYRW,0,68,0,1,1,0,0,XQSOQIUNB4394,1,1,44,0,1,24.62,1,1,3,14,0,1,0,0,0,1,1,1,1,0,1,88.4,3912.9,0.0,0,1083.28,4996.18,EDOMNB1589,3,1,Yes,1,91,2674,1,Competitor made better offer,2015-05-06
368,0013-EXCHZ,1,75,0,1,1,0,0,MVMZRJAHU9423,1,3,3,0,1,7.38,0,1,1,11,0,0,0,1,1,0,0,1,0,1,1,83.9,267.4,0.0,0,22.14,289.54,EICWUI5128,1,1,Yes,1,68,3464,3,Network reliability,2012-05-29
369,5550-VFRLC,1,70,0,1,0,0,0,NCFNJQKDD7814,0,0,1,0,1,43.45,0,1,1,30,0,0,0,0,0,0,0,0,0,1,0,69.85,69.85,0.0,40,43.45,153.3,XUUVOF8131,1,1,Yes,1,68,5056,3,Limited range of services,2018-07-26
370,2657-ALMWY,1,65,0,1,1,0,0,VBBPXOUAG8671,1,1,26,3,1,18.26,0,1,1,3,0,1,0,0,0,1,1,1,0,0,0,84.95,2169.75,0.0,0,474.76,2644.51,BHPQMA3146,3,1,Yes,1,75,4316,4,Price too high,2019-01-10
371,6284-AHOOQ,0,71,0,1,0,0,0,UJRQFBZSU2179,0,0,22,0,1,46.11,1,1,1,27,0,0,0,1,1,0,0,1,0,1,0,90.5,1910.6,0.0,0,1014.42,2925.02,DGEFWJ8621,1,1,Yes,1,71,5014,5,Don't know,2012-12-24
372,2460-FPSYH,1,72,0,1,0,0,0,NNTSTMRYN6458,0,0,40,0,0,0.0,0,1,3,6,1,1,0,0,1,1,1,0,0,1,0,55.8,2109.35,0.0,80,0.0,2189.35,HCDRSP6276,1,1,Yes,1,90,4272,2,Attitude of support person,2016-10-01
373,5028-HTLJB,0,69,0,1,0,0,0,UQBCYBLQP2251,0,0,1,5,1,19.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.05,20.05,0.0,0,19.87,39.92,YOACUF5966,1,1,Yes,1,91,3491,4,Long distance charges,2013-04-10
374,0875-CABNR,1,70,0,1,0,0,0,TNSPJVXUR2599,0,0,10,0,1,16.85,0,1,1,30,0,0,1,0,0,1,1,1,0,1,1,84.6,865.55,0.0,0,168.5,1034.05,UIWDKE6646,3,1,Yes,1,94,3320,2,Attitude of support person,2020-03-05
375,6982-UQZLY,1,80,0,1,1,0,0,CSWPRSYEC1445,1,1,1,5,1,22.86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20.85,20.85,0.0,0,22.86,43.71,YRWPGM6972,3,1,Yes,1,90,3817,2,Attitude of support person,2013-12-29
376,0193-ESZXP,1,73,0,1,1,0,0,CBPOJFBTD3394,1,1,58,0,1,16.94,0,1,1,19,1,1,0,1,1,1,1,1,1,1,1,105.5,6205.5,0.0,0,982.52,7188.02,VENOPG2417,1,1,Yes,1,91,5067,2,Attitude of support person,2015-07-09
377,4369-HTUIF,0,73,0,1,0,0,0,DTCLQRMAD6838,0,0,6,5,1,29.41,0,1,1,30,1,0,0,0,1,0,0,1,0,1,0,85.15,503.6,0.0,0,176.46,680.06,IJYIYS5969,2,1,Yes,1,90,5831,2,Attitude of service provider,2016-05-15
378,5287-QWLKY,0,79,0,1,1,0,0,IEHEOLYFA1924,1,1,71,0,1,44.66,1,1,1,8,1,1,0,0,1,1,1,1,0,1,1,105.1,7548.1,0.0,0,3170.86,10718.96,ZKCOJP8775,1,1,Yes,1,66,5725,2,Attitude of support person,2019-06-09
379,1891-UAWWU,1,79,0,1,1,0,0,HHVVDREUL3333,1,1,20,0,1,4.77,1,1,1,17,0,0,1,0,1,0,0,1,0,0,0,90.8,1951.0,0.0,0,95.4,2046.4,MJGTML5144,1,1,Yes,1,87,2312,1,Competitor had better devices,2012-11-24
380,3096-JRDSO,1,73,0,1,1,0,0,NFBWTWPQS2519,1,5,27,3,1,10.19,1,1,1,27,1,0,0,1,1,1,0,1,0,1,0,104.3,2867.75,0.0,0,275.13,3142.88,LJJSGS2974,1,1,Yes,1,75,3444,1,Competitor made better offer,2022-11-01
381,2398-YPMUR,1,77,0,1,1,0,0,FUJHEDWSV7193,1,2,13,0,1,37.86,0,1,1,19,0,0,0,0,0,0,0,0,0,1,0,70.15,916.75,0.0,90,492.18,1498.93,GASSXI6511,2,1,Yes,1,85,5101,5,Poor expertise of online support,2012-02-28
382,1265-XTECC,1,68,0,1,1,0,0,FLNUUAZSL2653,1,5,68,0,1,1.98,1,1,1,19,1,1,0,0,0,1,0,1,1,1,1,96.55,6581.9,0.0,0,134.64,6716.54,OVOLKH7229,1,1,Yes,1,86,5957,2,Attitude of service provider,2014-12-02
383,4871-JTKJF,1,70,0,1,0,0,0,QAEVRXAYL3676,0,0,1,0,1,31.13,0,1,1,5,0,0,0,0,0,0,0,1,0,1,0,69.65,69.65,0.0,0,31.13,100.78,GBJHZZ1889,3,1,Yes,1,82,4741,2,Attitude of service provider,2014-05-28
384,1415-YFWLT,1,68,0,1,0,0,0,XCYAKGIYF1945,0,0,1,5,1,30.23,0,1,1,30,0,0,0,0,1,1,0,1,0,1,0,89.3,89.3,0.0,0,30.23,119.53,WPIACY8482,1,1,Yes,1,85,3067,1,Competitor had better devices,2014-10-30
385,3500-RMZLT,1,76,0,1,0,0,0,UBWYEMHAU8447,0,0,15,0,1,19.11,0,1,1,8,1,0,1,1,0,1,0,0,0,1,1,96.3,1426.75,0.0,150,286.65,1863.4,IAUYTP7214,1,1,Yes,1,72,2933,2,Attitude of support person,2020-04-05
386,2642-DTVCO,0,68,0,1,0,0,0,ZIDNLVXHH2861,0,0,9,5,1,12.18,1,1,1,6,0,0,0,0,0,1,0,0,0,1,0,85.05,746.5,0.0,30,109.62,886.12,YDSTKQ5429,3,1,Yes,1,74,5095,2,Attitude of service provider,2017-05-25
387,1363-TXLSL,0,80,0,1,1,0,0,JQVVRZNTC1215,0,0,1,5,1,39.1,0,1,1,27,0,0,0,0,0,0,0,1,0,1,0,70.3,70.3,0.0,0,39.1,109.4,PSQTHV7173,1,1,Yes,1,91,4962,1,Competitor had better devices,2015-07-17
388,7136-RVDTZ,0,79,0,1,0,0,0,IFZTJHYZX4866,0,0,70,0,0,0.0,0,1,2,20,0,0,0,0,1,1,0,1,1,1,0,45.25,3264.45,0.0,0,0.0,3264.45,MVRVZO3684,2,1,Yes,1,90,5824,2,Attitude of service provider,2019-12-20
389,6927-WTFIV,0,78,0,1,0,0,0,RJEYLYYDP7484,0,0,20,4,1,5.71,0,1,1,22,0,0,0,0,0,0,0,1,0,0,1,71.3,1389.2,0.0,0,114.2,1503.4,ZCCMLH1166,2,1,Yes,1,91,3684,2,Attitude of service provider,2012-06-30
390,3398-ZOUAA,0,76,0,1,1,0,0,LOJPXIAIP8482,1,1,21,4,1,19.74,0,1,1,18,0,0,0,0,0,0,0,1,0,1,0,69.1,1474.75,0.0,0,414.54,1889.29,ARFBYE7328,2,1,Yes,1,67,3853,2,Attitude of support person,2017-12-08
391,4844-JJWUY,1,65,0,1,0,0,0,GCDFRJKEI1669,0,0,1,5,1,28.82,0,1,1,22,0,1,0,0,0,1,1,1,0,1,0,86.0,86.0,0.0,0,28.82,114.82,APLGNN7956,1,1,Yes,1,82,5359,1,Competitor made better offer,2014-07-14
392,4785-QRJHC,0,80,0,1,1,0,0,AWJOLQTTE3873,1,1,46,0,0,0.0,0,1,2,15,0,1,1,1,1,1,0,0,1,1,0,59.9,2816.65,0.0,150,0.0,2966.65,YOSYWU4926,3,1,Yes,1,80,4011,1,Competitor offered higher download speeds,2020-11-20
393,1965-AKTSX,1,65,0,1,0,0,0,YFFVRSFYD2197,0,0,14,4,1,16.36,1,1,1,6,0,1,0,0,0,0,0,1,0,1,0,78.95,1101.85,0.0,0,229.04,1330.89,ZRKNRK6661,1,1,Yes,1,88,5203,1,Competitor made better offer,2013-10-06
394,7248-VZQLC,1,78,0,1,0,0,0,XQCWNERGJ6386,0,0,47,0,1,16.83,1,1,1,12,0,1,1,0,0,0,0,1,0,1,0,85.2,3969.35,0.0,0,791.01,4760.36,LOXRFV1816,1,1,Yes,1,72,4661,4,Price too high,2018-05-22
395,0011-IGKFF,0,78,0,1,1,0,0,ZEOATALAE9483,1,1,13,4,1,27.82,0,1,1,4,0,1,1,0,1,1,0,1,0,1,0,98.0,1237.85,0.0,0,361.66,1599.51,HDYLOW1467,1,1,Yes,1,91,3714,3,Product dissatisfaction,2017-09-17
396,6496-SLWHQ,0,68,0,1,0,0,0,YHKUPSYFP1935,0,0,3,5,1,35.43,1,1,1,18,0,1,1,0,1,1,0,1,0,1,0,105.0,294.45,0.0,0,106.29,400.74,RDMOXN1597,3,1,Yes,1,87,5960,2,Attitude of support person,2016-11-28
397,9912-GVSEQ,1,73,0,1,1,0,0,HSYOUHNAK5426,1,1,26,3,1,9.28,1,1,1,26,0,1,1,0,0,1,0,1,0,1,0,93.85,2381.55,0.0,0,241.28,2622.83,WRPLDY1576,2,1,Yes,1,86,2591,3,Network reliability,2021-09-12
398,5383-MMTWC,1,75,0,1,1,0,0,IHPAWAOVB3358,1,1,8,0,1,46.05,1,1,1,22,0,0,0,0,0,1,0,1,0,1,0,84.0,613.4,0.0,0,368.4,981.8,TNQRPQ1345,3,1,Yes,1,91,4819,3,Limited range of services,2012-06-16
399,6877-LGWXO,0,66,0,1,1,0,0,XYKWLCFXZ6932,1,1,18,4,1,4.98,0,1,1,18,0,0,0,0,0,1,0,1,0,0,0,78.55,1422.65,0.0,0,89.64,1512.29,FSTQSV1474,3,1,Yes,1,84,3521,2,Attitude of support person,2020-08-04
400,5167-GBFRE,0,73,0,1,0,0,0,ZXVMRNXNO4557,0,0,4,5,0,0.0,0,1,2,19,0,0,0,0,0,0,0,1,0,1,0,25.2,102.5,0.0,0,0.0,102.5,JFLGLY3712,3,1,Yes,1,72,4694,5,Poor expertise of online support,2015-06-07
401,1324-NLTJE,1,73,0,1,0,0,0,AFYJDPILO2985,0,0,15,4,1,17.19,1,1,2,19,0,0,0,1,0,0,0,1,0,0,1,55.0,757.1,0.0,0,257.85,1014.95,XDEOXU8714,1,1,Yes,1,94,3167,5,Don't know,2012-08-13
402,5567-WSELE,0,70,0,1,1,0,0,JDYWHSCQX5125,1,1,3,5,1,32.31,1,1,1,27,0,0,0,0,1,1,0,1,0,1,0,94.6,279.55,0.0,0,96.93,376.48,MYBJMY4399,1,1,Yes,1,87,3019,1,Competitor had better devices,2022-03-12
403,6646-VRFOL,0,74,0,1,1,0,0,RMTAGGFIF6727,1,1,53,0,1,39.36,1,1,1,23,0,1,1,0,1,1,0,1,0,1,0,103.85,5485.5,0.0,0,2086.08,7571.58,YZVPKY6577,1,1,Yes,1,87,5860,1,Competitor had better devices,2017-08-05
404,9090-SGQXL,0,70,0,1,1,0,0,NKUXMHIIS4672,1,1,68,0,1,47.17,1,1,1,29,0,1,1,0,1,1,0,1,0,1,0,105.3,7299.65,0.0,0,3207.56,10507.21,QNAXJR1837,3,1,Yes,1,79,6284,1,Competitor offered more data,2013-12-03
405,6595-YGXIT,0,71,0,1,0,0,0,OGEBSOWAD1252,0,0,25,3,1,47.66,1,1,1,23,0,1,0,0,1,0,0,1,0,1,0,88.95,2291.2,0.0,0,1191.5,3482.7,WTJBHO3596,2,1,Yes,1,91,3878,1,Competitor made better offer,2014-03-13
406,9835-ZIITK,0,66,0,1,1,0,0,VTUCGTPAM3523,1,1,66,0,1,48.87,1,1,1,13,0,1,1,1,1,1,0,1,1,1,0,110.85,7491.75,0.0,0,3225.42,10717.17,RRSNJT9512,1,1,Yes,1,74,4281,1,Competitor made better offer,2019-05-21
407,5649-TJHOV,0,68,0,1,1,0,0,QLRXYRHCJ2758,1,1,27,3,0,0.0,0,1,2,25,0,0,0,0,0,1,0,0,0,0,0,36.5,1032.0,0.0,30,0.0,1062.0,EDOMFL3217,1,1,Yes,1,93,4564,3,Product dissatisfaction,2012-08-17
