Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Service ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Status ID,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason
9524-EGPJC,1,Female,33,No,No,No,No,0,IDFIJWWLO6428,No,0,18,None,Yes,34.21,Yes,Yes,Fiber Optic,19,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1,1612.75,48.26,0,615.78,2180.27,KWMXHK9281,1,Churned,Yes,1,80,4260,Competitor,Competitor offered higher download speeds
6993-OHLXR,1,Female,26,Yes,No,No,No,0,SYMJIKXDN9158,No,0,2,None,Yes,30.73,No,Yes,Fiber Optic,39,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,68.95,119.75,0,0,61.46,181.21,NNMHVV6592,1,Churned,Yes,1,84,5225,Competitor,Competitor had better devices
8818-XYFCQ,1,Male,39,No,No,Yes,No,0,TYVHINHZQ5695,Yes,1,32,Offer C,Yes,33.57,Yes,Yes,Fiber Optic,26,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,99.55,3204.65,35.82,110,1074.24,4353.07,RHUHVI7995,1,Churned,Yes,1,71,5026,Competitor,Competitor made better offer
4695-VADHF,1,Male,53,No,No,Yes,No,0,HFASWKZQU1166,Yes,1,18,None,Yes,2.86,No,Yes,DSL,22,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,57.45,990.85,15.73,0,51.48,1026.6,FKOMXQ3267,1,Churned,Yes,1,84,2989,Competitor,Competitor had better devices
3863-IUBJR,1,Male,27,Yes,No,Yes,No,0,QWBNCYXEB4298,Yes,1,12,None,Yes,27.82,No,Yes,DSL,26,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,53.65,696.35,0,0,333.84,1030.19,DIQEXO7557,1,Churned,Yes,1,78,2595,Competitor,Competitor had better devices
8436-BJUMM,1,Male,62,No,No,Yes,No,0,IKSRRLIGX9281,Yes,1,26,Offer C,Yes,35.9,Yes,Yes,Cable,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,2070.6,0,0,933.4,3004,UNXUTP7695,3,Churned,Yes,1,84,2404,Competitor,Competitor offered higher download speeds
9948-YPTDG,1,Male,44,No,No,Yes,No,0,UEIRQLTYU4444,Yes,1,38,None,Yes,35.61,No,Yes,Fiber Optic,13,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.45,3013.05,9.36,40,1353.18,4396.87,XZISKE9793,1,Churned,Yes,1,85,2405,Competitor,Competitor offered more data
4883-QICIH,1,Male,37,No,No,Yes,No,0,PAVUHBBRL2646,Yes,1,32,None,Yes,5.99,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,2347.9,19.67,0,191.68,2519.91,EORCBM2825,2,Churned,Yes,1,96,2356,Other,Don't know
8329-IBCTI,1,Female,50,No,No,No,No,0,IBLKKKPAP6656,No,0,1,Offer E,Yes,6.08,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.65,19.65,0,0,6.08,25.73,WQSCGW7882,3,Churned,Yes,1,91,5881,Competitor,Competitor made better offer
5669-SRAIP,1,Female,55,No,No,No,No,0,CFNILPMZD6467,No,0,5,Offer E,No,0,No,Yes,DSL,2,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,39.5,210.75,39.27,0,0,171.48,RJWEMY7799,2,Churned,Yes,1,93,2863,Competitor,Competitor offered higher download speeds
5981-ITEMU,1,Male,58,No,No,Yes,No,0,QFVZBXVDF3913,Yes,1,40,Offer B,Yes,16.33,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.1,3706.95,41.85,0,653.2,4318.3,OREHON8592,3,Churned,Yes,1,67,3099,Competitor,Competitor offered more data
6941-PMGEP,1,Female,26,Yes,No,No,No,0,VHOXMISIO5274,No,0,5,Offer E,Yes,43.99,No,Yes,Fiber Optic,42,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80,412.5,40,10,219.95,602.45,NBUOFB8324,3,Churned,Yes,1,90,3937,Competitor,Competitor made better offer
1624-WOIWJ,1,Female,40,No,No,No,No,0,XFUVYNIRE1422,No,0,10,None,Yes,45.69,No,Yes,Fiber Optic,18,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,84.7,832.05,12.81,0,456.9,1276.14,TJXPTA7466,1,Churned,Yes,1,69,5686,Competitor,Competitor had better devices
2074-GKOWZ,1,Male,49,No,No,Yes,No,0,OEPMJQZDL9237,Yes,1,2,Offer E,Yes,8.86,No,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,185.55,0,0,17.72,203.27,XYDXEV8455,1,Churned,Yes,1,73,3851,Competitor,Competitor had better devices
0376-YMCJC,1,Male,21,Yes,No,No,No,0,JYZQQYAJG1854,No,0,23,None,Yes,38.69,Yes,Yes,Cable,69,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.6,1943.2,4.73,0,889.87,2828.34,ALQKNN4334,2,Churned,Yes,1,82,4359,Competitor,Competitor offered higher download speeds
0634-SZPQA,1,Female,64,No,No,No,No,0,UVIGJFQLH8447,No,0,23,None,Yes,3.55,Yes,Yes,Fiber Optic,4,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.05,2169.8,27.38,0,81.65,2224.07,JTBNVV4141,2,Churned,Yes,1,67,4650,Competitor,Competitor offered higher download speeds
5536-RTPWK,1,Male,54,No,No,Yes,No,0,VJGUAAZEK6259,Yes,1,49,Offer B,Yes,20.48,Yes,Yes,Fiber Optic,22,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,4853.75,14.24,0,1003.52,5843.03,DSIWFO6277,2,Churned,Yes,1,91,5157,Competitor,Competitor offered higher download speeds
6166-ILMNY,1,Female,46,No,No,No,No,0,TXTLXXLQR1464,No,0,2,None,Yes,26.44,No,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.75,144.55,0,0,52.88,197.43,OGZCTF4531,1,Churned,Yes,1,68,5667,Competitor,Competitor had better devices
3097-NNSPB,1,Female,42,No,No,No,No,0,UWAJRKSPP1182,No,0,2,Offer E,Yes,14.7,No,Yes,DSL,13,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,49.05,91.1,0,40,29.4,160.5,ONWLED6124,1,Churned,Yes,1,91,2960,Competitor,Competitor had better devices
0655-RBDUG,1,Male,32,No,No,No,No,0,CGPJDNBFC1366,No,0,7,Offer E,Yes,9.25,Yes,Yes,Fiber Optic,29,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.05,713,0,0,64.75,777.75,FOJZSA7335,1,Churned,Yes,1,86,2561,Competitor,Competitor had better devices
4361-BKAXE,1,Female,23,Yes,No,No,No,0,XNPZEKOAV5434,No,0,41,Offer B,Yes,21.56,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,114.5,4527.45,0,0,883.96,5411.41,TVAQIM7359,1,Churned,Yes,1,80,3038,Competitor,Competitor made better offer
9878-TNQGW,1,Male,51,No,No,No,No,0,TINKQJATZ5893,No,0,2,Offer E,Yes,17.33,No,Yes,Fiber Optic,14,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.95,171.15,0,0,34.66,205.81,CNBURK9411,3,Churned,Yes,1,65,3533,Competitor,Competitor made better offer
4607-CHPCA,1,Male,63,No,No,Yes,No,0,DOQCQWKEN4715,Yes,1,25,None,Yes,35.27,No,Yes,Fiber Optic,4,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,90.4,2178.6,0,140,881.75,3200.35,WRBXVX5993,3,Churned,Yes,1,91,5801,Competitor,Competitor made better offer
8824-RWFXJ,1,Male,21,Yes,No,Yes,No,0,ZXGDLCFTN2215,Yes,1,3,Offer E,Yes,29.29,No,Yes,Cable,52,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,56.15,168.15,0,0,87.87,256.02,OJRVAY2392,1,Churned,Yes,1,83,2539,Competitor,Competitor had better devices
9763-PDTKK,1,Female,59,No,No,No,No,0,FKWPQODGX1122,No,0,4,Offer E,Yes,39.68,No,Yes,Fiber Optic,18,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.4,387.2,0,0,158.72,545.92,RXNDXW1292,1,Churned,Yes,1,74,4249,Competitor,Competitor had better devices
7627-JKIAZ,1,Female,62,No,No,Yes,No,0,TNJLUUFSU1168,No,0,37,None,Yes,37.49,Yes,Yes,Fiber Optic,29,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,78.95,2839.65,0,0,1387.13,4226.78,UYWILX4567,3,Churned,Yes,1,90,3982,Competitor,Competitor offered higher download speeds
4081-DYXAV,1,Female,27,Yes,No,No,No,0,IIFTTYOES4387,No,0,19,None,No,0,No,Yes,DSL,48,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,44.85,893.55,0,0,0,893.55,SDLKYA9761,3,Churned,Yes,1,72,5182,Competitor,Competitor offered higher download speeds
0927-LCSMG,1,Male,23,Yes,No,No,No,0,ZYDFEDNRN4458,No,0,7,Offer E,Yes,21.58,No,Yes,Fiber Optic,71,No,No,Yes,No,No,No,Yes,No,Month-to-Month,No,Mailed Check,74.65,544.55,0,10,151.06,705.61,WLXPDC5752,3,Churned,Yes,1,75,3331,Competitor,Competitor offered more data
8257-RZAHR,1,Female,51,No,No,Yes,No,0,YCBQRGKMO9555,Yes,1,14,Offer D,Yes,20.4,Yes,Yes,DSL,30,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,64.7,941,0,0,285.6,1226.6,LNECPK4288,1,Churned,Yes,1,86,4049,Competitor,Competitor offered more data
0841-NULXI,1,Male,38,No,No,No,No,0,IVJPFVEWP8135,No,0,1,None,No,0,No,Yes,DSL,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.55,35.55,0,0,0,35.55,THWZEN8212,1,Churned,Yes,1,71,3958,Other,Don't know
7851-WZEKY,1,Female,32,No,No,No,No,0,XSACUKYRR2367,No,0,2,Offer E,Yes,38.51,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.15,196.9,0,0,77.02,273.92,AMJFPU5934,2,Churned,Yes,1,82,2414,Competitor,Competitor made better offer
8844-TONUD,1,Male,54,No,No,Yes,No,0,DNULCPUTA3317,Yes,4,13,Offer D,Yes,45.6,No,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,96.65,1162.85,0,0,592.8,1755.65,KGEBYS2662,1,Churned,Yes,1,75,5295,Competitor,Competitor had better devices
5868-CZJDR,1,Male,41,No,No,No,No,0,AACIMLEFM1144,No,0,1,Offer E,No,0,No,Yes,DSL,6,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,31.35,31.35,0,80,0,111.35,MPKORZ6629,2,Churned,Yes,1,85,3605,Attitude,Attitude of service provider
0135-NMXAP,1,Female,57,No,No,No,No,0,FYDFJWTUV9816,No,0,12,Offer D,Yes,14.38,Yes,Yes,Fiber Optic,6,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.75,1052.4,0,0,172.56,1224.96,QQQLCX9791,3,Churned,Yes,1,90,5671,Attitude,Attitude of support person
6270-OMFIW,1,Male,33,No,No,Yes,No,0,IRQZKCTBD8185,Yes,9,60,Offer B,Yes,47.4,No,Yes,Cable,29,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.4,5610.25,0,0,2844,8454.25,YTGHTQ9876,2,Churned,Yes,1,91,4990,Attitude,Attitude of support person
0107-WESLM,1,Male,32,No,No,No,No,0,BAYPDGSNC5693,No,0,1,Offer E,Yes,31.77,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.85,19.85,0,0,31.77,51.62,VMXUKJ8354,2,Churned,Yes,1,66,3874,Attitude,Attitude of support person
3992-YWPKO,1,Female,55,No,No,No,No,0,WLLACZTWT9153,No,0,6,Offer E,Yes,20.36,Yes,Yes,Fiber Optic,10,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.9,669.45,0,0,122.16,791.61,QDFFIH2314,1,Churned,Yes,1,69,5750,Competitor,Competitor had better devices
0125-LZQXK,1,Male,42,No,No,No,No,0,ECGRSSYQC2691,No,0,15,Offer D,Yes,45.92,No,Yes,Fiber Optic,12,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,1553.95,0,0,688.8,2242.75,FPPZCV6391,2,Churned,Yes,1,91,3025,Attitude,Attitude of service provider
5673-FSSMF,1,Female,19,Yes,No,No,No,0,EXMKHEIUP4758,No,0,1,Offer E,Yes,33.48,Yes,Yes,Cable,59,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,60.15,60.15,0,20,33.48,113.63,JGZDKI6557,3,Churned,Yes,1,91,4611,Attitude,Attitude of support person
1579-KLYDT,1,Male,31,No,No,No,No,0,GQXDUDUEJ5716,No,0,7,Offer E,Yes,35.91,Yes,Yes,Fiber Optic,27,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.45,593.45,0,0,251.37,844.82,XVRMSC5999,2,Churned,Yes,1,91,5356,Competitor,Competitor made better offer
3927-NLNRY,1,Male,48,No,No,Yes,No,0,CZAIBWBBA8816,Yes,1,53,Offer B,Yes,15.77,No,Yes,Fiber Optic,9,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.25,4867.95,0,0,835.81,5703.76,YIKABE9846,3,Churned,Yes,1,96,5414,Other,Moved
6358-LYNGM,1,Male,26,Yes,No,No,No,0,MQWSUWTBB6727,No,0,1,Offer E,Yes,1.84,Yes,Yes,Fiber Optic,76,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,74.9,0,0,1.84,76.74,UUBRQX2612,3,Churned,Yes,1,84,2548,Other,Moved
5494-HECPR,1,Female,34,No,No,No,No,0,TQDAXQWIF8153,No,0,1,Offer E,Yes,32.92,No,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,80.25,0,0,32.92,113.17,BYSOKE3217,2,Churned,Yes,1,69,2502,Other,Moved
9824-BEMCV,1,Male,58,No,No,Yes,No,0,IRVGJEUTT7514,Yes,1,17,Offer D,Yes,44.97,No,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69,1149.65,0,0,764.49,1914.14,FVLDEX7124,2,Churned,Yes,1,77,3368,Competitor,Competitor offered higher download speeds
1373-ORVIZ,1,Female,62,No,No,Yes,No,0,NCARBZINA9173,Yes,1,11,Offer D,Yes,15.69,Yes,Yes,DSL,12,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.35,740.8,0,0,172.59,913.39,VPVIWS5432,1,Churned,Yes,1,91,2860,Competitor,Competitor had better devices
9866-QEVEE,1,Male,58,No,No,No,No,0,RHUYHXBHZ5876,No,0,19,Offer D,Yes,20.41,Yes,Yes,Fiber Optic,11,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86,1532.45,0,30,387.79,1950.24,GZUEUL1933,1,Churned,Yes,1,91,4857,Competitor,Competitor had better devices
9897-KXHCM,1,Female,37,No,No,Yes,No,0,SOIPDGMEJ1588,Yes,1,3,Offer E,Yes,48.38,No,Yes,Fiber Optic,14,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.3,250.05,0,0,145.14,395.19,ZMSXYU6646,1,Churned,Yes,1,72,3212,Competitor,Competitor offered higher download speeds
7979-CORPM,1,Male,40,No,No,No,No,0,ZUDJBJWLM3643,No,0,24,None,Yes,35.93,Yes,Yes,Fiber Optic,5,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,90.55,2282.55,0,0,862.32,3144.87,JKBFZR3199,2,Churned,Yes,1,67,5927,Other,Don't know
1618-CFHME,1,Female,30,No,No,No,No,0,HPGZAZANT6812,No,0,2,None,Yes,26.87,Yes,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,143.35,0,0,53.74,197.09,KVZIUY2543,1,Churned,Yes,1,86,2101,Other,Don't know
3165-HDOEW,1,Male,47,No,No,Yes,No,0,QNAQANLIH7434,Yes,1,1,None,Yes,14.9,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,45.85,0,0,14.9,60.75,VQCSWH2485,2,Churned,Yes,1,73,3706,Other,Don't know
6581-NQCBA,1,Female,36,No,No,Yes,No,0,JLCDSPSGY8163,Yes,1,16,Offer D,No,0,No,Yes,DSL,29,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.95,810.2,0,0,0,810.2,YYSJRS4352,1,Churned,Yes,1,78,4840,Other,Don't know
1689-MRZQR,1,Male,36,No,No,Yes,No,0,CUVAJYKNT9512,Yes,1,34,None,Yes,13.45,No,Yes,Fiber Optic,12,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.3,2564.3,0,0,457.3,3021.6,IZKXJB6115,3,Churned,Yes,1,77,2777,Other,Don't know
5835-BEQEU,1,Male,44,No,No,No,No,0,LBWDOHKXY8548,No,0,3,None,Yes,38.38,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,76.95,228.4,0,10,115.14,353.54,ESQFEB4873,2,Churned,Yes,1,92,4428,Competitor,Competitor made better offer
5552-ZNFSJ,1,Male,49,No,No,No,No,0,INETPLQYI2486,No,0,1,None,Yes,34.37,No,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.3,45.3,0,0,34.37,79.67,CIMRFL8213,3,Churned,Yes,1,66,4568,Other,Poor expertise of online support
2223-KAGMX,1,Female,47,No,No,No,No,0,JBIBVIICT2547,No,0,15,Offer D,Yes,33.14,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.4,289.3,0,0,497.1,786.4,NOMEIQ5584,1,Churned,Yes,1,87,5379,Price,Long distance charges
7321-PKUYW,1,Female,46,No,No,No,No,0,UONIVBHOJ6824,No,0,11,Offer D,Yes,22.36,Yes,Yes,Cable,3,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.15,987.95,0,0,245.96,1233.91,QZPNCA5369,1,Churned,Yes,1,66,5250,Competitor,Competitor had better devices
2833-SLKDQ,1,Male,23,Yes,No,No,No,0,WPQILUYTC3382,No,0,1,None,Yes,48.03,No,Yes,Cable,73,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,45.05,45.05,0,0,48.03,93.08,ZATGHG7734,1,Churned,Yes,1,91,4094,Competitor,Competitor had better devices
7595-EUIVN,1,Female,53,No,No,No,No,0,HGWLLUWVG4668,No,0,1,None,Yes,14.48,No,Yes,Fiber Optic,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.8,75.8,0,0,14.48,90.28,VLIBIG3874,1,Churned,Yes,1,70,3940,Competitor,Competitor had better devices
2026-TGDHM,1,Female,54,No,No,No,No,0,UWQZJXGMP3373,No,0,7,None,Yes,19.21,No,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,79.3,523.15,0,10,134.47,667.62,GQCMZV2653,1,Churned,Yes,1,69,3830,Competitor,Competitor had better devices
4030-VPZBD,1,Female,53,No,No,No,No,0,JGOXREJMD3152,No,0,2,None,No,0,No,Yes,DSL,18,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.9,59.05,0,0,0,59.05,TTAVER2559,2,Churned,Yes,1,91,2860,Dissatisfaction,Network reliability
2408-TZMJL,1,Male,43,No,No,Yes,No,0,ZHCPXPARS9957,Yes,1,59,Offer B,Yes,22.71,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.15,6448.05,0,0,1339.89,7787.94,WYVYHM8334,1,Churned,Yes,1,90,4601,Dissatisfaction,Network reliability
7993-PYKOF,1,Male,20,Yes,No,Yes,No,0,MGSDRYTWV4176,Yes,1,8,None,Yes,5.34,No,Yes,Fiber Optic,42,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,75,632.95,0,0,42.72,675.67,ARXFYJ8638,1,Churned,Yes,1,80,2587,Dissatisfaction,Network reliability
5027-XWQHA,1,Male,35,No,No,No,No,0,UFBBKEZPR6217,No,0,6,None,Yes,41.16,No,Yes,Cable,10,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,44.75,270.95,0,10,246.96,527.91,OWMLLQ7211,2,Churned,Yes,1,78,2087,Dissatisfaction,Network reliability
4566-QVRRW,1,Female,41,No,No,Yes,No,0,PHOEPCMKM8417,Yes,1,11,Offer D,Yes,24.83,No,Yes,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.05,483.7,0,0,273.13,756.83,XXXWEF7652,1,Churned,Yes,1,84,3200,Competitor,Competitor had better devices
0201-OAMXR,1,Female,30,No,No,No,No,0,SLKRZILPZ4866,No,0,70,Offer A,Yes,10.21,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,115.55,8127.6,0,0,714.7,8842.3,MEXATR6332,1,Churned,Yes,1,87,4838,Dissatisfaction,Network reliability
7831-QGOXH,1,Female,27,Yes,No,No,No,0,PDGIHKXGT8538,No,0,18,None,Yes,24.4,Yes,Yes,Fiber Optic,71,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.2,1553.9,0,0,439.2,1993.1,AGEUQN1457,3,Churned,Yes,1,77,3326,Other,Don't know
6393-WRYZE,1,Female,35,No,No,Yes,No,0,XEHPNXPZK4937,Yes,1,34,None,Yes,43.33,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.65,3207.55,0,0,1473.22,4680.77,XZYBNG7348,2,Churned,Yes,1,87,3979,Other,Don't know
6599-RCLCJ,1,Male,54,No,No,Yes,No,0,KVMTCYWZX8136,Yes,1,47,Offer B,Yes,7.62,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,109.55,5124.55,0,0,358.14,5482.69,LPOGSW7392,2,Churned,Yes,1,90,5863,Competitor,Competitor made better offer
9831-BPFRI,1,Female,50,No,No,Yes,No,0,GSSJPYCNS8863,Yes,1,39,None,Yes,35.32,Yes,Yes,Fiber Optic,30,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,89.55,3474.45,0,0,1377.48,4851.93,DGDTHE7477,2,Churned,Yes,1,65,3849,Dissatisfaction,Poor expertise of online support
1725-MIMXW,1,Male,42,No,No,No,No,0,ZZSZFCXLE5888,No,0,1,Offer E,Yes,48.96,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.45,19.45,0,0,48.96,68.41,QKULDN5145,2,Churned,Yes,1,78,5687,Dissatisfaction,Poor expertise of phone support
0031-PVLZI,1,Female,34,No,No,Yes,No,0,LXTNULOOW7351,No,0,4,Offer E,Yes,12.43,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,76.35,0,0,49.72,126.07,YJZQLI2714,1,Churned,Yes,1,81,4133,Price,Long distance charges
4791-QRGMF,1,Male,33,No,No,Yes,No,0,TCNHCSJWE2796,Yes,1,59,Offer B,Yes,10.76,Yes,Yes,Fiber Optic,5,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.5,5961.1,0,0,634.84,6595.94,ZNWTTG8374,3,Churned,Yes,1,76,6098,Competitor,Competitor offered more data
4671-LXRDQ,1,Male,44,No,No,No,No,0,RIRTXASRJ1178,No,0,2,None,Yes,17.25,No,Yes,Cable,3,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45,96.45,0,30,34.5,160.95,GAREGK1516,1,Churned,Yes,1,93,5704,Competitor,Competitor had better devices
1934-SJVJK,1,Male,35,No,No,No,No,0,AWFREKZFU1272,No,0,1,Offer E,Yes,40.51,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.15,20.15,0,0,40.51,60.66,OTHLNF6678,2,Churned,Yes,1,70,4103,Price,Long distance charges
3838-OZURD,1,Male,28,Yes,No,Yes,No,0,SNZFUBQVY4373,No,0,66,Offer A,Yes,7.28,Yes,Yes,Fiber Optic,51,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105,7133.25,0,0,480.48,7613.73,LRKJWU4448,1,Churned,Yes,1,96,5723,Competitor,Competitor had better devices
9269-CQOOL,1,Male,58,No,No,No,No,0,NQLSRKWTU1274,No,0,3,Offer E,Yes,2.88,No,Yes,DSL,17,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,54.7,169.45,0,0,8.64,178.09,UAYLVW2454,1,Churned,Yes,1,66,3335,Competitor,Competitor had better devices
2845-HSJCY,1,Female,49,No,No,Yes,No,0,ESUATPGZG9217,Yes,1,14,None,Yes,29.18,Yes,Yes,Fiber Optic,19,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.25,1258.6,0,0,408.52,1667.12,YDEOQL3437,2,Churned,Yes,1,78,4786,Competitor,Competitor made better offer
1184-PJVDB,1,Male,38,No,No,Yes,No,0,DQPEEJPZP5821,Yes,1,10,None,Yes,11.3,No,Yes,Fiber Optic,4,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.95,857.2,0,0,113,970.2,CWUKRA4421,1,Churned,Yes,1,68,5640,Competitor,Competitor had better devices
