Age,Age Group,Number of Dependents,Membership,Satisfaction Score,Tech services,Streaming services,Combined Product,Contract,Tenure in Months,Monthly Charge,Total Revenue,Churn Value
66,60,0,None,4,1,0,2,Month-to-Month,42,55.65,3555.75,0
78,70,0,Offer D,4,1,0,4,Month-to-Month,18,74.7,1694.22,0
72,70,0,Offer E,4,2,0,4,Month-to-Month,5,80.7,556.15,0
79,70,0,None,4,1,2,4,Month-to-Month,33,100.6,4725.55,0
73,70,0,None,5,0,0,4,Month-to-Month,54,74,5817.79,0
67,60,0,None,5,1,2,4,Month-to-Month,54,99.05,7413.62,0
73,70,0,None,3,3,2,4,One Year,69,110.55,8182.8,0
72,70,0,None,3,2,0,4,One Year,27,85.9,3330.07,0
72,70,0,Offer C,3,3,1,2,One Year,31,50.4,1580.1,0
68,60,0,None,4,1,0,3,Month-to-Month,67,54.9,6970.31,0
75,70,0,None,4,1,2,4,One Year,55,100.15,7037.75,0
76,70,0,Offer B,3,0,0,2,Month-to-Month,54,24.95,1364.75,0
68,60,0,Offer E,4,1,0,3,Month-to-Month,2,56.55,181.73,0
65,60,0,None,4,3,2,4,Two Year,67,105.05,9465.11,0
76,70,0,Offer B,5,2,2,4,Month-to-Month,65,104.35,7136.9,0
74,70,0,Offer C,5,1,1,4,Month-to-Month,36,91.95,3690.81,0
79,70,0,Offer B,4,2,1,3,One Year,54,65.25,3774.44,0
74,70,0,Offer B,4,1,2,4,One Year,60,101.4,9111.8,0
71,70,0,Offer B,3,4,1,3,One Year,63,83,6227.11,0
70,70,0,Offer E,4,0,0,4,Month-to-Month,2,70.1,211.63,0
77,70,0,None,3,2,0,4,Month-to-Month,69,84.9,6804.09,0
71,70,1,Offer B,3,3,0,4,One Year,58,89.85,6324.69,0
77,70,2,None,3,4,2,4,One Year,66,116.25,8078.07,0
71,70,0,Offer B,4,1,0,2,Month-to-Month,51,29.45,1459.35,0
69,60,0,Offer B,3,2,1,3,Month-to-Month,50,70.35,4816.1,0
67,60,0,None,3,3,2,4,Two Year,72,109.55,9195.82,0
76,70,0,Offer B,3,2,0,2,One Year,63,36.1,2298.9,0
77,70,0,Offer D,4,0,0,1,One Year,18,20.35,1045.14,0
67,60,0,Offer C,3,2,2,4,Month-to-Month,28,105.8,3679.8,0
72,70,0,Offer B,4,3,1,4,One Year,53,96.75,7039.29,0
79,70,0,None,3,3,0,1,Two Year,68,41.95,2965.75,0
66,60,0,Offer E,5,1,1,4,Month-to-Month,9,90.1,1176.8,0
68,60,0,Offer B,5,2,1,2,One Year,54,72.1,6339.27,0
78,70,0,Offer B,3,2,2,4,Month-to-Month,64,103.5,7777.45,0
76,70,0,None,4,3,2,4,Two Year,72,109.7,9895.73,0
72,70,0,None,3,3,2,3,Two Year,72,84.1,9542.45,0
68,60,0,Offer D,4,0,1,4,Month-to-Month,16,78.75,1850.57,0
80,80,0,Offer E,5,1,0,4,Month-to-Month,3,74.6,387.58,0
76,70,0,Offer C,5,3,2,3,Month-to-Month,27,83.85,2402.81,0
78,70,0,Offer C,4,1,2,4,Month-to-Month,35,99.05,4662,0
74,70,0,Offer E,5,0,0,3,Month-to-Month,2,43.95,123.28,0
70,70,0,None,3,0,0,1,Two Year,72,25.7,2547.96,0
66,60,0,None,3,2,1,4,Month-to-Month,68,95.9,7840.76,0
67,60,0,None,3,2,2,4,One Year,67,107.05,9719.99,0
68,60,0,None,4,0,2,2,Month-to-Month,13,45.3,528.45,0
65,60,0,None,3,0,2,4,Month-to-Month,22,89.75,2431.26,0
76,70,0,Offer B,4,2,1,4,One Year,51,93.65,4951.86,0
74,70,3,None,4,3,1,3,One Year,71,72.9,8433.46,0
72,70,0,Offer B,4,2,2,3,Two Year,57,79.75,4956.9,0
69,60,0,Offer B,4,3,2,3,Two Year,62,79.95,6346.19,0
72,70,0,None,4,2,2,4,One Year,70,105.55,9557.15,0
80,80,0,None,4,3,0,4,Month-to-Month,45,85.7,4014.4,0
77,70,0,None,5,2,1,4,Month-to-Month,57,94,6752.8,0
65,60,0,None,4,2,2,4,Month-to-Month,18,103.6,1839.21,0
69,60,0,Offer E,5,0,1,4,Month-to-Month,6,79.7,787.52,0
71,70,0,None,5,0,0,3,Month-to-Month,1,45.85,86.23,0
68,60,0,Offer A,4,3,1,4,One Year,71,99.65,7458.86,0
69,60,0,None,4,1,2,4,One Year,51,94,5116.89,0
75,70,0,None,4,4,0,2,One Year,56,68.45,5515.92,0
77,70,0,None,5,2,1,2,Month-to-Month,64,43.85,2781,0
66,60,0,Offer A,5,0,0,1,Two Year,68,20,2108.64,0
79,70,0,Offer A,3,3,0,3,Two Year,67,64.55,6185.06,0
66,60,0,None,3,2,1,4,Month-to-Month,42,95.55,4891.98,0
77,70,0,None,3,4,0,4,Month-to-Month,61,94.2,7954.2,0
77,70,0,None,3,3,1,4,One Year,53,94,7396.37,0
72,70,0,Offer C,3,3,2,4,One Year,35,108.35,4101.7,0
78,70,0,Offer A,3,4,2,1,Two Year,72,63.1,4685.55,0
80,80,0,Offer C,5,1,1,4,Month-to-Month,34,85.2,3882.89,0
77,70,0,None,4,2,2,4,Month-to-Month,63,103.5,7622.22,0
75,70,0,None,5,0,2,2,Month-to-Month,6,44.4,263.05,0
67,60,0,None,4,2,0,2,One Year,55,60,3815.5,0
37,30,0,None,1,2,0,3,Month-to-Month,2,53.85,129.09,1
19,10,2,None,2,0,0,4,Month-to-Month,2,70.7,169.89,1
31,30,2,None,3,1,2,2,Month-to-Month,8,99.65,917.7,1
23,20,3,Offer C,3,2,2,4,Month-to-Month,28,104.8,3182.97,1
38,30,1,None,1,2,2,4,Month-to-Month,49,103.7,7208.47,1
21,20,0,None,1,2,0,2,Month-to-Month,10,55.2,622.45,1
29,20,0,None,1,0,0,1,Month-to-Month,1,20.15,53.73,1
61,60,1,None,1,1,2,4,Month-to-Month,47,99.35,6222.6,1
27,20,0,None,1,1,0,2,Month-to-Month,1,30.2,30.2,1
20,20,0,None,1,0,2,2,Month-to-Month,17,64.7,1782.45,1
56,50,3,None,1,0,0,4,Month-to-Month,5,69.7,379.9,1
51,50,1,Offer C,2,2,2,4,Month-to-Month,34,106.35,4286.71,1
48,40,2,None,3,1,2,2,Month-to-Month,11,97.85,1408.67,1
32,30,2,None,1,0,1,4,Month-to-Month,2,80.65,175.85,1
34,30,1,None,1,2,2,4,Month-to-Month,15,99.1,1485.8,1
41,40,2,None,3,0,2,4,Month-to-Month,9,94.4,1102.14,1
32,30,3,None,1,0,1,4,Month-to-Month,1,79.35,92.48,1
34,30,5,None,1,1,0,4,Month-to-Month,7,75.15,557.73,1
34,30,3,None,1,1,0,4,Month-to-Month,12,78.95,1311.43,1
30,30,0,Offer E,3,0,0,1,Month-to-Month,5,21.05,285.15,1
26,20,0,Offer A,2,3,2,4,Two Year,68,110,8617.57,1
37,30,1,None,1,2,1,4,Month-to-Month,55,96.75,7937.2,1
62,60,2,None,2,1,2,4,Month-to-Month,10,100.25,1309.45,1
21,20,2,Offer E,1,0,0,4,Month-to-Month,3,74.4,264.61,1
27,20,0,Offer C,1,3,2,2,Month-to-Month,25,58.6,1498.17,1
64,60,0,Offer E,3,0,1,2,Month-to-Month,1,35.45,35.45,1
45,40,0,Offer E,3,0,0,3,Month-to-Month,2,44.35,174.93,1
53,50,0,Offer E,1,2,1,3,Month-to-Month,8,71.15,948.77,1
63,60,0,Offer E,1,0,0,2,Month-to-Month,1,45.65,59.77,1
32,30,4,Offer E,1,0,2,2,Month-to-Month,7,95,772.54,1
26,20,1,None,1,1,0,4,Month-to-Month,20,82.4,2290.92,1
42,40,1,Offer E,1,0,0,4,Month-to-Month,4,70.9,398.26,1
26,20,3,Offer E,3,2,2,4,Month-to-Month,2,104.4,220.38,1
24,20,0,None,1,1,2,4,One Year,53,94.85,7134.51,1
54,50,0,Offer E,1,1,0,2,Month-to-Month,1,29.95,29.95,1
51,50,2,Offer E,2,0,1,4,Month-to-Month,8,84.5,835.28,1
48,40,3,None,1,2,0,4,Month-to-Month,13,79.25,1499.42,1
29,20,0,Offer E,1,0,0,2,Month-to-Month,1,24.8,24.8,1
39,30,2,None,2,2,1,4,Month-to-Month,6,91,783.48,1
62,60,3,None,2,0,1,4,Month-to-Month,1,79.9,103.1,1
43,40,1,None,1,3,2,4,Month-to-Month,19,106.6,2491.38,1
19,10,0,None,3,0,0,3,Month-to-Month,2,46,184.12,1
39,30,2,None,2,0,0,4,Month-to-Month,4,70.15,364.26,1
50,50,0,None,2,1,0,2,Month-to-Month,4,50.05,218.03,1
22,20,0,None,2,0,1,3,Month-to-Month,1,55.2,90.8,1
40,40,1,None,2,1,1,4,Month-to-Month,1,84.6,111.45,1
22,20,0,None,3,1,0,3,Month-to-Month,2,54.4,202.72,1
37,30,0,None,1,1,0,3,Month-to-Month,1,48.55,59.9,1
47,40,0,None,1,0,0,4,Month-to-Month,2,70.4,239.61,1
41,40,0,Offer E,2,0,0,2,Month-to-Month,2,44.6,140.93,1
51,50,0,None,3,0,0,1,Two Year,59,19.35,2656.55,1
60,60,0,Offer E,2,0,0,1,Month-to-Month,1,24.8,24.8,1
30,30,0,Offer E,2,0,0,4,Month-to-Month,1,70.6,115.19,1
51,50,0,Offer E,3,2,0,4,Month-to-Month,5,85.4,567.18,1
20,20,0,None,2,2,2,4,Month-to-Month,52,105.05,6147.93,1
52,50,0,None,3,1,2,4,Month-to-Month,18,95.15,1796.96,1
41,40,0,Offer E,3,0,0,4,Month-to-Month,1,70,99.15,1
34,30,0,None,2,0,0,3,Month-to-Month,10,44.85,931.2,1
21,20,0,None,1,1,0,4,Month-to-Month,1,73.6,79.79,1
30,30,0,Offer E,2,0,1,4,Month-to-Month,5,80.6,448.01,1
55,50,0,Offer C,1,3,2,3,One Year,38,80.3,4659.97,1
29,20,0,None,3,0,0,4,Month-to-Month,7,73.85,698.56,1
54,50,0,None,1,1,0,4,Month-to-Month,2,80.6,166.44,1
63,60,0,Offer A,3,3,1,3,One Year,68,75.8,7368.19,1
24,20,0,None,1,2,2,4,Two Year,43,104.6,5313.69,1
61,60,0,None,2,2,2,4,Month-to-Month,63,103.4,9686.85,1
47,40,0,Offer E,3,0,2,4,Month-to-Month,2,90.4,189.26,1
26,20,0,Offer E,3,2,0,4,Month-to-Month,4,84.8,486.98,1
40,40,0,None,3,0,1,4,Month-to-Month,10,80.25,1117,1
54,50,0,Offer E,3,1,2,4,Month-to-Month,5,96.5,596.85,1
22,20,0,Offer E,1,0,1,2,Month-to-Month,2,85.65,262.36,1
48,40,0,Offer C,3,2,2,4,Month-to-Month,25,104.95,2789.25,1
26,20,0,Offer E,1,1,0,3,Month-to-Month,1,50.65,65.43,1
64,60,0,Offer E,3,1,1,4,Month-to-Month,1,90.85,99.41,1
63,60,0,Offer C,3,1,0,4,Month-to-Month,34,73.95,2577.15,1
30,30,0,Offer A,3,1,2,4,Month-to-Month,69,99.45,10374.8,1
59,50,0,Offer E,3,0,0,1,Month-to-Month,1,19.9,56.53,1
52,50,0,Offer E,1,0,0,1,Month-to-Month,1,19.6,33.77,1
23,20,0,None,1,1,1,2,Month-to-Month,22,83.3,1934.12,1
22,20,0,None,3,0,0,1,Month-to-Month,61,19.4,4005.02,1
49,40,0,None,3,0,0,3,Month-to-Month,12,45.4,652.34,1
20,20,0,None,2,2,2,4,Month-to-Month,60,105.9,7038.45,1
54,50,0,Offer E,1,0,0,4,Month-to-Month,1,69.55,99.33,1
58,50,0,Offer C,1,0,1,4,Month-to-Month,28,81.05,2698.9,1
21,20,0,Offer E,1,1,2,4,Month-to-Month,4,101.15,424.14,1
61,60,0,None,1,1,2,4,Month-to-Month,7,99.8,1012.46,1
60,60,0,Offer D,1,0,1,3,Month-to-Month,13,55.95,982,1
25,20,0,None,1,0,1,2,Month-to-Month,1,55,102.22,1
52,50,0,None,1,1,0,4,Month-to-Month,1,74.7,96.61,1
52,50,0,Offer C,1,1,0,4,Month-to-Month,24,80.25,3044.7,1
61,60,0,None,1,1,2,4,Month-to-Month,5,96.1,608.85,1
40,40,0,Offer D,1,0,0,4,Month-to-Month,15,69,1064.85,1
28,20,0,None,1,2,1,1,Month-to-Month,48,45.3,2285,1
32,30,0,None,1,1,1,2,Month-to-Month,8,83.55,938.61,1
32,30,0,None,1,0,0,4,Month-to-Month,1,74.35,88.37,1
28,20,0,None,1,1,0,4,Month-to-Month,2,74.4,158.98,1
51,50,0,Offer D,3,2,1,2,One Year,22,43.75,903.6,1
49,40,0,Offer D,1,3,1,4,Month-to-Month,12,99.7,1431.29,1
49,40,0,None,2,1,2,4,Month-to-Month,2,94.2,205.08,1
64,60,0,None,3,1,0,4,Month-to-Month,6,80.5,719.57,1
55,50,0,None,1,2,2,4,Month-to-Month,40,104.8,5555.15,1
47,40,0,Offer D,1,0,0,4,Month-to-Month,23,75.6,2393.63,1
22,20,0,Offer C,3,1,2,4,Month-to-Month,34,100.05,4285.06,1
51,50,0,Offer E,3,0,1,4,Month-to-Month,1,85,115.52,1
33,30,0,Offer D,3,0,1,4,Month-to-Month,10,86.05,893.3,1
52,50,0,Offer D,3,2,1,2,Month-to-Month,13,45.55,597,1
29,20,0,Offer C,1,1,1,4,Month-to-Month,39,86.3,4835.75,1
31,30,0,Offer C,1,1,0,4,Month-to-Month,32,80.35,2643.83,1
44,40,0,Offer C,3,1,2,4,Month-to-Month,35,100.25,3894.75,1
50,50,0,None,2,1,2,4,One Year,56,100.3,7178.85,1
48,40,0,Offer D,1,0,0,1,Month-to-Month,12,19,467.31,1
28,20,0,None,1,1,0,4,Month-to-Month,1,75.3,79.43,1
52,50,0,Offer D,1,3,0,3,Month-to-Month,12,61.65,1148.63,1
32,30,0,Offer E,2,1,0,2,Month-to-Month,9,29.95,258.95,1
20,20,0,Offer E,1,4,0,2,Month-to-Month,9,65,720.2,1
27,20,0,Offer E,3,0,0,1,Month-to-Month,7,20,249.88,1
20,20,0,None,1,2,2,4,Month-to-Month,65,105.5,9204.75,1
26,20,0,Offer D,3,0,1,4,Month-to-Month,10,85.25,975.5,1
57,50,0,None,2,0,1,3,Month-to-Month,43,56.15,4101.05,1
38,30,0,Offer E,2,0,2,2,Month-to-Month,1,89.55,132.01,1
57,50,0,Offer E,3,0,0,3,Month-to-Month,1,45.7,51.25,1
30,30,0,None,1,0,0,4,Month-to-Month,3,69.55,301.08,1
23,20,0,Offer E,3,1,0,4,Month-to-Month,1,74.6,106.76,1
40,40,0,Offer E,3,0,0,1,One Year,2,19.85,66.18,1
48,40,0,Offer E,2,0,0,1,Month-to-Month,4,24.25,96.05,1
52,50,0,Offer E,2,0,0,4,Month-to-Month,2,69.65,160.43,1
47,40,0,None,1,0,0,3,Month-to-Month,4,45.65,372.65,1
23,20,0,Offer E,2,0,0,4,Month-to-Month,1,75.05,107.91,1
19,10,0,Offer E,1,0,1,2,Month-to-Month,2,34.7,62.25,1
48,40,0,Offer E,1,0,1,2,Month-to-Month,1,80,115.71,1
63,60,0,Offer E,3,0,0,4,Month-to-Month,3,75.1,350.26,1
23,20,0,None,1,1,0,2,Month-to-Month,3,50.15,208.77,1
54,50,0,Offer C,2,2,0,4,Month-to-Month,25,79.85,2685.6,1
27,20,0,None,2,0,0,1,Month-to-Month,1,19.55,57.99,1
48,40,0,None,3,0,1,4,Month-to-Month,4,85.95,397.86,1
26,20,0,None,3,0,0,3,Month-to-Month,3,45.35,250.94,1
29,20,0,None,1,2,0,2,Month-to-Month,45,87.25,4143.3,1
51,50,0,Offer D,1,1,2,4,Month-to-Month,10,98.55,1284.25,1
37,30,0,None,3,1,1,4,Month-to-Month,15,85.9,1639,1
38,30,0,None,1,0,2,4,Month-to-Month,22,89.25,2304.07,1
31,30,0,None,1,0,0,4,Month-to-Month,3,70.3,288.98,1
49,40,0,None,1,0,2,4,Month-to-Month,15,93.35,2178.6,1
45,40,0,None,2,0,0,1,Month-to-Month,1,19.9,69.41,1
37,30,0,None,1,2,1,2,Month-to-Month,5,88.9,662,1
24,20,0,Offer C,2,1,2,4,One Year,33,95.8,4476.15,1
42,40,0,None,3,1,0,4,Month-to-Month,2,82,267.01,1
63,60,0,None,1,0,0,3,Month-to-Month,2,45.35,140.48,1
41,40,0,None,1,1,0,3,Month-to-Month,1,52.2,86.24,1
58,50,0,Offer B,2,1,2,4,One Year,62,96.75,7529.08,1
33,30,0,None,1,1,2,4,Month-to-Month,10,98.5,1313.55,1
61,60,0,None,3,1,1,4,Month-to-Month,6,85.35,561.27,1
54,50,0,Offer B,1,1,2,2,Month-to-Month,40,101.3,5015.5,1
27,20,0,Offer E,2,0,0,4,Month-to-Month,1,69.55,118.98,1
20,20,0,Offer B,1,2,2,4,One Year,58,103.25,8598.65,1
25,20,0,Offer A,1,2,2,4,Two Year,70,104,8103.45,1
62,60,0,Offer E,3,1,1,4,Month-to-Month,2,86.2,226.8,1
24,20,0,None,3,3,2,4,Month-to-Month,21,111.2,3198.56,1
41,40,0,None,3,2,1,4,Month-to-Month,16,89.45,1937.93,1
21,20,0,Offer B,3,2,1,4,One Year,60,90.95,7448.4,1
58,50,0,Offer B,2,3,2,4,One Year,50,108.55,7082.2,1
45,40,0,Offer E,1,0,0,3,Month-to-Month,1,44.4,76.84,1
59,50,0,None,3,0,0,1,One Year,12,19.8,681.4,1
21,20,0,Offer E,1,0,2,4,Month-to-Month,1,89.9,122.75,1
41,40,0,Offer B,3,1,2,4,One Year,62,100.15,8433.61,1
58,50,0,Offer E,1,1,0,3,Month-to-Month,1,50.8,52.08,1
55,50,0,Offer E,1,1,2,2,Month-to-Month,3,95.1,450.26,1
52,50,0,None,2,0,2,4,Month-to-Month,22,94.65,3162.71,1
46,40,0,Offer E,3,2,0,4,Month-to-Month,4,80.6,376.35,1
24,20,0,Offer B,3,0,1,4,One Year,59,85.55,5492.34,1
58,50,0,Offer B,2,1,2,1,Month-to-Month,60,50.8,3027.4,1
54,50,0,None,1,3,2,4,Month-to-Month,15,105.1,1918.6,1
53,50,0,None,1,4,2,4,Month-to-Month,10,110.1,1223.6,1
40,40,0,None,1,1,1,4,Month-to-Month,6,83.9,653.13,1
48,40,0,Offer B,2,3,1,4,Month-to-Month,63,100.55,6781.09,1
55,50,0,Offer B,2,2,2,4,Month-to-Month,50,103.85,7128.4,1
39,30,0,None,2,0,0,2,Month-to-Month,1,24.6,24.6,1
64,60,0,None,1,2,2,2,Month-to-Month,12,98.9,1539.99,1
27,20,0,None,2,1,2,4,Month-to-Month,9,98.3,1272.34,1
36,30,0,None,1,1,2,4,Month-to-Month,17,93.85,1702.32,1
37,30,0,None,1,2,0,4,Month-to-Month,13,81.15,1002.22,1
51,50,0,None,1,1,0,4,Month-to-Month,6,79.05,552.94,1
32,30,0,None,3,0,0,4,Month-to-Month,3,74.4,287.26,1
21,20,0,None,3,0,0,3,Month-to-Month,1,44.7,76.78,1
36,30,0,None,3,0,0,3,Month-to-Month,1,45.7,56.11,1
53,50,0,None,3,0,0,1,Month-to-Month,7,19.25,176.28,1
57,50,0,None,2,0,2,4,Month-to-Month,2,96,271.48,1
30,30,0,Offer E,2,0,2,4,Month-to-Month,1,90.55,165.99,1
30,30,0,Offer A,1,3,2,4,Two Year,71,108.05,11040.97,1
51,50,0,Offer E,3,0,0,4,Month-to-Month,1,69.9,115.56,1
41,40,0,Offer E,3,0,1,4,Month-to-Month,1,86.6,92.03,1
28,20,0,Offer C,2,2,0,4,Month-to-Month,35,85.3,4603.51,1
61,60,0,Offer C,2,0,0,4,Month-to-Month,34,70,2563.54,1
46,40,0,Offer E,2,1,2,4,Month-to-Month,7,95.35,965.13,1
33,30,0,None,1,1,1,4,Month-to-Month,18,90.1,2180.27,1
26,20,0,None,1,0,0,4,Month-to-Month,2,68.95,181.21,1
39,30,0,Offer C,1,1,2,4,Month-to-Month,32,99.55,4353.07,1
53,50,0,None,1,1,1,3,Month-to-Month,18,57.45,1026.6,1
27,20,0,None,1,0,1,3,One Year,12,53.65,1030.19,1
62,60,0,Offer C,3,0,1,2,Month-to-Month,26,83.75,3004,1
44,40,0,None,1,2,0,4,Month-to-Month,38,79.45,4396.87,1
37,30,0,None,2,0,0,4,Month-to-Month,32,69.75,2519.91,1
50,50,0,Offer E,3,0,0,1,Month-to-Month,1,19.65,25.73,1
55,50,0,Offer E,2,1,1,2,Month-to-Month,5,39.5,171.48,1
58,50,0,Offer B,3,0,2,4,Month-to-Month,40,97.1,4318.3,1
26,20,0,Offer E,3,0,1,4,Month-to-Month,5,80,602.45,1
40,40,0,None,1,1,1,4,Month-to-Month,10,84.7,1276.14,1
49,40,0,Offer E,1,0,2,4,Month-to-Month,2,89.55,203.27,1
21,20,0,None,2,1,1,2,Month-to-Month,23,90.6,2828.34,1
64,60,0,None,2,1,1,4,Month-to-Month,23,90.05,2224.07,1
54,50,0,Offer B,2,1,2,4,Month-to-Month,49,99.05,5843.03,1
46,40,0,None,1,0,0,4,Month-to-Month,2,69.75,197.43,1
42,40,0,Offer E,1,1,0,3,Month-to-Month,2,49.05,160.5,1
32,30,0,Offer E,1,1,2,4,Month-to-Month,7,98.05,777.75,1
23,20,0,Offer B,1,4,2,4,Month-to-Month,41,114.5,5411.41,1
51,50,0,Offer E,3,0,1,4,Month-to-Month,2,80.95,205.81,1
63,60,0,None,3,0,2,4,One Year,25,90.4,3200.35,1
21,20,0,Offer E,1,2,0,2,Month-to-Month,3,56.15,256.02,1
59,50,0,Offer E,1,3,1,4,Month-to-Month,4,94.4,545.92,1
62,60,0,None,3,1,0,4,Month-to-Month,37,78.95,4226.78,1
27,20,0,None,3,0,2,2,One Year,19,44.85,893.55,1
23,20,0,Offer E,3,1,0,4,Month-to-Month,7,74.65,705.61,1
51,50,0,Offer D,1,1,1,3,Month-to-Month,14,64.7,1226.6,1
38,30,0,None,1,0,1,2,Month-to-Month,1,35.55,35.55,1
32,30,0,Offer E,2,0,2,4,Month-to-Month,2,95.15,273.92,1
54,50,0,Offer D,1,1,2,4,Month-to-Month,13,96.65,1755.65,1
41,40,0,Offer E,2,1,0,2,Month-to-Month,1,31.35,111.35,1
57,50,0,Offer D,3,1,1,4,Month-to-Month,12,89.75,1224.96,1
33,30,0,Offer B,2,1,2,2,One Year,60,94.4,8454.25,1
32,30,0,Offer E,2,0,0,1,Month-to-Month,1,19.85,51.62,1
55,50,0,Offer E,1,3,2,4,Month-to-Month,6,109.9,791.61,1
42,40,0,Offer D,2,2,2,4,Month-to-Month,15,101.35,2242.75,1
19,10,0,Offer E,3,0,1,2,Month-to-Month,1,60.15,113.63,1
31,30,0,Offer E,2,1,1,4,Month-to-Month,7,90.45,844.82,1
48,40,0,Offer B,3,1,2,4,One Year,53,94.25,5703.76,1
26,20,0,Offer E,3,0,0,4,Month-to-Month,1,74.9,76.74,1
34,30,0,Offer E,2,0,1,4,Month-to-Month,1,80.25,113.17,1
58,50,0,Offer D,2,0,0,4,Month-to-Month,17,69,1914.14,1
62,60,0,Offer D,1,1,1,3,Month-to-Month,11,66.35,913.39,1
58,50,0,Offer D,1,0,1,4,Month-to-Month,19,86,1950.24,1
37,30,0,Offer E,1,0,1,4,Month-to-Month,3,80.3,395.19,1
40,40,0,None,2,1,1,4,Month-to-Month,24,90.55,3144.87,1
30,30,0,None,1,0,0,4,Month-to-Month,2,75.9,197.09,1
47,40,0,None,2,0,0,3,Month-to-Month,1,45.85,60.75,1
36,30,0,Offer D,1,1,2,2,Month-to-Month,16,49.95,810.2,1
36,30,0,None,3,0,1,4,Month-to-Month,34,78.3,3021.6,1
44,40,0,None,2,0,0,4,Month-to-Month,3,76.95,353.54,1
49,40,0,None,3,0,0,3,Month-to-Month,1,45.3,79.67,1
47,40,0,Offer D,1,0,0,1,Month-to-Month,15,19.4,786.4,1
46,40,0,Offer D,1,1,1,2,Month-to-Month,11,90.15,1233.91,1
23,20,0,None,1,0,0,2,Month-to-Month,1,45.05,93.08,1
53,50,0,None,1,1,0,4,Month-to-Month,1,75.8,90.28,1
54,50,0,None,1,0,1,4,Month-to-Month,7,79.3,667.62,1
53,50,0,None,2,1,0,2,Month-to-Month,2,30.9,59.05,1
43,40,0,Offer B,1,3,2,4,One Year,59,110.15,7787.94,1
20,20,0,None,1,1,0,4,Month-to-Month,8,75,675.67,1
35,30,0,None,2,0,0,2,Month-to-Month,6,44.75,527.91,1
41,40,0,Offer D,1,0,0,3,Month-to-Month,11,44.05,756.83,1
30,30,0,Offer A,1,4,2,4,One Year,70,115.55,8842.3,1
27,20,0,None,3,0,1,4,Month-to-Month,18,85.2,1993.1,1
35,30,0,None,2,0,2,4,Month-to-Month,34,97.65,4680.77,1
54,50,0,Offer B,2,3,2,4,Month-to-Month,47,109.55,5482.69,1
50,50,0,None,2,3,0,4,One Year,39,89.55,4851.93,1
42,40,0,Offer E,2,0,0,1,Month-to-Month,1,19.45,68.41,1
34,30,0,Offer E,1,0,0,1,Month-to-Month,4,20.35,126.07,1
33,30,0,Offer B,3,1,2,4,One Year,59,99.5,6595.94,1
44,40,0,None,1,0,0,2,Month-to-Month,2,45,160.95,1
35,30,0,Offer E,2,0,0,1,Month-to-Month,1,20.15,60.66,1
28,20,0,Offer A,1,2,2,4,Month-to-Month,66,105,7613.73,1
58,50,0,Offer E,1,0,1,3,Month-to-Month,3,54.7,178.09,1
49,40,0,None,2,1,1,4,Month-to-Month,14,87.25,1667.12,1
38,30,0,None,1,0,1,4,Month-to-Month,10,79.95,970.2,1
47,40,0,None,3,1,1,4,Month-to-Month,18,88.35,1867.36,1
34,30,0,Offer E,2,0,2,4,Month-to-Month,9,94.75,1010.53,1
28,20,0,Offer E,1,1,0,4,Month-to-Month,4,78.45,498.29,1
43,40,0,None,1,0,0,4,Month-to-Month,4,70.2,290.03,1
23,20,0,Offer B,2,1,1,2,Month-to-Month,59,41.05,2452.7,1
63,60,0,None,2,0,1,2,Month-to-Month,10,85.6,1114.85,1
39,30,0,None,2,1,2,3,One Year,5,70,583.65,1
51,50,0,None,2,0,0,2,Month-to-Month,1,49.95,93.44,1
19,10,0,None,1,0,0,4,Month-to-Month,22,69.25,2260.42,1
34,30,0,None,2,1,2,3,One Year,41,73,3653.51,1
39,30,0,None,1,1,2,4,One Year,64,100.05,8054.52,1
27,20,0,None,2,0,1,2,Month-to-Month,18,35,623,1
20,20,0,None,1,0,0,4,Month-to-Month,1,76,111.01,1
36,30,0,None,1,1,1,2,Month-to-Month,15,84.3,1732.9,1
62,60,0,None,2,1,2,4,Month-to-Month,15,101.1,2114.55,1
37,30,0,None,3,0,0,2,Month-to-Month,1,50.45,78.7,1
20,20,0,None,1,1,2,4,Month-to-Month,12,99.95,1590.67,1
50,50,0,None,1,1,1,4,Month-to-Month,2,91.4,272.84,1
28,20,0,None,2,1,0,4,Month-to-Month,4,80.8,501.77,1
61,60,0,None,1,1,2,2,Month-to-Month,16,100,2140.03,1
53,50,0,None,2,0,0,1,Month-to-Month,1,20.55,36.46,1
30,30,0,None,1,2,0,4,Month-to-Month,5,85.3,606.75,1
19,10,0,None,1,0,0,4,Month-to-Month,4,70.4,515.48,1
27,20,0,None,1,1,2,4,Month-to-Month,37,98.8,4612.19,1
36,30,0,None,1,0,0,4,Month-to-Month,13,74.4,934.71,1
35,30,0,None,1,1,2,4,Month-to-Month,24,98.75,3311.86,1
52,50,0,None,1,2,2,2,One Year,61,106,9411.65,1
21,20,0,None,1,2,2,4,Month-to-Month,41,104.7,6303.74,1
47,40,0,Offer E,1,2,0,3,Month-to-Month,2,55.05,187.85,1
44,40,0,Offer E,3,0,0,1,One Year,8,19.75,514.04,1
62,60,0,None,2,1,0,4,Month-to-Month,17,76.65,1833.92,1
49,40,0,Offer E,2,2,1,2,Month-to-Month,2,42.6,72.4,1
45,40,0,None,1,3,1,3,Month-to-Month,29,68.85,2000.08,1
