Customer ID,Age,Number of Dependents,Membership,Satisfaction Score,Tech services,Streaming services,Combined Product,Contract,Tenure in Months,Monthly Charge,Total Revenue,Churn Value
6770-XUAGN,30,0,Offer E,2,0,0,4,Month-to-Month,1,21,37.66,1
3143-ILDAL,21,0,None,5,2,1,1,Month-to-Month,56,94.45,6547.56,1
4720-VSTSI,54,0,None,1,2,0,1,Month-to-Month,44,84.8,5630.03,1
3946-MHCZW,50,0,Offer E,5,1,0,3,Month-to-Month,1,50.9,57.85,1
6651-AZVTJ,27,0,None,2,1,2,1,Month-to-Month,49,99.8,7302.51,1
4566-GOLUK,43,0,None,1,2,2,1,Month-to-Month,47,107.35,6892.73,1
2484-DGXPZ,45,0,None,3,0,0,4,Month-to-Month,31,19.55,1591.12,1
4587-NUKOX,60,0,Offer E,2,2,0,1,Month-to-Month,3,79.1,343.79,1
0420-BWTPW,40,0,None,2,0,0,2,Month-to-Month,8,25.5,215.2,1
8183-ONMXC,41,0,None,2,0,1,1,Month-to-Month,2,80.75,169.67,1
9614-RMGHA,29,0,None,4,1,1,1,Month-to-Month,65,91.85,8329.6,1
5054-IEXZT,41,0,None,3,1,0,1,Month-to-Month,1,75.35,118.17,1
5834-ASPWA,55,0,None,2,0,0,1,Month-to-Month,1,75.45,87.03,1
3948-XHGNA,35,0,None,3,1,0,3,Month-to-Month,24,49.55,1555.76,1
0565-IYCGT,51,0,Offer A,3,4,1,3,One Year,69,78.6,7383.67,1
5445-UTODQ,35,0,None,2,0,1,1,Month-to-Month,7,81.1,657.71,1
1024-VRZHF,39,0,Offer D,2,0,0,1,Month-to-Month,11,74.95,1063.08,1
0348-SDKOL,33,0,None,1,2,2,1,Month-to-Month,58,102.1,6188.98,1
4373-MAVJG,64,0,Offer D,1,1,1,1,Month-to-Month,14,90.9,1449.96,1
8901-HJXTF,46,0,None,3,1,0,2,Month-to-Month,12,29.2,309.1,1
5419-KLXBN,36,0,None,1,2,1,1,Month-to-Month,25,89.15,2873.75,1
9828-AOQLM,37,0,None,3,0,0,3,Month-to-Month,1,45.7,58.5,1
7615-ESMYF,23,0,None,3,0,2,4,Month-to-Month,2,44.6,97.1,1
3858-VOBET,48,0,None,1,0,0,2,Month-to-Month,23,74.95,2372.85,1
1447-PJGGA,39,0,None,3,1,2,1,Two Year,57,95.25,6465,1
8565-CLBZW,23,0,None,2,1,1,1,Month-to-Month,24,89.85,2836.33,1
9139-WQQDY,35,0,None,5,1,2,1,One Year,49,100.45,6233.93,1
0224-HJAPT,25,0,None,3,0,0,2,Month-to-Month,5,47.15,333.2,1
8086-OVPWV,58,0,None,4,0,1,1,Month-to-Month,2,80.2,244.04,1
9430-FRQOC,33,0,None,3,2,0,1,Month-to-Month,4,87.1,471.29,1
3074-GQWYX,30,0,None,1,0,0,1,Month-to-Month,5,75.9,592.15,1
6845-RGTYS,29,0,None,3,3,1,1,Month-to-Month,47,98.75,4668.59,1
8861-HGGKB,57,0,None,5,0,1,1,Month-to-Month,10,86.45,1007.35,1
7065-YUNRY,28,0,None,3,0,0,2,Month-to-Month,1,45.3,85.24,1
7694-VLBWQ,61,0,Offer A,4,2,2,1,One Year,67,104.1,7588.91,1
6481-OGDOO,31,0,Offer A,4,2,1,1,One Year,67,90.6,8116.4,1
3753-TSEMP,21,0,None,2,0,2,1,Month-to-Month,15,88.15,1574.65,1
8305-VHZBZ,55,0,None,1,0,0,4,Month-to-Month,1,20.2,33.47,1
9172-JITSM,47,0,None,3,0,2,1,Month-to-Month,26,90.8,2761.42,1
6298-QDFNH,48,0,None,2,1,0,1,Month-to-Month,22,79.35,2152.53,1
6173-ITPWD,26,0,Offer B,4,2,0,1,Month-to-Month,47,83.35,5029.38,1
9734-UYXQI,27,0,None,5,0,0,2,Month-to-Month,2,49.4,156.21,1
2189-UXTKY,27,0,None,2,2,2,3,Month-to-Month,22,79.2,2031.17,1
4958-GZWIY,61,0,None,2,1,0,3,Month-to-Month,7,48.7,376.16,1
6356-ELRKD,29,0,None,3,1,2,1,Month-to-Month,1,95.6,102.27,1
8624-GIOUT,40,0,Offer B,2,2,0,3,Month-to-Month,49,59.75,4691.93,1
3177-LASXD,43,0,None,4,0,0,2,Month-to-Month,1,71.35,111.75,1
4897-QSUYC,42,0,Offer E,2,0,0,4,Month-to-Month,1,20.15,41.74,1
1084-UQCHV,35,0,Offer E,3,0,0,1,Month-to-Month,1,69.75,97.72,1
2955-BJZHG,41,0,None,1,0,1,1,Month-to-Month,17,80.85,1683.22,1
3806-DXQOM,47,0,Offer E,3,2,0,2,Month-to-Month,4,33.65,137.85,1
9300-RENDD,56,0,Offer E,3,0,1,1,Month-to-Month,1,79.95,83.08,1
0761-AETCS,58,0,Offer E,3,0,0,4,Month-to-Month,1,19.3,44.92,1
2153-MREFK,55,0,None,1,3,1,1,One Year,37,99.2,4870.52,1
3106-ULWFW,32,0,Offer E,3,0,1,1,Month-to-Month,8,85.2,838.68,1
0925-VYDLG,40,0,None,4,0,0,1,Month-to-Month,3,75.25,295.61,1
4349-GFQHK,30,0,Offer E,1,1,0,3,Month-to-Month,1,54.35,79.74,1
7802-EFKNY,37,0,Offer E,1,0,0,2,Month-to-Month,5,24.95,100.4,1
8035-BUYVG,39,0,Offer B,1,3,0,2,One Year,40,42.35,1716.45,1
9787-XVQIU,38,0,Offer E,3,0,0,1,Month-to-Month,1,75.3,114.74,1
8945-MUQUF,22,0,Offer B,3,2,1,1,One Year,51,94.8,7120.87,1
3023-GFLBR,63,0,None,3,0,1,1,Month-to-Month,33,86.15,3218.92,1
0524-IAVZO,25,0,Offer C,2,0,1,1,Month-to-Month,30,85,2768.85,1
2737-YNGYW,29,0,Offer E,2,0,1,1,Month-to-Month,2,80.55,251.88,1
5159-YFPKQ,37,0,Offer E,3,1,0,1,Month-to-Month,2,75.8,209.37,1
7927-AUXBZ,45,0,Offer C,3,1,1,1,Month-to-Month,30,85.15,2836.1,1
7619-ODSGN,63,2,Offer C,5,1,0,3,Month-to-Month,24,54.75,1752.63,1
2514-GINMM,60,0,Offer E,1,0,1,1,Month-to-Month,1,79.5,128.47,1
2659-VXMWZ,58,0,Offer A,3,3,2,1,One Year,67,111.3,9441.18,1
4285-GYRQC,63,0,Offer E,2,1,1,1,Month-to-Month,7,86.25,899.72,1
8337-MSSXB,64,0,None,2,1,1,1,Month-to-Month,14,86.3,1601.15,1
8182-BJDSI,56,0,Offer C,3,1,1,1,Month-to-Month,28,89.95,3473.39,1
2482-CZGBB,41,0,None,3,0,0,1,Month-to-Month,10,70,1012.8,1
0866-QLSIR,53,0,Offer C,5,3,0,3,One Year,34,64.4,3258.69,1
7181-BQYBV,52,0,None,1,2,2,1,Month-to-Month,1,102.45,128.33,1
6204-IEUXJ,30,0,Offer E,1,2,0,1,Month-to-Month,3,80.1,339.56,1
4529-CKBCL,51,0,Offer E,3,0,1,1,Month-to-Month,2,80.2,255.63,1
2506-CLAKW,20,0,Offer E,3,4,1,1,Month-to-Month,6,98.15,689.01,1
1583-IHQZE,60,0,None,2,3,2,2,Month-to-Month,12,112.95,1582.15,1
0151-ONTOV,43,0,Offer E,1,0,0,1,Month-to-Month,1,70.9,110.71,1
0320-JDNQG,28,0,None,1,2,2,1,Month-to-Month,23,99.85,3204.15,1
7180-PISOG,41,0,None,4,0,0,1,Month-to-Month,1,74.5,110.94,1
3571-RFHAR,60,0,Offer B,1,3,2,1,Month-to-Month,65,109.15,7689.6,1
9578-VRMNM,48,0,None,2,1,1,3,Month-to-Month,16,65.2,1802.55,1
6140-QNRQQ,42,0,Offer E,2,0,0,1,Month-to-Month,1,71.55,88.82,1
4307-KTUMW,27,0,Offer B,2,2,1,1,Month-to-Month,53,93.9,6684.92,1
7470-MCQTK,42,0,None,1,1,2,2,Month-to-Month,13,48.75,633.4,1
7488-MXJIV,63,0,Offer E,3,0,1,1,Month-to-Month,4,85.65,504.93,1
2027-FECZV,44,0,None,1,2,2,1,Month-to-Month,12,106.7,1556.18,1
2672-DZUOY,46,0,Offer E,4,0,0,2,Month-to-Month,1,25.15,25.15,1
3870-MQAMG,21,0,Offer B,2,3,2,1,One Year,54,110.35,6010.87,1
4800-CZMPC,24,0,Offer B,3,2,2,1,One Year,48,103.25,5342.83,1
7377-DMMRI,35,0,Offer E,4,1,0,3,Month-to-Month,2,47.8,119.91,1
8949-JTMAY,49,0,Offer C,3,1,2,1,Month-to-Month,29,98.6,3737.95,1
3211-ILJTT,35,0,None,3,0,0,1,Month-to-Month,17,70.4,1446.61,1
5103-MHMHY,49,1,Offer E,2,0,0,2,Month-to-Month,1,45.95,92.12,1
0235-KGSLC,45,0,Offer E,2,1,1,1,Month-to-Month,1,85.55,118.89,1
2884-GBPFB,61,0,Offer C,3,0,0,1,Month-to-Month,35,70.3,2861.6,1
5136-KCKGI,22,0,Offer C,5,2,2,1,One Year,33,103.7,4840.13,1
3722-WPXTK,23,0,None,3,0,2,1,Month-to-Month,1,88.35,102.61,1
2929-ERCFZ,22,0,Offer E,3,1,2,1,Month-to-Month,8,94.2,1087.94,1
7548-SEPYI,62,0,Offer E,3,1,2,1,Month-to-Month,5,96.25,673.05,1
8835-VSDSE,28,0,Offer E,3,0,0,2,Month-to-Month,2,70.7,160.97,1
1623-NLDOT,55,0,Offer B,1,2,0,4,One Year,42,33.55,1495.3,1
5236-PERKL,38,0,None,3,3,2,1,Two Year,57,112.95,9250.02,1
7854-FOKSF,54,0,Offer E,5,0,1,4,Month-to-Month,1,35.9,35.9,1
2519-FAKOD,30,0,Offer C,1,1,2,1,Month-to-Month,38,99.25,4965.41,1
7089-IVVAZ,26,0,Offer E,3,2,2,1,Month-to-Month,8,103.35,1004.74,1
9492-TOKRI,55,0,None,1,1,1,1,Month-to-Month,18,90,1773.05,1
3325-FUYCG,58,0,Offer C,3,2,2,1,One Year,28,106.1,3116.76,1
8481-YYXWG,30,0,Offer E,1,2,1,1,Month-to-Month,5,89.35,512.25,1
2609-IAICY,32,0,None,3,0,0,1,Month-to-Month,1,77.15,114.85,1
1740-CSDJP,53,0,None,3,0,1,2,Month-to-Month,1,35.25,35.25,1
2636-OHFMN,26,0,None,2,1,2,2,Month-to-Month,4,48.55,201,1
1323-OOEPC,45,0,None,3,1,2,1,Month-to-Month,53,98.4,7361.72,1
9921-ZVRHG,44,0,None,3,1,0,1,Month-to-Month,14,80.45,1088.66,1
4701-MLJPN,60,0,Offer C,5,2,0,3,Month-to-Month,31,55.25,1773.08,1
9206-GVPEQ,28,0,None,2,2,2,4,Month-to-Month,13,54.45,706.85,1
1596-BBVTG,53,0,Offer C,2,0,0,1,Month-to-Month,35,75.35,3512.45,1
8433-WXGNA,55,0,None,1,1,0,2,Month-to-Month,2,75.7,273.52,1
3707-GNWHM,28,0,None,5,0,0,1,Month-to-Month,1,74.25,96.05,1
5766-ZJYBB,52,0,None,5,0,0,4,Month-to-Month,1,19.4,22.54,1
8931-GJJIQ,46,0,None,3,0,1,1,Month-to-Month,9,83.3,1070.6,1
4277-PVRAN,34,0,None,4,0,1,1,Month-to-Month,8,80.1,970.42,1
0203-HHYIJ,62,0,Offer C,3,0,0,4,One Year,25,25.3,815.6,1
0952-KMEEH,46,0,None,3,1,2,1,Month-to-Month,13,98.15,1313.93,1
8178-EYZUO,48,0,None,1,2,1,1,Month-to-Month,46,93.7,4880.68,1
3230-WYKIR,36,0,None,3,2,2,3,One Year,18,82,1650.45,1
0407-BDJKB,59,0,None,1,2,1,1,Month-to-Month,60,95.75,7856.1,1
9600-UDOPK,33,0,Offer C,4,0,2,1,Month-to-Month,30,94.05,3181.45,1
4074-SJFFA,44,0,None,3,0,1,3,Month-to-Month,1,54.75,67.76,1
4910-GMJOT,56,0,None,3,0,2,1,Month-to-Month,1,94.6,95.77,1
4323-SADQS,61,6,None,1,2,0,4,Month-to-Month,7,34.5,279.25,1
4446-BZKHU,44,0,None,2,2,2,1,Month-to-Month,61,105.55,9069.15,1
5202-IVJNU,56,2,None,2,1,0,2,Month-to-Month,39,30.1,1281.3,1
5976-JCJRH,36,0,Offer D,2,0,0,1,Month-to-Month,10,70.3,1055.4,1
0137-OCGAB,25,0,Offer E,1,1,0,1,Month-to-Month,1,80.2,81.43,1
3351-NQLDI,41,0,Offer A,5,2,1,1,One Year,67,94.35,8414.43,1
7593-JNWRU,61,1,Offer E,3,0,0,3,Month-to-Month,6,44.6,556,1
4588-YBNIB,24,0,Offer E,2,0,0,4,Month-to-Month,1,19.6,24.96,1
5028-GZLDO,21,0,None,2,0,0,1,Month-to-Month,2,70.7,212.82,1
6877-TJMBR,21,0,Offer E,2,1,1,1,Month-to-Month,1,84.8,122.63,1
6769-DCQLI,21,0,None,3,3,2,1,One Year,52,105,7989.93,1
2433-KMEAS,62,0,Offer D,3,1,0,3,Month-to-Month,22,54.45,1287.51,1
2195-ZRVAX,40,0,None,5,1,1,2,Month-to-Month,47,85.3,6125.87,1
3550-SAHFP,51,0,None,3,0,1,1,Month-to-Month,33,83.35,3467.42,1
2011-TRQYE,59,0,Offer D,5,2,0,2,Month-to-Month,18,33.5,600,1
4873-ILOLJ,64,0,None,4,0,2,1,Month-to-Month,24,90.35,3018.26,1
2725-KXXWT,26,0,Offer E,1,0,2,1,Month-to-Month,1,90.75,113.81,1
9565-DJPIB,64,0,Offer E,5,1,1,1,Month-to-Month,4,89.6,512.69,1
8348-HFYIV,21,0,Offer E,1,1,2,2,Month-to-Month,2,49.25,90.35,1
6849-WLEYG,43,3,None,4,0,0,4,Month-to-Month,1,19.75,31.66,1
4659-NZRUF,64,0,Offer D,2,2,1,1,Month-to-Month,19,95.15,2533.78,1
8429-XIBUM,44,0,Offer D,4,1,2,1,Month-to-Month,22,101.35,2544.36,1
2608-BHKFN,46,0,None,4,0,0,1,Month-to-Month,4,70.05,317.22,1
7341-LXCAF,24,0,None,4,0,0,1,Month-to-Month,4,74.65,495.96,1
9462-MJUAW,60,0,None,3,0,0,2,Month-to-Month,4,50.4,328.36,1
8128-YVJRG,61,0,None,2,1,0,1,Month-to-Month,7,79.65,886.94,1
1569-TTNYJ,55,0,None,1,1,0,1,Month-to-Month,5,78.75,427.9,1
4749-VFKVB,47,0,None,2,0,0,3,Month-to-Month,1,50.1,96.59,1
7598-UAASY,19,0,Offer E,1,1,0,1,Month-to-Month,2,76.4,192.8,1
7938-OUHIO,28,0,Offer E,3,2,2,1,Month-to-Month,3,98.7,391.93,1
0431-APWVY,37,0,None,2,0,2,1,One Year,28,90.1,3111.63,1
3426-NIYYL,47,0,Offer D,5,0,0,3,Month-to-Month,15,51.55,832.75,1
3387-VATUS,44,0,Offer E,3,0,2,1,Month-to-Month,5,94.85,663.55,1
1143-NMNQJ,39,0,None,4,0,1,1,Month-to-Month,2,85.7,197.94,1
0415-MOSGF,58,0,Offer E,1,0,0,3,Month-to-Month,1,44.4,70.93,1
2495-INZWQ,44,0,Offer E,4,0,2,4,Month-to-Month,4,44.55,184.3,1
4139-SUGLD,41,3,None,5,2,0,2,Month-to-Month,31,35.4,1077.5,1
6857-VWJDT,45,0,Offer E,3,0,2,1,Month-to-Month,1,95.65,127.98,1
5624-BQSSA,19,0,None,3,0,0,4,Month-to-Month,1,20.95,61.43,1
5577-OTWWW,54,0,Offer D,3,0,0,4,Month-to-Month,15,19.75,894.9,1
6100-QQHEB,42,0,Offer D,1,0,2,1,Month-to-Month,17,92.55,1816.17,1
2691-NZETQ,28,0,Offer E,3,0,1,1,Month-to-Month,9,85.35,1200.86,1
4404-HIBDJ,48,0,None,2,4,1,3,One Year,25,74.3,1898.05,1
7295-JOMMD,34,0,Offer E,1,2,2,1,Month-to-Month,4,98.1,418.82,1
5013-SBUIH,63,0,None,2,3,2,1,Two Year,50,109.65,6936.15,1
6023-YEBUP,32,0,Offer E,1,1,2,2,Month-to-Month,3,100.95,375.77,1
7209-JCUDS,25,0,Offer D,1,1,2,1,Month-to-Month,10,94.9,1451.05,1
6158-DWPZT,53,0,Offer E,1,0,0,2,One Year,9,24.1,259.8,1
3763-GCZHZ,23,0,Offer A,5,2,2,1,One Year,66,104.05,8214.62,1
0772-GYEQQ,33,0,Offer E,3,2,1,1,Month-to-Month,3,88.35,410.25,1
4831-EOBFE,43,0,None,5,1,2,1,Month-to-Month,29,94.65,3823.36,1
9170-GYZJC,42,3,None,2,4,1,2,Month-to-Month,41,79.9,5181.86,1
2002-MZHWP,24,0,Offer E,2,0,0,4,Month-to-Month,1,20.5,46.62,1
2004-OCQXK,44,0,Offer E,3,0,1,1,Month-to-Month,1,81.95,126.89,1
5027-QPKTE,39,0,Offer E,2,0,0,1,Month-to-Month,7,69.35,564.35,1
2672-HUYVI,53,0,None,1,0,2,1,Month-to-Month,6,91.1,526.16,1
7508-MYBOG,20,0,Offer D,3,0,1,1,Month-to-Month,14,86.1,1337.19,1
0148-DCDOS,41,0,None,1,0,2,1,Month-to-Month,25,94.7,3234.1,1
9992-RRAMN,40,0,Offer D,3,0,1,1,Month-to-Month,22,85.1,2230.1,1
0310-MVLET,63,0,None,3,1,2,1,Month-to-Month,61,99.15,9019.18,1
5696-QURRL,31,0,None,1,0,0,3,Month-to-Month,1,45.05,128.89,1
0495-RVCBF,39,0,None,1,0,1,1,Month-to-Month,1,79.7,113.58,1
7854-EDSSA,46,0,Offer D,3,2,0,2,Month-to-Month,22,59,2342.16,1
8869-TORSS,51,0,None,3,3,0,3,One Year,48,60.35,4524.08,1
2115-BFTIW,52,0,None,1,0,0,1,Month-to-Month,25,70.95,2410.1,1
0611-DFXKO,35,0,Offer D,5,0,2,1,Month-to-Month,20,89,2181.45,1
7780-OTDSO,51,0,None,1,1,2,1,Month-to-Month,18,99.4,1946.35,1
9747-DDZOS,50,0,None,3,1,0,1,Month-to-Month,1,73.5,77.34,1
0564-JJHGS,45,0,None,5,0,2,1,Month-to-Month,9,95.5,1002.08,1
3348-CFRNX,47,0,None,2,1,2,1,Month-to-Month,28,92.35,3657.38,1
1428-GTBJJ,20,0,None,1,1,0,1,Month-to-Month,11,74.55,884.15,1
2249-YPRNG,57,0,None,1,2,2,1,Month-to-Month,20,105.85,2815.45,1
7410-YTJIK,35,0,None,2,0,0,1,Month-to-Month,7,75.45,607.45,1
4626-GYCZP,60,0,None,1,0,2,1,Month-to-Month,7,93.85,744.17,1
5590-BYNII,51,0,None,3,1,2,1,Month-to-Month,22,100.75,2885.46,1
3237-AJGEH,43,1,None,1,1,0,2,Month-to-Month,3,31,115.05,1
1591-NFNLQ,38,0,None,3,1,0,1,Month-to-Month,51,80,4528.97,1
0596-BQCEQ,32,0,None,5,2,2,1,Month-to-Month,62,100.15,9295.26,1
1481-ZUWZA,52,0,None,4,2,1,1,Month-to-Month,28,94.5,3653.96,1
2309-OSFEU,42,0,None,3,0,1,2,Month-to-Month,10,33.9,298.45,1
7613-LLQFO,41,0,None,2,0,1,1,Month-to-Month,12,84.45,1207.87,1
2640-PMGFL,35,0,None,3,1,0,1,Month-to-Month,27,79.5,2847.99,1
3801-HMYNL,44,0,None,3,0,2,1,Month-to-Month,1,89.15,121.5,1
4484-CGXFK,45,0,None,2,0,1,3,Month-to-Month,3,55.3,274.03,1
6214-EDAKZ,32,1,None,1,2,0,3,Month-to-Month,22,55.15,1351.77,1
6127-ISGTU,34,0,None,4,0,1,1,Month-to-Month,16,84.95,1487.37,1
8740-XLHDR,30,0,None,2,4,0,4,Month-to-Month,5,43.25,219,1
1208-DNHLN,60,0,None,1,0,0,3,One Year,23,48.35,1200.55,1
1761-AEZZR,59,0,None,2,0,1,1,Month-to-Month,1,79.55,83.59,1
7120-RFMVS,31,0,None,2,0,1,1,Month-to-Month,1,84.5,91.39,1
7317-GGVPB,57,0,Offer A,4,3,2,1,Two Year,71,108.6,8119.86,1
1322-AGOQM,57,0,None,3,1,0,2,Month-to-Month,46,30.3,1380.1,1
5692-FPTAH,32,0,None,3,0,0,2,Month-to-Month,1,45.4,83.71,1
1550-LOAHA,53,0,None,1,1,1,1,Month-to-Month,32,84.15,3785.31,1
0268-QKIWO,41,0,Offer E,2,0,0,4,Month-to-Month,3,19.75,132.74,1
0876-WDUUZ,62,0,Offer E,3,1,1,1,Month-to-Month,5,85.4,643.45,1
0617-FHSGK,62,0,None,1,0,0,1,Month-to-Month,49,75.2,4633.22,1
2858-MOFSQ,50,0,None,2,1,0,3,One Year,17,55.85,1350.77,1
7005-CCBKV,53,0,None,3,1,1,1,Month-to-Month,6,84.4,688.17,1
4250-FDVOU,44,0,Offer E,1,2,0,3,Month-to-Month,6,56.25,492.18,1
2141-RRYGO,51,0,Offer E,3,1,2,3,Month-to-Month,4,68.65,303.81,1
6376-GAHQE,48,0,Offer E,1,0,1,1,Month-to-Month,4,77.85,480.4,1
5052-PNLOS,50,0,Offer E,1,2,2,1,Month-to-Month,3,105.35,364.74,1
6979-ZNSFF,48,0,Offer E,2,0,1,1,Month-to-Month,8,87.05,1126.82,1
2386-LAHRK,22,0,None,5,0,1,3,Month-to-Month,1,53.5,68.08,1
6032-IGALN,35,0,None,4,0,0,4,Month-to-Month,1,25.1,25.1,1
0516-WJVXC,21,0,None,5,2,0,3,Month-to-Month,5,54.2,326.3,1
8809-RIHDD,47,0,None,3,2,2,1,Two Year,72,103.4,7593.69,1
4822-NGOCH,60,0,None,1,2,0,1,Month-to-Month,13,84.45,1343.04,1
1432-FPAXX,53,0,None,3,1,0,2,Month-to-Month,29,30.6,856.35,1
3884-HCSWG,51,0,None,3,0,0,1,Month-to-Month,17,70,1354.72,1
5077-DXTCG,37,0,None,4,0,0,2,Month-to-Month,1,45.3,71.71,1
1142-WACZW,64,0,None,1,1,0,4,Month-to-Month,2,29.85,75.6,1
4892-VLANZ,40,0,None,3,0,0,4,Month-to-Month,1,19.8,29.46,1
2919-HBCJO,36,0,None,1,1,0,1,Month-to-Month,4,76.65,429.96,1
4236-XPXAV,45,0,None,2,2,2,1,Month-to-Month,5,99.15,511.2,1
3030-YZADT,57,0,Offer E,3,0,0,3,Month-to-Month,9,44.95,466.92,1
7410-KTVFV,53,0,None,3,1,0,3,Month-to-Month,18,49.55,1221.25,1
8393-DLHGA,55,0,None,2,1,2,1,Month-to-Month,25,95.9,2580.5,1
2834-SPCJV,40,0,None,2,1,1,1,Month-to-Month,52,84.1,6343.89,1
0587-DMGBH,48,0,None,3,1,0,2,Month-to-Month,8,49.85,664.86,1
3523-QRQLL,22,0,None,3,1,2,3,One Year,22,69.5,2219.51,1
0895-DQHEW,47,0,None,4,2,2,1,Month-to-Month,54,104.3,7181.54,1
8149-RSOUN,49,0,Offer E,5,0,2,1,Month-to-Month,1,93.85,110,1
7250-EQKIY,47,2,Offer E,3,1,0,3,Month-to-Month,1,50.45,60.18,1
4013-UBXWQ,33,0,Offer E,2,1,2,2,Month-to-Month,7,74.65,834.49,1
5519-NPHVG,53,0,None,3,0,2,1,Month-to-Month,12,94.2,1311.71,1
8849-GYOKR,59,0,None,2,2,2,1,One Year,54,106.55,6240.12,1
3148-BLQJT,33,0,Offer E,2,0,0,4,Month-to-Month,1,20.1,36.91,1
0461-CVKMU,45,0,None,4,3,0,1,Month-to-Month,23,83.8,2792.88,1
8806-EAGWC,25,0,Offer E,1,0,1,3,Month-to-Month,3,55.15,227.46,1
4183-WCSEP,46,0,None,5,2,0,1,Month-to-Month,31,78.45,3540.93,1
5498-TXHLF,39,0,None,3,1,1,1,Month-to-Month,34,87.45,4260.67,1
9722-UJOJR,36,0,None,3,0,0,1,Month-to-Month,29,70.75,2300.76,1
6772-KSATR,31,0,Offer E,3,1,0,1,Month-to-Month,1,81.7,91.51,1
7112-OPOTK,37,0,None,4,0,0,1,Month-to-Month,33,68.25,3122.87,1
4210-QFJMF,41,0,Offer E,3,0,1,1,Month-to-Month,4,79.15,464.89,1
5828-AVIPD,29,0,None,3,1,2,1,One Year,19,100.95,1988.22,1
1086-LXKFY,46,0,Offer E,1,0,0,1,Month-to-Month,1,69.1,85.65,1
7774-OJSXI,53,0,None,3,2,2,1,One Year,31,103.45,3353.82,1
7786-WBJYI,31,0,None,1,1,0,1,Month-to-Month,4,77.95,429.35,1
5016-ETTFF,46,0,Offer D,3,1,0,2,Month-to-Month,10,29.5,295.25,1
3866-MDTUB,64,0,None,3,1,2,3,Month-to-Month,2,70.75,200.76,1
0697-ZMSWS,19,0,None,3,0,1,1,Month-to-Month,4,85.65,366.54,1
7593-XFKDI,39,0,None,1,0,0,3,Month-to-Month,1,46.3,94.52,1
0337-CNPZE,63,0,None,1,2,2,1,Month-to-Month,41,106.3,5001.08,1
1513-XNPPH,36,0,Offer D,3,2,1,1,Month-to-Month,12,89.4,1305.17,1
6347-DCUIK,28,0,Offer D,1,0,0,1,Month-to-Month,10,74.15,1104.2,1
0897-FEGMU,43,0,Offer D,1,1,2,1,Month-to-Month,11,99.5,1398.83,1
7663-RGWBC,44,0,None,1,0,0,3,Month-to-Month,1,44.15,52.92,1
1120-BMWUB,36,0,Offer D,5,2,0,3,Month-to-Month,16,53.9,983.91,1
9124-LHCJQ,22,0,None,3,0,1,1,Month-to-Month,1,85.45,116.48,1
2235-ZGKPT,36,1,None,2,0,0,2,Month-to-Month,4,50.85,291.07,1
3891-PUQOD,40,3,None,2,1,1,3,Month-to-Month,1,59.2,72.78,1
0689-NKYLF,42,0,Offer D,2,1,1,1,Month-to-Month,13,83.2,1520.8,1
3658-KIBGF,19,0,None,3,2,0,3,Month-to-Month,1,54.9,99.26,1
5519-YLDGW,57,0,Offer D,3,2,2,1,Month-to-Month,21,103.9,2279.61,1
4946-EDSEW,35,3,Offer D,1,0,0,4,Month-to-Month,11,19.25,499.41,1
8185-UPYBR,33,0,None,1,0,0,1,Month-to-Month,6,75.5,565.38,1
4585-HETAI,25,0,None,1,1,0,1,Month-to-Month,4,73.75,519.37,1
7526-BEZQB,39,0,Offer D,3,0,2,2,Month-to-Month,12,96.05,1684.62,1
4951-UKAAQ,30,0,None,3,1,1,1,Month-to-Month,4,88.95,588.48,1
2108-YKQTY,42,0,None,2,1,0,3,Month-to-Month,4,50.7,190.54,1
4918-QLLIW,23,0,None,1,0,1,3,Month-to-Month,3,53.4,331.74,1
1625-JAIIY,42,0,None,1,0,1,1,One Year,68,83,8694.12,1
2947-DOMLJ,47,2,None,5,1,0,2,Month-to-Month,1,50.6,62.46,1
4112-LUEIZ,55,0,Offer D,2,0,2,1,Month-to-Month,10,89.5,990.9,1
4510-HIMLV,50,0,None,3,0,0,1,Month-to-Month,1,69.8,102.66,1
2430-USGXP,44,0,None,3,1,2,1,Month-to-Month,24,101.05,3222.68,1
5955-ERIHD,53,0,Offer D,2,0,2,1,Month-to-Month,18,94.7,2254.77,1
5949-EBSQK,44,1,None,1,1,1,3,Month-to-Month,4,61.45,338.51,1
7274-RTAPZ,20,0,Offer E,1,0,2,1,Month-to-Month,1,90.55,97.7,1
0311-UNPFF,58,0,None,3,0,2,1,Month-to-Month,26,88.8,3314.69,1
3834-XUIFC,23,0,Offer E,3,0,1,1,Month-to-Month,7,85.2,734.36,1
7599-FKVXZ,54,0,None,3,2,2,1,Month-to-Month,42,106.15,4613.92,1
8229-TNIQA,36,0,Offer E,3,0,0,2,Month-to-Month,4,45.3,356.55,1
6221-AVQYL,37,0,None,1,0,0,1,Month-to-Month,2,73.25,136.97,1
7743-EXURX,47,1,Offer E,5,1,0,3,Month-to-Month,8,51.05,445.85,1
5569-KGJHX,63,0,Offer E,3,0,1,1,Month-to-Month,9,85.35,932.54,1
7730-IUTDZ,63,0,None,2,1,0,1,Month-to-Month,43,75.2,4660.6,1
0426-TIRNE,54,0,Offer E,5,0,0,4,Month-to-Month,1,20.9,36.41,1
7587-RZNME,23,0,Offer E,3,0,0,3,Month-to-Month,3,43.3,270.17,1
